Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
,Rhys Chiddenton,Canisius,F,Jr,32,10,9,19,0.59,10,112,2,4,0,-3,15,5,8,38.5
,Nate Hanley,Union,F,Sr,31,6,13,19,0.61,4,68,0,0,0,-10,10,75,87,46.3
,Vinny Borgesi,Northeastern,D,Sr,31,5,14,19,0.61,12,75,1,2,0,-3,65,8,7,53.3
,Luke Mittelstadt,Minnesota,D,Sr,31,2,17,19,0.61,16,53,2,2,0,-6,55,0,0,
,Kaden Shahan,Connecticut,F,So,30,9,10,19,0.63,0,57,0,3,0,6,13,0,2,0
,Cole Brown,Notre Dame,F,Fr,30,6,13,19,0.63,75,59,1,1,0,-9,7,4,5,44.4
,Trevor Wong,Omaha,F,So,30,5,14,19,0.63,4,47,2,0,0,-8,17,66,69,48.9
,Zack Sharp,Western Michigan,D,So,30,5,14,19,0.63,18,54,0,1,0,20,24,0,1,0
,Owen Fowler,Maine,F,Gr,30,9,10,19,0.63,26,77,2,2,1,15,22,71,77,48
,Caelan Fitzpatrick,Merrimack,F,So,30,9,10,19,0.63,20,55,1,2,1,-1,26,127,163,43.8
,Lukas Gustafsson,Boston College,D,Sr,30,5,14,19,0.63,43,77,3,3,0,4,31,0,0,
,Tommi Männistö,Michigan State,F,Jr,30,11,8,19,0.63,6,44,1,0,1,14,11,0,0,
,Karter McNarland,Alaska-Anchorage,F,Jr,29,4,15,19,0.66,6,41,0,2,0,-11,21,9,11,45
,Noah Eyre,Holy Cross,F,So,29,7,12,19,0.66,22,66,2,1,0,12,23,46,25,64.8
,Paul Fischer,Notre Dame,D,Jr,28,5,14,19,0.68,39,48,0,2,0,-18,32,0,0,
,Louis-Philippe Fontaine,Lindenwood,F,Fr,28,9,10,19,0.68,12,69,4,3,0,-4,10,7,7,50
,Maxim Muranov,Niagara,F,Fr,28,8,11,19,0.68,24,68,1,1,0,5,15,2,7,22.2
,Jackson Reineke,Robert Morris,F,Jr,28,10,9,19,0.68,21,67,1,6,0,-7,10,0,5,0
,Cam MacDonald,Dartmouth,F,Sr,27,5,14,19,0.7,12,41,1,0,0,21,18,0,0,
,Philip Tresca,Harvard,F,Sr,27,8,11,19,0.7,10,44,2,2,0,4,9,15,26,36.6
,Owen Beckner,Colorado College,F,So,26,6,13,19,0.73,4,64,1,2,0,6,8,195,179,52.1
,Luke Osburn,Wisconsin,D,Fr,26,5,14,19,0.73,14,64,0,2,0,-1,11,0,0,
,Teddy Stiga,Boston College,F,So,25,5,14,19,0.76,27,40,0,2,0,-2,11,51,59,46.4
271,Gavyn Thoreson,St. Cloud State,F,So,34,10,8,18,0.53,20,52,1,0,1,-5,12,1,2,33.3
,Max Smolinski,St. Cloud State,D,Sr,34,6,12,18,0.53,6,56,0,3,0,-10,41,0,0,
,Hudson Thornton,Bemidji State,D,Fr,32,2,16,18,0.56,30,48,1,1,0,-2,42,0,0,
,Nolan Cunningham,Air Force,D,Jr,32,6,12,18,0.56,18,64,3,2,0,1,30,0,0,
,Ben Robertson,Michigan,D,Jr,32,0,18,18,0.56,14,51,0,0,0,16,48,1,1,50
,Dalyn Wakely,Mass.-Lowell,F,Fr,32,6,12,18,0.56,34,53,1,1,1,-13,12,181,188,49.1
,Jak Vaarwerk,Mass.-Lowell,F,Jr,32,6,12,18,0.56,21,42,1,3,0,3,23,282,246,53.4
,Luke Woodworth,Omaha,F,Fr,32,4,14,18,0.56,12,52,0,0,0,-10,11,172,182,48.6
,Ilia Morozov,Miami,F,Fr,32,7,11,18,0.56,27,66,1,3,0,2,21,289,341,45.9
,Michael Neumeier,Colgate,D,So,32,5,13,18,0.56,12,91,0,3,0,-28,40,0,0,
,Jack Smith,Minnesota State,F,Sr,32,9,9,18,0.56,18,72,3,3,0,-10,13,226,197,53.4
,Josh Zary,Ferris State,F,Sr,32,11,7,18,0.56,28,49,0,6,0,-4,9,291,212,57.9
,Will Staring,Air Force,D,Jr,32,5,13,18,0.56,35,91,1,1,0,3,40,0,0,
,Marshall Finnie,Niagara,F,Fr,32,10,8,18,0.56,53,49,0,3,0,-1,15,101,91,52.6
,Jared Mangan,Clarkson,F,So,32,7,11,18,0.56,14,54,0,1,0,0,14,141,116,54.9
,Michael Quinn,Miami,D,So,32,4,14,18,0.56,8,43,0,2,0,10,24,0,0,
,Reilly Funk,Bemidji State,F,Gr,32,10,8,18,0.56,12,75,1,4,0,-6,6,313,308,50.4
,Maxime Pellerin,Omaha,F,So,31,8,10,18,0.58,14,65,0,1,0,-6,14,31,29,51.7
,Tyler Fukakusa,Northeastern,F,Jr,31,2,16,18,0.58,18,29,1,1,0,-3,21,202,215,48.4
,Jonathan Fauchon,Providence,F,Fr,31,8,10,18,0.58,14,53,1,5,0,1,20,15,16,48.4
,Cooper Pierson,St. Lawrence,F,Fr,31,4,14,18,0.58,6,52,2,1,1,-19,16,190,223,46
,Ray Fust,Sacred Heart,F,Gr,31,8,10,18,0.58,4,68,1,0,0,4,22,7,13,35
,Ryan Gordon,Ohio State,F,Jr,30,4,14,18,0.6,24,68,1,1,0,-1,32,200,210,48.8
,Alexandre Blais,Connecticut,F,Fr,30,6,12,18,0.6,18,39,3,3,0,7,13,3,11,21.4
,Mike Murtagh,Connecticut,F,So,30,6,12,18,0.6,12,53,1,0,0,8,16,84,90,48.3
,Peyton Platter,Alaska,F,So,29,6,12,18,0.62,36,76,2,2,0,-6,27,157,181,46.4
,Chase Dafoe,Alaska,F,Gr,29,11,7,18,0.62,22,60,4,3,0,-7,15,284,255,52.7
,Vladislav Lukashevich,Miami,D,So,29,2,16,18,0.62,18,41,0,0,0,13,32,0,0,
,Ryan Beck,Lake Superior,F,Sr,29,6,12,18,0.62,41,49,0,0,0,4,7,35,26,57.4
,Max Itagaki,Ferris State,F,Sr,28,6,12,18,0.64,14,34,0,1,0,-4,8,0,2,0
,Ben Poitras,Brown,F,So,28,10,8,18,0.64,32,73,3,2,0,-9,15,7,8,46.7
,Max Scott,Maine,F,Jr,28,5,13,18,0.64,16,52,2,1,1,7,18,313,235,57.1
,Keaton Verhoeff,North Dakota,D,Fr,28,6,12,18,0.64,27,56,2,3,0,7,37,0,0,
,Dane Dowiak,Penn State,F,Jr,27,9,9,18,0.67,42,46,3,1,4,16,24,189,164,53.5
,Alex Laurenza,Union,F,Fr,27,4,14,18,0.67,16,29,1,3,0,-6,4,67,57,54
306,Matthew Lansing,Quinnipiac,F,Fr,34,8,9,17,0.5,14,73,2,0,0,19,4,153,116,56.9
,Tom Leppa,Michigan Tech,F,So,34,5,12,17,0.5,10,38,0,1,0,6,18,228,190,54.5
,Erik Bargholtz,Clarkson,F,Sr,32,6,11,17,0.53,26,51,0,1,1,5,15,10,12,45.5
,Jay Ahearn,Mass.-Lowell,F,Gr,32,11,6,17,0.53,14,81,2,2,0,-8,8,6,23,20.7
,Evan Orr,Stonehill,D,Sr,32,5,12,17,0.53,8,92,1,2,0,-13,41,0,1,0
,Ryan Smith,Miami,F,So,32,9,8,17,0.53,24,64,2,0,0,-3,15,46,46,50
,Liam Watkins,Minnesota State,F,So,32,6,11,17,0.53,6,55,1,3,0,12,11,82,71,53.6
,Carter Rapalje,Ferris State,F,Jr,32,10,7,17,0.53,6,106,0,1,1,-19,11,12,27,30.8
,Jack Dalton,Bentley,D,Jr,32,2,15,17,0.53,18,63,0,2,0,8,29,0,0,
,Talon Sigurdson,Clarkson,F,Jr,32,8,9,17,0.53,14,80,2,4,0,2,31,76,93,45
,Malcolm Spence,Michigan,F,Fr,32,8,9,17,0.53,40,60,1,1,1,15,9,5,4,55.6
,Filip Sitar,RPI,F,So,32,8,9,17,0.53,8,52,1,3,1,-11,18,251,208,54.7
,Casper Nassen,Miami,F,So,32,5,12,17,0.53,6,47,0,1,0,-1,17,1,1,50
,Filip Juricek,St. Lawrence,F,Fr,32,9,8,17,0.53,16,63,0,3,0,-17,26,3,9,25
,Nick Williams,St. Thomas,D,Jr,31,6,11,17,0.55,6,61,2,1,0,7,53,0,1,0
,Caiden Gault,Northern Michigan,F,Sr,31,15,2,17,0.55,29,100,0,4,0,-21,6,3,4,42.9
,Jack Harvey,Boston University,F,Jr,31,10,7,17,0.55,6,57,3,4,2,-10,12,2,4,33.3
,Beckett Hendrickson,Minnesota,F,So,31,5,12,17,0.55,18,45,1,0,0,6,19,2,8,20
,Aleksi Kivioja,Providence,F,So,31,7,10,17,0.55,30,42,2,0,0,15,20,152,159,48.9
,Seamus Powell,Merrimack,D,Jr,31,3,14,17,0.55,2,37,0,0,0,-10,56,0,0,
,Brayden Crampton,Bowling Green,D,Fr,31,3,14,17,0.55,29,94,1,0,0,6,23,2,0,100
,Javon Moore,Minnesota,F,Fr,31,6,11,17,0.55,4,47,1,0,0,-1,13,2,3,40
,Maxim Štrbák,Michigan State,D,Jr,30,3,14,17,0.57,8,54,0,0,0,19,27,0,0,
,Luke Misa,Penn State,F,Fr,30,7,10,17,0.57,2,75,2,1,0,0,20,177,157,53
,Doug Grimes,Miami,F,Jr,30,9,8,17,0.57,24,67,0,2,0,6,18,7,8,46.7
,Broten Sabo,Ohio State,D,Jr,29,1,16,17,0.59,29,42,0,0,0,-7,22,0,0,
,Casey Severo,Harvard,F,Sr,28,9,8,17,0.61,0,62,3,4,0,-3,28,269,281,48.9
,Zach Nehring,Western Michigan,F,So,28,5,12,17,0.61,8,56,3,1,0,9,12,3,3,50
,Braden Blace,Quinnipiac,D,So,27,3,14,17,0.63,6,40,0,0,0,23,21,0,0,
,Matthew Kursonis,Holy Cross,F,So,25,5,12,17,0.68,24,68,0,2,1,-9,17,161,175,47.9
,Charlie Schoen,St. Thomas,F,Jr,25,3,14,17,0.68,4,38,1,0,0,8,5,0,0,
337,Noah Urness,St. Cloud State,F,Fr,34,7,9,16,0.47,16,76,4,2,0,-1,7,12,11,52.2
,Finn Loftus,St. Cloud State,D,So,34,4,12,16,0.47,6,42,1,2,0,7,25,0,0,
,Samuel Alfano,Arizona State,F,Fr,33,6,10,16,0.48,33,74,0,2,0,-10,34,4,7,36.4
,Jake Fisher,Denver,F,So,33,6,10,16,0.48,4,53,0,0,0,7,14,132,145,47.7
,Kristian Epperson,Denver,F,Fr,33,9,7,16,0.48,14,69,1,2,0,4,11,3,2,60
,Tyler Wallace,RPI,F,Jr,32,7,9,16,0.5,10,81,0,1,1,-8,12,129,96,57.3
,Connor Hvidston,Colorado College,F,Fr,32,4,12,16,0.5,4,37,1,0,0,6,11,138,154,47.3
,Griffin Ludtke,Omaha,D,Sr,32,0,16,16,0.5,20,39,0,0,0,5,18,1,0,100
,Chris Delaney,Mass.-Lowell,F,So,32,3,13,16,0.5,6,70,0,0,0,0,6,2,5,28.6
,William Elias,Holy Cross,D,Jr,32,1,15,16,0.5,6,48,0,0,0,1,32,0,0,
,Noah Hackett,Niagara,F,Sr,32,11,5,16,0.5,29,71,0,1,0,5,13,2,2,50
,Bret Link,Colorado College,F,Jr,32,6,10,16,0.5,8,75,0,1,0,6,17,11,14,44
,Adam Marshall,Army,F,So,32,7,9,16,0.5,26,67,1,1,0,4,9,3,3,50
,Dominic Elliott,Robert Morris,D,So,32,6,10,16,0.5,8,52,2,0,0,-2,69,0,0,
,Christopher Lie,Ferris State,D,So,32,1,15,16,0.5,6,29,0,1,0,-5,45,0,1,0
,Billy Renfrew,Stonehill,F,So,32,2,14,16,0.5,8,41,0,0,0,-5,34,354,284,55.5
,Branden Piku,Lake Superior,F,Jr,31,8,8,16,0.52,18,66,2,3,0,-12,11,1,2,33.3
,Gavin McCarthy,Boston University,D,Jr,31,2,14,16,0.52,36,62,0,0,0,12,54,0,0,
,Tate Taylor,Clarkson,D,So,31,6,10,16,0.52,14,62,1,5,0,-5,50,1,0,100
,Connor Milburn,Lake Superior,F,Sr,30,5,11,16,0.53,18,59,1,0,1,-1,32,240,232,50.8
,Caden Cranston,Merrimack,F,So,30,4,12,16,0.53,8,50,2,3,0,-10,11,2,6,25
,Josh Eernisse,Michigan,F,Jr,30,9,7,16,0.53,37,53,2,0,3,15,21,1,3,25
,Ethan Gardula,Connecticut,F,So,30,9,7,16,0.53,4,52,2,2,0,6,8,0,3,0
,Ryan Botterill,Wisconsin,F,So,30,8,8,16,0.53,12,67,2,0,0,6,8,4,2,66.7
,Matt Basgall,Michigan State,D,Sr,30,3,13,16,0.53,2,67,2,0,0,22,35,0,0,
,Tabor Heaslip,Connecticut,F,Sr,30,6,10,16,0.53,10,62,0,0,1,8,30,235,233,50.2
,Sam LeDrew,St. Lawrence,F,Fr,29,8,8,16,0.55,10,48,1,1,0,-12,13,2,1,66.7
,Jack Brandt,Colgate,F,So,29,7,9,16,0.55,30,33,1,5,0,-8,25,31,33,48.4
,Owen McLaughlin,Boston University,F,Sr,29,4,12,16,0.55,4,24,1,1,0,-4,5,65,77,45.8
,Hunter Bischoff,Augustana,F,Jr,28,7,9,16,0.57,4,58,3,0,2,8,12,7,9,43.8
,Micah Berger,Yale,F,So,28,7,9,16,0.57,4,46,1,3,0,-9,9,6,7,46.2
,FJ Buteau,Canisius,D,Fr,28,5,11,16,0.57,20,40,1,2,0,-11,36,0,0,
,CJ Foley,Dartmouth,D,Jr,28,3,13,16,0.57,8,75,2,1,0,2,36,1,0,100
,Colin Grable,Dartmouth,D,So,28,5,11,16,0.57,16,43,0,0,0,24,27,0,0,
,Hunter Anderson,Minnesota-Duluth,F,Fr,28,5,11,16,0.57,18,46,2,2,0,1,4,6,4,60
,Nick Bernardo,Long Island,D,So,27,8,8,16,0.59,14,63,0,5,0,2,30,0,1,0
,Trevor Griebel,Long Island,D,Sr,27,2,14,16,0.59,16,29,0,0,0,0,30,0,0,
,Stephane Huard,Sacred Heart,F,Jr,27,5,11,16,0.59,36,45,1,1,0,-1,11,50,71,41.3
,Jeremy Loranger,Omaha,F,Fr,24,7,9,16,0.67,8,46,1,4,0,-9,5,2,2,50
,Anthony Galante,Stonehill,F,Jr,23,5,11,16,0.7,12,77,1,1,0,-2,8,2,6,25
,Sacha Boisvert,Boston University,F,So,22,3,13,16,0.73,26,46,0,1,0,-6,10,92,139,39.8
378,Victor Czerneckianair,Quinnipiac,F,Sr,34,6,9,15,0.44,16,48,0,0,0,12,17,329,213,60.7
,Joey DelGreco,Augustana,F,So,34,5,10,15,0.44,10,52,0,0,0,6,19,204,202,50.2
,Nolan Roed,St. Cloud State,F,Fr,34,3,12,15,0.44,32,70,0,1,0,-3,10,235,208,53
,Logan Morrell,Arizona State,F,Jr,34,7,8,15,0.44,24,60,1,4,0,-10,38,346,260,57.1
,Eric Jamieson,Denver,D,Fr,33,6,9,15,0.45,41,63,1,0,0,8,41,0,0,
,Asher Barnett,Michigan,D,Fr,32,4,11,15,0.47,12,37,0,0,0,23,30,0,1,0
,Blake Montgomery,Wisconsin,F,Fr,32,8,7,15,0.47,35,64,0,2,0,-9,9,0,1,0
,Dakoda Rheaume-Mullen,Michigan,D,So,32,4,11,15,0.47,18,38,0,2,0,9,41,1,1,50
,Justin Cote,Clarkson,F,Fr,32,8,7,15,0.47,10,61,2,4,0,-2,7,0,0,
,Rainers Rullers,RPI,F,So,32,9,6,15,0.47,12,52,3,4,0,-15,17,182,223,44.9
,Aidan Park,Michigan,F,Fr,32,8,7,15,0.47,28,38,1,3,0,12,11,29,28,50.9
,Arlo Merritt,Bentley,F,Sr,32,5,10,15,0.47,14,50,0,3,1,-9,18,245,241,50.4
,Holt Oliphant,Air Force,F,Sr,32,7,8,15,0.47,10,54,2,0,0,4,33,11,10,52.4
,Axel Kumlin,Notre Dame,D,Sr,32,2,13,15,0.47,29,55,0,0,0,-18,30,0,0,
,Tyler Duke,Michigan,D,Sr,32,1,14,15,0.47,57,38,0,0,0,23,45,1,2,33.3
,William Moore,RIT,F,Fr,32,9,6,15,0.47,16,67,3,1,0,4,15,9,8,52.9
,TJ Schweighardt,Mass.-Lowell,D,Sr,32,4,11,15,0.47,4,65,1,1,1,-6,47,0,0,
,Cole McKinney,Michigan,F,Fr,32,6,9,15,0.47,26,38,0,1,0,2,14,263,188,58.3
,Noah Ellis,Sacred Heart,D,Sr,32,8,7,15,0.47,12,61,0,2,0,0,54,0,0,
,Iiro Hakkarainen,Western Michigan,F,So,31,7,8,15,0.48,14,65,2,2,0,3,18,161,198,44.8
,Sully Scholle,Maine,F,Jr,31,6,9,15,0.48,24,66,1,1,0,11,19,147,206,41.6
,Ryder Ritchie,Boston University,F,Fr,31,6,9,15,0.48,26,59,2,2,0,-3,10,19,17,52.8
,Marcus Nguyen,Omaha,F,Fr,31,10,5,15,0.48,30,54,2,1,0,-4,6,2,4,33.3
,Cole Melady,Stonehill,F,So,31,6,9,15,0.48,12,52,0,0,0,-4,13,6,10,37.5
,Charlie Russell,Maine,F,Jr,31,6,9,15,0.48,32,72,2,0,0,4,14,17,9,65.4
,Scout Truman,Minnesota-Duluth,F,Sr,31,12,3,15,0.48,8,68,1,5,0,-1,8,5,2,71.4
,Hunter Ramos,Lake Superior,F,Fr,31,7,8,15,0.48,24,57,1,2,0,-2,6,0,3,0
,Nolan Flamand,Merrimack,F,Fr,31,5,10,15,0.48,16,41,1,2,0,-6,11,162,179,47.5
,Max Namestnikov,Bemidji State,F,Fr,30,5,10,15,0.5,8,55,1,1,1,3,12,10,8,55.6
,Larry Keenan,Massachusetts,D,So,30,6,9,15,0.5,10,71,0,2,0,5,38,0,0,
,Isaac Tremblay,St. Lawrence,F,So,30,7,8,15,0.5,12,52,1,0,0,-10,20,106,115,48
,Adam Eisele,Ohio State,F,Sr,29,10,5,15,0.52,14,64,2,1,0,-4,9,20,12,62.5
,Nathan Rickey,Alaska,D,So,29,3,12,15,0.52,2,55,0,1,0,3,36,0,0,
,Braden Birnie,Alaska,F,Sr,29,6,9,15,0.52,18,39,1,1,0,-1,18,19,14,57.6
,Grayden Siepmann,Minnesota-Duluth,D,Fr,29,5,10,15,0.52,2,43,0,2,0,-2,14,0,0,
,Carlin Dezainde,Connecticut,F,Fr,29,8,7,15,0.52,18,52,1,1,0,9,14,114,139,45.1
,Brett Hyland,Omaha,F,So,28,7,8,15,0.54,54,46,1,2,0,-4,11,24,30,44.4
,Justin Mexico,Stonehill,F,So,28,5,10,15,0.54,8,51,0,1,0,-5,6,101,153,39.8
,Richard Gallant,Harvard,F,Fr,28,8,7,15,0.54,19,62,0,0,1,-9,23,7,7,50
,Owen Bohn,Augustana,F,Jr,28,7,8,15,0.54,4,47,0,0,0,6,9,1,0,100
,Luka Radivojevic,Boston College,D,Fr,28,1,14,15,0.54,8,40,0,1,0,12,24,1,0,100
,Ryan St. Louis,Brown,F,Sr,27,8,7,15,0.56,25,45,1,1,2,-12,22,112,154,42.1
,George Fegaras,Cornell,D,Jr,27,3,12,15,0.56,28,71,1,0,0,11,31,0,0,
,Tyson Dyck,Wisconsin,F,Gr,24,5,10,15,0.63,22,38,0,3,0,1,13,89,124,41.8
,Mason McCormick,Air Force,F,Sr,23,6,9,15,0.65,30,45,2,1,0,0,12,241,204,54.2
423,Reid Andresen,Michigan Tech,D,Fr,34,4,10,14,0.41,4,29,0,2,0,2,27,0,0,
,Hayden Hennen,Augustana,D,Jr,34,3,11,14,0.41,32,78,0,1,0,13,57,0,0,
,Hagen Burrows,Denver,F,So,33,5,9,14,0.42,16,35,0,0,0,7,7,1,0,100
,Kienan Draper,Michigan,F,Sr,32,4,10,14,0.44,38,29,2,0,1,17,38,203,223,47.7
,Brody Waters,Bowling Green,F,Jr,32,7,7,14,0.44,10,82,0,3,0,4,19,5,4,55.6
,Ralfs Bergmanis,Minnesota State,D,Sr,32,2,12,14,0.44,26,48,0,0,0,2,28,0,1,0
,Bruce McDonald,Robert Morris,F,Fr,32,3,11,14,0.44,10,43,0,0,0,-9,6,213,203,51.2
,Joseph Grainda,Stonehill,F,Jr,32,10,4,14,0.44,16,65,0,1,1,-8,26,3,5,37.5
,Ty Brassington,Clarkson,D,So,32,4,10,14,0.44,38,72,1,0,0,-4,40,0,0,
,Grady Deering,Wisconsin,F,Fr,32,6,8,14,0.44,41,71,0,0,0,6,8,174,157,52.6
,Fisher Scott,Colorado College,D,So,32,2,12,14,0.44,30,48,1,0,0,4,49,0,0,
,Panayioti Fimis,Notre Dame,F,Fr,32,5,9,14,0.44,8,48,1,3,0,-19,8,230,153,60.1
,Xavier Jean-Louis,Ferris State,D,Sr,32,4,10,14,0.44,23,36,1,1,0,-5,42,2,3,40
,Mack Oliphant,Holy Cross,D,Sr,32,5,9,14,0.44,8,74,0,1,0,0,38,0,0,
,Luca Fantilli,Michigan,D,Sr,32,3,11,14,0.44,12,33,1,0,1,26,35,0,0,
,Connor McClennon,Bemidji State,F,Jr,32,10,4,14,0.44,29,72,1,2,0,-4,9,5,5,50
,Brent Keefer,Army,F,Jr,32,6,8,14,0.44,29,51,1,0,0,-5,12,3,4,42.9
,Ollie Josephson,North Dakota,F,Fr,32,4,10,14,0.44,10,44,0,1,1,9,21,224,185,54.8
,Graham Gamache,Providence,F,Jr,31,1,13,14,0.45,0,38,0,0,0,13,26,164,203,44.7
,Tristan Allen,RIT,D,So,31,1,13,14,0.45,30,33,0,0,0,8,29,0,1,0
,Tyler Schleppe,Ferris State,F,Sr,31,5,9,14,0.45,33,57,0,1,1,0,26,181,167,52
,Ty Gagno,Holy Cross,F,Jr,31,6,8,14,0.45,20,48,1,0,0,-6,37,154,202,43.3
,Hudson Malinoski,Providence,F,Jr,31,11,3,14,0.45,19,74,4,4,0,1,10,159,129,55.2
,Owen Goodbrand,Bentley,F,Fr,31,9,5,14,0.45,21,65,3,0,0,7,16,193,169,53.3
,Ethan Hay,Miami,F,Fr,31,3,11,14,0.45,22,22,1,0,1,6,22,259,238,52.1
,Glebs Prohorenkovs,Niagara,F,Sr,31,1,13,14,0.45,16,26,0,1,0,-7,23,293,218,57.3
,Riley Brueck,Union,F,So,31,8,6,14,0.45,4,45,0,1,0,13,19,3,2,60
,Ben Roger,RIT,D,Jr,31,3,11,14,0.45,10,41,0,0,0,1,29,0,0,
,Andrew Centrella,Providence,D,Jr,31,3,11,14,0.45,18,26,0,2,0,13,29,0,0,
,Griffin Erdman,Northeastern,F,So,31,5,9,14,0.45,20,24,1,0,0,5,16,3,10,23.1
,Thomas Klassek,RPI,D,Fr,31,2,12,14,0.45,8,38,0,1,0,-11,33,0,0,
,Jimmy Clark,Minnesota,F,Jr,31,4,10,14,0.45,2,48,1,1,0,-1,30,257,293,46.7
,Dominik Bartecko,Mercyhurst,F,So,31,7,7,14,0.45,22,56,0,0,1,-14,13,1,2,33.3
,Jacob Leblanc,Mercyhurst,D,Fr,31,0,14,14,0.45,28,33,0,0,0,-8,15,1,0,100
,Michael Felsing,Robert Morris,F,So,31,6,8,14,0.45,18,36,0,1,0,-8,10,57,61,48.3
,Tiernan Shoudy,Michigan State,F,Sr,30,5,9,14,0.47,29,39,1,0,1,19,18,242,198,55
,Drew Montgomery,Colorado College,F,Jr,30,7,7,14,0.47,14,60,0,0,0,0,7,6,5,54.5
,Brandon Svoboda,Boston University,F,So,30,6,8,14,0.47,12,47,1,0,1,8,13,188,171,52.4
,Jarod Crespo,Penn State,D,Sr,30,5,9,14,0.47,36,77,1,1,0,12,37,0,0,
,Brendan Fitzgerald,New Hampshire,D,Jr,30,1,13,14,0.47,10,37,1,0,0,-8,22,1,0,100
,Ryan Alexander,Colorado College,F,Sr,30,4,10,14,0.47,9,34,0,0,0,8,8,64,51,55.7
,Joe Palodichuk,Wisconsin,D,Jr,29,3,11,14,0.48,18,22,0,0,0,12,58,0,0,
,Ryan Johnson,Alaska-Anchorage,F,So,29,3,11,14,0.48,24,59,1,1,0,-21,8,2,1,66.7
,Simon Isabelle,RIT,F,Sr,29,5,9,14,0.48,20,47,1,0,1,3,21,226,223,50.3
,Jack Kernan,North Dakota,F,Fr,29,8,6,14,0.48,12,56,3,3,0,7,9,88,78,53
,Matthew Morden,Harvard,D,Jr,28,4,10,14,0.5,23,43,0,0,1,1,15,0,0,
,Ethan Elias,Lindenwood,D,So,28,1,13,14,0.5,24,42,0,1,0,-1,33,0,1,0
,Jackson Niedermayer,Bowling Green,F,Gr,28,3,11,14,0.5,14,48,0,1,0,11,24,0,1,0
,Gio DiGiulian,Cornell,F,Fr,27,9,5,14,0.52,24,38,3,2,0,5,9,107,117,47.8
,Noah Morneau,Bowling Green,F,Fr,27,9,5,14,0.52,14,61,1,1,0,1,11,250,177,58.5
,Gavin Bryant,Sacred Heart,F,Fr,26,7,7,14,0.54,8,45,1,1,0,0,8,103,103,50
,Kale McCallum,Providence,D,Fr,26,5,9,14,0.54,12,53,0,1,0,3,17,0,0,
,Alexander Malinowski,Alaska,F,Sr,24,8,6,14,0.58,6,32,2,0,0,6,11,7,12,36.8
476,Cooper Wylie,St. Cloud State,D,Sr,34,3,10,13,0.38,12,71,1,2,0,-7,36,0,0,
,Graham Sward,Quinnipiac,D,Fr,34,4,9,13,0.38,12,55,1,0,0,14,26,0,0,
,Justin Kipkie,Arizona State,D,Fr,33,4,9,13,0.39,14,59,1,1,0,-9,38,0,0,
,Dovar Tinling,RPI,F,Gr,32,6,7,13,0.41,8,44,0,1,0,-7,15,29,22,56.9
,Lee Parks,Mass.-Lowell,F,So,32,5,8,13,0.41,12,59,1,2,0,-7,16,2,5,28.6
,Caleb Elfering,RIT,F,Fr,32,7,6,13,0.41,10,54,1,2,0,-2,13,133,195,40.5
,Jack Seymour,Holy Cross,F,Sr,32,7,6,13,0.41,41,60,1,1,0,13,26,14,17,45.2
,Pat Murphy,Stonehill,F,Fr,32,6,7,13,0.41,16,93,0,3,0,-12,19,11,5,68.8
,Marc Lajoie,Omaha,D,So,32,6,7,13,0.41,24,56,0,4,0,-10,31,1,1,50
,Timothy Heinke,Holy Cross,F,Sr,32,4,9,13,0.41,48,71,2,0,0,-2,10,2,2,50
,Libor Nemec,Mass.-Lowell,F,So,32,3,10,13,0.41,50,58,0,0,1,-11,12,74,101,42.3
,Tristan Sarsland,Clarkson,D,Sr,32,5,8,13,0.41,22,102,2,2,0,-2,31,0,0,
,Sebastian Törnqvist,Vermont,D,Jr,31,5,8,13,0.42,10,60,1,1,0,-4,44,0,1,0
,Aiden VanRooyan,Sacred Heart,D,So,31,3,10,13,0.42,22,41,1,0,0,5,56,0,0,
,Sean Tschigerl,Omaha,F,So,31,5,8,13,0.42,42,43,2,0,0,-1,11,157,211,42.7
,Alex Zetterberg,Minnesota State,F,So,31,5,8,13,0.42,6,50,1,1,0,2,13,2,2,50
,Joel Lehtinen,Stonehill,F,So,31,5,8,13,0.42,22,46,0,2,0,-17,20,269,238,53.1
,Luka Sukovic,Clarkson,F,So,30,3,10,13,0.43,44,45,0,1,0,1,12,156,156,50
,Ethan Whitcomb,Connecticut,F,So,30,4,9,13,0.43,14,58,2,2,0,4,7,93,108,46.3
,Thomas Freel,Maine,F,Sr,30,4,9,13,0.43,6,57,0,2,0,3,20,10,17,37
,Lukáš Klečka,Massachusetts,F,Fr,30,8,5,13,0.43,10,41,1,2,0,-6,17,8,9,47.1
,Clint Levens,Providence,F,Jr,30,5,8,13,0.43,48,36,1,0,0,13,26,0,3,0
,Robert Kincaid,Canisius,D,Sr,30,4,9,13,0.43,4,39,0,0,0,7,19,0,0,
,Theo Wallberg,Western Michigan,D,Jr,30,1,12,13,0.43,20,32,0,0,0,16,29,0,0,
,Brennan Ali,Notre Dame,F,Jr,30,7,6,13,0.43,23,51,1,1,0,-10,16,2,3,40
,Lucas Olvestad,Massachusetts,D,Sr,30,4,9,13,0.43,14,51,2,0,0,1,45,0,0,
,Connor Welsh,Holy Cross,F,Jr,30,7,6,13,0.43,13,42,1,1,0,-2,8,3,6,33.3
