Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
,Jacob Newcombe,New Hampshire,F,Fr,30,7,6,13,0.43,8,74,1,3,0,-11,22,2,2,50
,Jake Peterson,Air Force,D,So,30,4,9,13,0.43,8,57,0,0,0,6,20,0,0,
,Will Felicio,Union,D,So,29,2,11,13,0.45,10,51,0,1,0,3,15,0,0,
,Thomas Pichette,Maine,F,So,29,5,8,13,0.45,6,41,1,0,0,2,13,15,18,45.5
,Daniel Jenčko,Massachusetts,F,So,29,4,9,13,0.45,4,66,0,3,0,-3,9,1,5,16.7
,Cy LeClerc,New Hampshire,F,Sr,29,4,9,13,0.45,6,66,0,1,0,-10,14,267,221,54.7
,Teddy Lagerbäck,Stonehill,F,Sr,28,4,9,13,0.46,14,91,1,0,0,-4,11,7,6,53.8
,Kai Greaves,Princeton,D,So,28,0,13,13,0.46,6,35,0,0,0,5,29,0,1,0
,Eric Charpentier,Dartmouth,D,Jr,28,4,9,13,0.46,8,44,0,0,0,22,46,0,0,
,Brandon Lisowsky,Colorado College,F,Fr,27,5,8,13,0.48,6,72,0,2,0,4,6,0,0,
,Wilson Bjorck,Colorado College,F,Fr,27,5,8,13,0.48,16,47,1,1,0,1,11,1,2,33.3
,Samuel Huo,Omaha,F,Fr,26,6,7,13,0.5,25,51,0,3,0,-5,10,144,132,52.2
,Tyler Borgula,Quinnipiac,F,So,25,4,9,13,0.52,16,69,1,1,0,10,8,1,0,100
,Carter Anderson,Canisius,F,Fr,25,5,8,13,0.52,6,39,1,2,0,3,4,1,2,33.3
,Hunter Price,Canisius,F,So,24,7,6,13,0.54,2,37,1,0,0,-3,12,58,60,49.2
,Michael Bevilacqua,Lindenwood,D,Jr,24,6,7,13,0.54,4,35,1,0,0,4,20,0,0,
,Tyler Rubin,Princeton,D,Sr,24,2,11,13,0.54,8,44,0,0,0,10,27,0,0,
,Adam Ingram,St. Cloud State,F,Sr,23,3,10,13,0.57,8,40,0,0,0,-3,8,1,0,100
,Mirko Buttazzoni,Mass.-Lowell,F,So,23,4,9,13,0.57,22,40,1,1,0,-9,4,10,14,41.7
,Heikki Ruohonen,Harvard,F,Fr,22,3,10,13,0.59,18,47,0,1,0,-3,11,176,189,48.2
,Vasily Zelenov,Wisconsin,F,Fr,21,4,9,13,0.62,21,22,1,1,0,5,8,128,111,53.6
,Will Schumacher,Mercyhurst,F,Fr,20,8,5,13,0.65,17,46,1,1,0,-3,11,2,4,33.3
,Jeremy Wilmer,Quinnipiac,F,Jr,15,6,7,13,0.87,10,40,1,3,0,8,3,2,0,100
526,Kieran Cebrian,Denver,F,Jr,33,3,9,12,0.36,34,44,0,0,0,14,21,268,244,52.3
,Luke Shipley,Mass.-Lowell,D,Fr,32,2,10,12,0.38,35,52,0,1,0,-15,24,0,0,
,Josh Mori,Mass.-Lowell,D,Fr,32,4,8,12,0.38,22,38,0,0,0,-1,24,0,1,0
,John Herrington,Lake Superior,F,Jr,32,4,8,12,0.38,6,74,0,1,2,-5,14,34,48,41.5
,David Helledy,Bentley,D,So,32,3,9,12,0.38,22,52,2,0,0,12,33,1,1,50
,Hayes Hundley,St. Thomas,D,Fr,32,6,6,12,0.38,10,56,2,0,0,12,39,0,0,
,Carmelo Crandell,Arizona State,F,Fr,32,7,5,12,0.38,25,40,0,1,0,-8,10,1,1,50
,Jagger Tapper,RPI,F,So,32,3,9,12,0.38,4,36,0,0,0,-7,7,21,23,47.7
,Jude Brower,Army,D,Sr,31,4,8,12,0.39,24,66,0,1,0,-6,37,0,0,
,Jonathan Morello,Boston University,F,Fr,31,6,6,12,0.39,18,39,1,0,2,8,15,164,159,50.8
,Carson Latimer,Michigan Tech,F,So,30,6,6,12,0.4,4,61,1,0,0,4,11,0,6,0
,Carter Batchelder,Lake Superior,F,Jr,30,4,8,12,0.4,6,48,0,1,1,-13,18,213,228,48.3
,Owen Kim,Holy Cross,F,So,30,5,7,12,0.4,18,46,0,1,0,-1,18,10,15,40
,Jens Richards,Vermont,F,Sr,30,5,7,12,0.4,18,50,1,0,0,5,22,7,8,46.7
,Beau Jelsma,Providence,F,Fr,30,3,9,12,0.4,20,32,1,0,0,11,13,77,56,57.9
,Michael Mastrodomenico,Notre Dame,D,Sr,30,5,7,12,0.4,32,55,1,2,0,-12,22,0,0,
,Kamil Bednarik,Boston University,F,So,30,5,7,12,0.4,18,39,0,1,2,-8,20,251,203,55.3
,Lukas Peterson,Maine,D,Fr,30,3,9,12,0.4,6,46,0,0,0,14,39,0,0,
,Gavin O'Connell,Michigan State,F,Jr,30,5,7,12,0.4,10,63,2,2,0,1,10,2,4,33.3
,Frank Djurasevic,Maine,D,Jr,30,3,9,12,0.4,18,51,0,1,0,5,59,0,0,
,Crossley Stewart,RIT,D,Jr,30,1,11,12,0.4,6,35,1,0,0,-5,18,0,0,
,Sean McGurn,Arizona State,F,Jr,30,4,8,12,0.4,22,46,2,2,0,-13,15,201,189,51.5
,Drew Fortescue,Boston College,D,Jr,30,4,8,12,0.4,43,44,0,0,0,7,28,0,0,
,Aidan de la Gorgendiere,Omaha,D,Jr,29,3,9,12,0.41,14,68,0,2,0,-11,24,0,0,
,Connor Smith,Union,F,So,29,7,5,12,0.41,0,41,1,0,0,4,9,0,4,0
,Jake McLean,Bemidji State,F,Jr,29,5,7,12,0.41,4,22,1,0,0,0,9,130,193,40.2
,Nathan Oickle,Niagara,D,So,29,2,10,12,0.41,17,39,0,1,0,-6,19,0,0,
,Brandon Chabrier,Maine,D,Sr,29,0,12,12,0.41,23,25,0,0,0,8,37,0,0,
,Mac Gadowsky,Penn State,D,Jr,29,0,12,12,0.41,6,48,0,0,0,-4,35,0,0,
,Lane Brockhoff,Niagara,D,Sr,29,3,9,12,0.41,27,31,2,0,0,4,48,0,0,
,Isaac Lambert,Long Island,F,So,29,8,4,12,0.41,22,62,1,0,0,-6,11,15,19,44.1
,Joe Miller,Harvard,F,Sr,28,6,6,12,0.43,6,41,1,1,0,-5,9,29,24,54.7
,Brian Nicholas,Brown,F,So,28,5,7,12,0.43,20,70,0,1,0,-16,18,168,178,48.6
,Jake Kraft,Cornell,F,Jr,27,6,6,12,0.44,8,57,2,1,1,6,15,10,5,66.7
,Hoyt Stanley,Cornell,D,Jr,27,1,11,12,0.44,12,40,1,0,0,4,33,0,0,
,Charlie Gollob,Brown,F,So,27,4,8,12,0.44,16,58,0,0,0,-2,12,36,35,50.7
,Verner Miettinen,St. Cloud State,F,Jr,25,4,8,12,0.48,12,41,0,0,0,-5,11,189,191,49.7
,Cam O'Neill,Massachusetts,F,Jr,25,3,9,12,0.48,8,27,2,0,0,3,2,2,2,50
,Dalton Norris,Bowling Green,D,Sr,23,1,11,12,0.52,14,44,0,1,0,0,22,0,0,
,Logan Hensler,Wisconsin,D,So,23,4,8,12,0.52,20,39,2,0,0,6,12,0,0,
,Nathan Morin,Dartmouth,F,Fr,22,7,5,12,0.55,6,30,3,0,1,8,7,128,120,51.6
,Jace Letourneau,Clarkson,F,Fr,21,7,5,12,0.57,16,22,0,0,0,5,7,4,2,66.7
,Ean Somoza,Minnesota State,F,Jr,17,6,6,12,0.71,14,39,2,0,0,-2,8,11,10,52.4
569,Joe Prouty,Michigan Tech,D,Sr,34,2,9,11,0.32,22,47,0,0,0,4,32,0,0,
,Kalem Parker,Michigan Tech,D,Fr,34,4,7,11,0.32,14,41,1,0,1,14,47,0,0,
,Chase Davis,Bentley,F,Jr,32,6,5,11,0.34,12,53,0,3,0,-1,12,140,110,56
,Kazimier Sobieski,RPI,D,So,32,5,6,11,0.34,18,71,0,2,0,-21,52,0,0,
,Trent Wilson,Robert Morris,F,So,32,4,7,11,0.34,16,44,2,0,0,-5,13,246,199,55.3
,Daniel Panetta,Colgate,F,Sr,32,3,8,11,0.34,14,46,0,1,2,-18,12,225,236,48.8
,Tyler Rollwagen,Omaha,F,Sr,32,6,5,11,0.34,6,43,0,6,0,-10,5,152,178,46.1
,Kyle Gaffney,Minnesota-Duluth,F,Gr,32,2,9,11,0.34,14,33,1,1,0,-2,14,265,207,56.1
,Ryan Upson,Bentley,F,Sr,32,1,10,11,0.34,6,44,0,0,0,1,21,7,11,38.9
,Henry Nelson,Notre Dame,D,Jr,32,3,8,11,0.34,18,66,0,1,0,-10,31,0,0,
,Evan Bushy,Lake Superior,D,Jr,32,2,9,11,0.34,6,36,0,0,0,-16,60,0,0,
,Billy Batten,Army,F,Fr,32,4,7,11,0.34,10,36,0,1,0,0,10,11,12,47.8
,Marton Nemes,Bentley,F,Fr,31,4,7,11,0.35,4,28,0,0,0,10,14,2,3,40
,Zach Bookman,Western Michigan,D,Sr,31,2,9,11,0.35,16,35,1,2,0,8,24,0,0,
,Vitaly Levyy,Sacred Heart,F,So,31,4,7,11,0.35,4,41,2,1,0,3,17,99,123,44.6
,Jaden Grant,Bowling Green,F,Sr,31,8,3,11,0.35,32,53,3,3,1,4,13,321,235,57.7
,Matthew Buckley,RPI,F,Fr,31,5,6,11,0.35,10,76,0,1,0,-16,19,1,0,100
,Trent Powell,Long Island,D,So,30,1,10,11,0.37,16,48,0,0,0,-2,39,0,0,
,Aram Minnetian,Boston College,D,Jr,30,2,9,11,0.37,38,34,0,0,0,15,31,0,0,
,Ben Schoen,Penn State,F,Gr,30,2,9,11,0.37,23,36,0,0,0,5,17,99,105,48.5
,Cade Littler,North Dakota,F,So,29,4,7,11,0.38,26,44,1,2,0,4,8,73,75,49.3
,Anthony Lucarelli,Long Island,F,So,28,5,6,11,0.39,10,46,0,3,0,1,10,218,188,53.7
,Tye Spencer,Alaska-Anchorage,F,Fr,28,7,4,11,0.39,6,28,0,1,1,-20,22,92,140,39.7
,Jhett Larson,Alaska,F,Fr,28,5,6,11,0.39,16,44,0,0,0,8,14,13,21,38.2
,Aidan Lane,Harvard,F,Fr,28,5,6,11,0.39,14,53,2,0,0,-3,3,4,7,36.4
,Matthew Desiderio,Brown,D,Fr,28,4,7,11,0.39,20,76,0,0,0,-15,28,0,0,
,Caige Sterzer,St. Thomas,F,Gr,28,2,9,11,0.39,16,39,0,1,0,-1,12,1,4,20
,Jonah Aegerter,Vermont,F,Fr,28,6,5,11,0.39,6,39,1,2,0,3,12,103,116,47
,Rhys Bentham,Yale,D,Jr,28,4,7,11,0.39,16,44,0,0,0,3,41,0,0,
,Ben Merrill,Boston University,F,Fr,28,4,7,11,0.39,10,39,0,0,0,-3,15,1,2,33.3
,Matthew Mayich,Clarkson,D,Fr,28,6,5,11,0.39,26,47,0,0,0,10,24,0,0,
,Cam MacDonald,New Hampshire,F,So,28,6,5,11,0.39,25,45,2,3,0,-7,13,190,174,52.2
,Erik Påhlsson,Minnesota,F,So,27,5,6,11,0.41,4,45,1,1,0,-8,9,123,171,41.8
,Jonathan Ziskie,Niagara,D,Sr,27,4,7,11,0.41,16,27,1,0,0,-3,16,0,0,
,Felix Gagnon,New Hampshire,F,Fr,27,5,6,11,0.41,14,31,1,0,0,-5,12,273,167,62
,Jaden Lipinski,Maine,F,Fr,27,3,8,11,0.41,31,38,3,0,0,4,8,169,116,59.3
,David Andreychuk,Yale,F,Jr,27,5,6,11,0.41,16,50,1,0,0,0,16,20,19,51.3
,Jakub Altrichter,Northern Michigan,F,So,27,4,7,11,0.41,34,68,0,0,1,-19,18,304,273,52.7
,Tanner Ludtke,Minnesota,F,Jr,26,4,7,11,0.42,32,37,0,3,1,-7,8,171,159,51.8
,Diego Buttazzoni,Mass.-Lowell,F,Fr,26,5,6,11,0.42,45,48,1,5,0,-16,11,6,4,60
,Caden Brown,Ferris State,F,Gr,26,4,7,11,0.42,2,28,1,0,0,-1,7,106,130,44.9
,James Hong,Ohio State,F,So,26,3,8,11,0.42,20,37,0,0,0,-3,15,1,6,14.3
,Iisai Pesonen,Yale,F,Jr,25,4,7,11,0.44,23,35,0,0,0,1,6,2,2,50
,Philippe Blais-Savoie,Colorado College,D,So,24,7,4,11,0.46,27,57,2,2,0,6,22,0,0,
,Brett Pfoh,Bowling Green,F,Sr,23,6,5,11,0.48,12,39,2,1,0,2,7,1,3,25
,Dylan Godbout,St. Thomas,F,Jr,23,3,8,11,0.48,2,27,0,0,0,5,25,3,3,50
,Tobias Pitka,Northern Michigan,F,Fr,23,5,6,11,0.48,14,48,0,1,0,-16,17,209,207,50.2
,Oskar Bakkevig,Bentley,F,So,22,4,7,11,0.5,10,48,0,1,0,0,12,58,66,46.8
,Trey Scott,Connecticut,D,So,22,0,11,11,0.5,4,36,0,0,0,3,17,0,0,
,Mason LeBel,Minnesota State,F,Fr,21,4,7,11,0.52,2,30,0,0,0,6,6,22,14,61.1
,Finn Brink,Wisconsin,F,Fr,20,4,7,11,0.55,12,22,1,1,0,8,6,2,2,50
,Ryan Taylor,Robert Morris,F,Jr,17,4,7,11,0.65,4,31,0,2,0,-1,10,0,3,0
,Andrew King,Brown,F,So,17,5,6,11,0.65,12,24,0,0,0,2,9,4,1,80
,Alton McDermott,Canisius,F,Gr,14,5,6,11,0.79,0,24,1,1,0,1,5,0,0,
623,Joel Kjellberg,Arizona State,D,So,34,2,8,10,0.29,14,52,1,0,0,0,60,0,0,
,Tyler Miller,Michigan Tech,D,So,34,3,7,10,0.29,16,61,0,0,0,10,33,0,0,
,Tynan Ewart,Northern Michigan,D,Jr,32,1,9,10,0.31,25,30,0,0,0,-13,69,0,0,
,John Driscoll,Sacred Heart,D,Jr,32,3,7,10,0.31,10,41,1,0,0,1,56,0,0,
,Aaron Pionk,Minnesota-Duluth,D,Jr,32,1,9,10,0.31,6,50,0,0,0,-7,30,0,0,
,Charles Banquier,Stonehill,D,Jr,32,3,7,10,0.31,22,52,1,0,0,-14,41,0,0,
,Benjamin Kevan,Arizona State,F,Fr,32,4,6,10,0.31,4,54,1,1,0,-12,9,3,6,33.3
,Sasha Teleguine,Lake Superior,F,Jr,32,5,5,10,0.31,23,50,1,1,1,-3,18,5,5,50
,Matthew Argentina,Northern Michigan,F,Jr,32,4,6,10,0.31,14,60,1,2,0,-17,12,5,4,55.6
,Patrick Johnson,Robert Morris,F,So,32,3,7,10,0.31,19,31,0,0,0,-3,16,200,204,49.5
,Owain Johnston,Holy Cross,D,Fr,32,2,8,10,0.31,78,28,0,0,1,6,42,0,0,
,Noah Powell,Arizona State,F,Fr,32,6,4,10,0.31,28,49,1,0,0,-3,17,5,9,35.7
,Tomas Mrsic,Colorado College,F,Fr,32,5,5,10,0.31,14,91,0,2,0,-7,2,0,0,
,Ethan Bono,RPI,F,Jr,32,4,6,10,0.31,8,49,1,0,2,-9,34,4,12,25
,Gabe Westling,St. Lawrence,F,So,32,2,8,10,0.31,29,41,0,0,0,-6,10,182,275,39.8
,Bauer Berry,St. Thomas,D,Fr,31,2,8,10,0.32,16,23,0,0,0,5,27,0,0,
,George Krotiris,Robert Morris,F,Jr,31,4,6,10,0.32,16,72,0,0,0,-2,14,4,8,33.3
,Austin Oravetz,Merrimack,D,Jr,31,1,9,10,0.32,4,32,0,0,0,0,48,0,0,
,Anthony Menghini,North Dakota,F,Jr,30,5,5,10,0.33,8,52,0,0,0,7,3,1,3,25
,Braden Rourke,Robert Morris,F,So,30,3,7,10,0.33,20,47,1,0,0,-2,22,6,7,46.2
,Jake Percival,Connecticut,F,Sr,30,6,4,10,0.33,6,73,2,0,0,1,27,1,4,20
,Matteo Michels,Vermont,F,Fr,30,3,7,10,0.33,10,39,0,1,1,1,6,18,24,42.9
,Ty Nash,Arizona State,F,Fr,30,5,5,10,0.33,8,36,0,2,0,-7,10,1,6,14.3
,Sascha Boumedienne,Boston University,D,So,30,2,8,10,0.33,12,45,0,1,0,-12,44,1,0,100
,Colin Ralph,Michigan State,D,So,30,1,9,10,0.33,25,33,0,0,0,24,41,0,0,
,Jaden Dyke,Long Island,F,Fr,30,3,7,10,0.33,6,37,0,0,0,-8,16,211,173,54.9
,Daniel Shlaine,Minnesota-Duluth,F,Fr,30,5,5,10,0.33,8,45,1,1,0,3,5,78,100,43.8
,Kyle Bettens,Northern Michigan,F,Sr,29,1,9,10,0.34,18,51,0,0,0,-7,22,3,8,27.3
,Casey McDonald,Long Island,F,Sr,28,4,6,10,0.36,22,56,1,0,0,5,5,8,20,28.6
,Luc Pelletier,Princeton,F,So,28,5,5,10,0.36,24,26,1,0,0,1,13,184,165,52.7
,Jack Silverberg,Dartmouth,F,So,28,4,6,10,0.36,4,44,0,0,0,7,21,0,9,0
,Drew Sutton,Union,F,So,28,3,7,10,0.36,0,36,0,0,0,8,7,160,144,52.6
,Nick Marciano,Princeton,D,Sr,28,2,8,10,0.36,0,47,0,0,0,-2,31,0,0,
,Eric Nilson,Michigan State,F,Fr,28,3,7,10,0.36,37,36,1,0,1,7,19,174,219,44.3
,Mason Moe,Minnesota,F,Fr,28,5,5,10,0.36,4,33,1,0,0,4,12,79,129,38
,Joey Potter,Alaska-Anchorage,D,Jr,28,4,6,10,0.36,33,62,0,1,0,-22,27,0,0,
,Ryan Healey,Harvard,D,Sr,28,4,6,10,0.36,24,68,0,1,0,0,19,0,1,0
,Hunter Andrew,Canisius,F,Sr,27,3,7,10,0.37,8,29,2,0,0,1,10,0,1,0
,Cody Croal,North Dakota,F,So,27,7,3,10,0.37,14,43,0,1,0,14,16,3,8,27.3
,Will Moore,Boston College,F,Fr,27,4,6,10,0.37,0,42,1,1,0,-4,8,128,115,52.7
,Mikey DeAngelo,Massachusetts,F,So,27,6,4,10,0.37,6,47,3,1,0,1,17,181,206,46.8
,Andrew Clarke,Dartmouth,F,Fr,27,1,9,10,0.37,6,25,0,0,0,7,4,139,154,47.4
,Colton Roberts,Colorado College,D,Fr,26,3,7,10,0.38,16,42,1,0,0,-3,21,0,0,
,Nace Langus,Augustana,F,So,26,2,8,10,0.38,10,38,0,1,0,-10,12,70,60,53.8
,Owen West,Michigan State,D,So,26,4,6,10,0.38,8,41,0,2,0,11,11,0,0,
,Fin Williams,Minnesota State,F,Jr,26,3,7,10,0.38,0,27,1,0,0,9,11,113,140,44.7
,Will Hughes,Harvard,F,So,26,3,7,10,0.38,12,33,0,0,0,4,18,160,156,50.6
,Sean James,Mercyhurst,F,Jr,25,6,4,10,0.4,12,25,1,3,0,-9,10,1,1,50
,Josh Niedermayer,Colgate,D,So,25,2,8,10,0.4,6,22,0,0,0,-4,15,0,0,
,Adam Raesler,Lindenwood,F,So,25,5,5,10,0.4,17,43,1,0,1,-5,10,7,7,50
,Jake Dunlap,Ohio State,F,Sr,24,4,6,10,0.42,8,34,0,0,0,2,1,2,3,40
,Onni Leppänen,Long Island,F,So,24,4,6,10,0.42,35,30,0,0,0,1,6,0,1,0
,Cooper Cleaves,Dartmouth,D,Fr,23,4,6,10,0.43,2,22,0,2,0,5,13,0,0,
,Jason Stefanek,Dartmouth,F,Fr,21,2,8,10,0.48,2,22,1,1,0,6,7,61,67,47.7
,Andrew LeBlanc,Mercyhurst,F,Fr,20,4,6,10,0.5,20,37,0,0,0,-8,3,6,6,50
,Nick VanTassell,Massachusetts,F,Jr,20,2,8,10,0.5,10,33,0,0,0,-6,13,9,22,29
,Garrett Horsager,Bentley,D,Jr,16,3,7,10,0.63,10,22,1,0,1,5,24,0,0,
,Tommy Cronin,Alaska,F,Fr,14,4,6,10,0.71,8,19,0,1,0,4,15,1,7,12.5
681,Grant Ahcan,St. Cloud State,F,Sr,34,4,5,9,0.26,8,50,0,0,1,-1,19,0,4,0
,Kirklan Irey,Bemidji State,F,Sr,32,0,9,9,0.28,14,28,0,0,0,-5,17,27,34,44.3
,Adam Kleber,Minnesota-Duluth,D,So,32,2,7,9,0.28,17,53,1,0,0,12,38,0,0,
,Brayden Schuurman,Colorado College,F,Fr,32,4,5,9,0.28,12,73,0,0,0,-3,10,190,150,55.9
,Campbell Cichosz,Minnesota State,D,Sr,32,2,7,9,0.28,30,45,0,0,0,1,50,2,6,25
,Vincent Salice,Army,F,Jr,32,7,2,9,0.28,20,76,2,0,0,-4,8,2,5,28.6
,Max Dukovac,Ferris State,F,Sr,32,5,4,9,0.28,18,36,0,1,0,-7,6,4,2,66.7
,Jakob Stender,Minnesota State,D,Jr,32,4,5,9,0.28,8,57,1,1,1,-3,21,168,211,44.3
,Ryan Coughlin,Mercyhurst,F,Sr,32,2,7,9,0.28,2,36,0,1,0,-12,18,307,339,47.5
,Carter Rose,Union,D,Jr,32,2,7,9,0.28,20,34,1,0,0,-2,22,0,0,
,Jack Mesic,Ferris State,D,Jr,32,2,7,9,0.28,18,49,0,1,0,-15,34,1,5,16.7
,Jason Gallucci,Canisius,D,So,32,1,8,9,0.28,34,47,1,1,0,6,41,1,0,100
,Quinn Mantei,Providence,D,Fr,31,2,7,9,0.29,35,46,0,0,0,20,47,0,0,
,Brendan Lamb,Mercyhurst,F,So,31,5,4,9,0.29,8,39,1,0,0,-22,12,260,272,48.9
,Spencer Sova,Omaha,D,Fr,31,2,7,9,0.29,23,39,0,0,0,-8,17,0,0,
,Tristan Fraser,Connecticut,F,Sr,30,3,6,9,0.3,12,39,1,0,0,2,15,47,50,48.5
,Gunnar Thoreson,St. Lawrence,F,Jr,30,4,5,9,0.3,8,22,0,0,1,-14,32,42,54,43.8
,Jack Murtagh,Boston University,F,Fr,30,5,4,9,0.3,19,49,0,0,0,-5,11,1,3,25
,Nicholas Beneteau,St. Lawrence,F,So,30,5,4,9,0.3,6,42,0,0,0,-16,22,90,87,50.8
,Reid Morich,Minnesota State,F,Fr,30,5,4,9,0.3,57,39,1,2,0,1,14,4,8,33.3
,Andy Reist,Niagara,F,So,30,1,8,9,0.3,8,32,0,0,0,-7,11,133,122,52.2
,Jacob Napier,Colgate,D,Jr,30,3,6,9,0.3,16,33,0,0,0,10,34,0,1,0
,Drew Schock,Michigan,D,Fr,30,1,8,9,0.3,22,40,0,0,0,4,37,0,0,
,Ethan Wolthers,Sacred Heart,F,Sr,30,4,5,9,0.3,10,39,1,0,0,0,16,1,4,20
,Ryder Thompson,Miami,D,Fr,30,1,8,9,0.3,10,24,1,0,0,2,55,0,0,
,Johnny Druskinis,Lake Superior,D,So,30,3,6,9,0.3,34,65,0,3,0,-14,33,0,0,
,Thomas Sinclair,Vermont,F,Sr,30,3,6,9,0.3,8,52,1,1,0,-9,21,298,221,57.4
,Patrick Geary,Michigan State,D,Jr,29,1,8,9,0.31,68,37,0,0,0,15,19,0,0,
,Jeremie Minville,Bowling Green,F,Fr,29,4,5,9,0.31,23,48,0,0,0,3,15,4,6,40
,Michael Emerson,Merrimack,F,Jr,29,4,5,9,0.31,6,52,0,2,0,-2,13,5,10,33.3
,Tate Pritchard,Minnesota,F,Fr,29,4,5,9,0.31,28,35,0,0,0,-11,13,7,10,41.2
,Logan Acheson,Alaska-Anchorage,D,Gr,29,1,8,9,0.31,4,42,0,1,0,-8,44,1,1,50
,Judah Makway,Alaska-Anchorage,F,Fr,29,3,6,9,0.31,37,55,2,0,0,-18,15,110,115,48.9
,Alfred Lindberg,RPI,F,Jr,29,2,7,9,0.31,2,39,0,0,0,-11,11,191,169,53.1
,Mark Hillier,Merrimack,F,Gr,29,6,3,9,0.31,8,31,1,0,0,4,25,51,45,53.1
,Shane Vansaghi,Michigan State,F,So,28,3,6,9,0.32,28,53,0,0,0,5,17,1,1,50
,Nate Benoit,Long Island,D,Jr,28,4,5,9,0.32,25,50,1,4,0,-1,30,0,0,
,Will Richter,Yale,F,Jr,28,6,3,9,0.32,2,53,0,0,0,-12,22,39,53,42.4
,Anthony Cipollone,Quinnipiac,F,Sr,28,3,6,9,0.32,0,14,0,0,0,8,7,0,0,
,Alex Pineau,Brown,D,Jr,28,1,8,9,0.32,19,54,0,0,0,-9,55,0,0,
,Garrett Brown,Denver,D,Jr,28,2,7,9,0.32,10,45,1,0,0,3,18,0,0,
,Lucas St. Louis,Harvard,D,So,27,0,9,9,0.33,14,29,0,0,0,-2,34,0,0,
,Reegan Hiscock,Cornell,F,Fr,27,5,4,9,0.33,18,28,1,0,0,0,7,0,1,0
,Dylan Cook,Bentley,F,So,27,4,5,9,0.33,10,40,0,1,0,3,6,1,2,33.3
,James Shannon,Yale,F,Fr,27,5,4,9,0.33,4,31,1,0,1,-3,11,73,94,43.7
,Quinton Pepper,St. Thomas,F,Sr,27,3,6,9,0.33,14,36,1,0,0,1,10,6,10,37.5
,Frank Ireland,Stonehill,F,Gr,26,2,7,9,0.35,6,35,1,1,1,-1,14,0,3,0
,Mason Langenbrunner,Harvard,D,Sr,26,1,8,9,0.35,12,36,1,0,0,-6,27,0,0,
,Jeremy Langlois,Maine,D,Fr,26,2,7,9,0.35,22,36,0,0,0,12,24,0,0,
,Joe Schiller,Northern Michigan,D,So,26,3,6,9,0.35,4,30,0,2,0,-23,48,0,0,
,Vincent Labelle,Bemidji State,F,Jr,26,3,6,9,0.35,22,38,1,0,0,2,19,104,117,47.1
,Ryan Schelling,Dartmouth,F,Fr,26,5,4,9,0.35,4,40,0,1,0,5,7,2,2,50
,Brayden Boehm,Michigan Tech,F,Fr,26,6,3,9,0.35,22,48,2,0,0,1,8,0,1,0
,Julian Facchinelli,Princeton,F,So,26,6,3,9,0.35,18,49,1,0,0,-2,9,3,4,42.9
,Ethan Zielke,Lindenwood,F,Jr,25,1,8,9,0.36,16,30,0,0,0,0,18,191,179,51.6
,Tanner Hartman,Brown,F,Sr,25,3,6,9,0.36,12,27,0,0,0,1,8,0,0,
,Adam Pietila,Wisconsin,F,So,24,6,3,9,0.38,28,36,0,0,0,2,5,2,1,66.7
,Massimo Lombardi,Vermont,F,Sr,24,5,4,9,0.38,8,41,1,1,0,-6,13,45,43,51.1
,Tyler Young,North Dakota,F,Sr,24,4,5,9,0.38,2,33,2,0,0,2,10,3,5,37.5
,Tyler Mahan,RIT,F,Sr,24,7,2,9,0.38,0,37,0,0,0,-2,18,6,4,60
,Misha Danylov,Alaska,F,Fr,24,3,6,9,0.38,6,33,0,1,0,-6,12,30,49,38
,Anselmo Rego,Lindenwood,F,Fr,23,6,3,9,0.39,2,41,0,0,0,1,11,4,4,50
,Hughie Hooker,Yale,D,So,23,1,8,9,0.39,4,26,0,1,0,-22,11,0,0,
,Justin Solovey,Harvard,F,So,23,2,7,9,0.39,4,42,1,0,0,4,7,0,1,0
,Michael Salandra,Brown,F,So,22,3,6,9,0.41,10,21,0,1,0,-9,12,0,1,0
,John Lundy,Ferris State,F,Sr,22,3,6,9,0.41,21,33,0,1,0,-5,6,7,12,36.8
,Michael Craig,Robert Morris,D,Jr,18,3,6,9,0.5,4,30,0,1,0,-10,18,0,0,
,Peter Cisar,Northern Michigan,F,Fr,18,4,5,9,0.5,25,38,0,1,0,-12,8,2,5,28.6
,Devin Phillips,Holy Cross,F,Sr,17,3,6,9,0.53,0,30,1,1,0,-5,11,5,4,55.6
,Mats Lindgren,Colorado College,D,Fr,14,5,4,9,0.64,8,33,0,1,0,2,14,0,0,
,Henry Mews,Michigan,D,Fr,10,0,9,9,0.9,6,20,0,0,0,5,6,0,0,
752,Mason Reiners,St. Cloud State,D,Sr,34,2,6,8,0.24,17,34,0,0,1,9,43,0,0,
,Will Howard,Augustana,F,Jr,34,4,4,8,0.24,12,46,2,0,0,11,9,35,51,40.7
,Reid Varkonyi,Denver,F,Fr,33,2,6,8,0.24,4,32,0,0,0,4,21,7,12,36.8
,Jack Reimann,St. Cloud State,F,Jr,33,2,6,8,0.24,18,57,1,0,0,3,11,50,53,48.5
,Garrett Szydlowski,Western Michigan,F,Jr,32,3,5,8,0.25,6,43,0,0,0,2,8,2,3,40
,Carter Patterson,Canisius,D,So,32,2,6,8,0.25,28,33,0,0,0,7,53,0,0,
,Mitchell Becker,Niagara,D,Sr,32,0,8,8,0.25,28,35,0,0,0,-3,39,0,0,
