Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
,Will Zmolek,Bemidji State,D,Sr,36,4,17,21,0.5833,24,56,1,2,1,2,64,0,0,
,Jason Brancheau,Ferris State,F,Sr,35,13,8,21,0.6,14,54,1,3,0,-4,17,0,3,0
,Nate Hanley,Union,F,Fr,35,5,16,21,0.6,2,83,1,0,0,-5,22,206,216,48.8
,Travis Treloar,Ohio State,F,Jr,35,8,13,21,0.6,14,80,2,7,0,-12,7,133,168,44.2
,Alexander Malinowski,American Int'l,F,Fr,34,7,14,21,0.6176,8,52,2,3,0,4,18,0,0,
,Lukas Sillinger,Arizona State,F,Sr,33,9,12,21,0.6364,20,63,1,4,0,-9,6,1,3,25
,Dalton Bancroft,Cornell,F,Fr,33,9,12,21,0.6364,19,66,2,5,0,9,15,1,3,25
,Pito Walton,Princeton,D,Sr,32,7,14,21,0.6563,12,89,1,2,0,-9,34,1,0,100
,Cal Kiefiuk,Massachusetts,F,Sr,31,7,14,21,0.6774,29,58,1,0,0,-8,12,3,3,50
,Sean Behrens,Denver,D,So,31,3,18,21,0.6774,29,61,0,0,0,11,55,0,0,
,Ryan Bottrill,Brown,F,Fr,30,6,15,21,0.7,12,50,1,2,0,-5,8,20,17,54.1
,Lucas Wahlin,St. Thomas,F,Fr,26,6,15,21,0.8077,20,70,0,1,0,-7,31,93,122,43.3
263,Jackson Decker,Canisius,D,Jr,41,3,17,20,0.4878,14,44,1,0,0,-2,25,0,0,
,Jayden Lee,Quinnipiac,D,Sr,41,4,16,20,0.4878,6,87,0,1,0,29,54,0,0,
,Christophe Fillion,Quinnipiac,F,So,41,7,13,20,0.4878,16,43,1,0,0,21,7,5,3,62.5
,Cam Thiesing,Ohio State,F,So,40,15,5,20,0.5,58,137,2,3,1,-1,17,36,28,56.3
,Luke Tuch,Boston University,F,Jr,40,9,11,20,0.5,21,94,0,3,0,5,29,18,28,39.1
,Cade Borchardt,Minnesota State,F,Sr,39,5,15,20,0.5128,12,93,2,3,0,-3,9,0,0,
,Tyler Mahan,RIT,F,Fr,39,11,9,20,0.5128,16,66,2,0,3,14,23,2,4,33.3
,Christian Berger,Penn State,D,Jr,39,5,15,20,0.5128,16,68,0,1,0,8,70,0,0,
,Parker Saretsky,Michigan Tech,F,Sr,39,7,13,20,0.5128,8,64,1,1,0,11,16,93,176,34.6
,Will Calverley,Merrimack,F,Gr,38,5,15,20,0.5263,27,62,0,1,0,4,25,279,330,45.8
,Stanley Cooley,Colorado College,F,So,38,6,14,20,0.5263,18,85,1,2,0,-8,21,219,245,47.2
,Bennett Schimek,Providence,F,Fr,37,11,9,20,0.5405,12,90,1,2,0,7,11,10,2,83.3
,Braeden Tuck,Sacred Heart,F,Sr,37,5,15,20,0.5405,4,45,2,0,0,-3,11,10,17,37
,Nick Poisson,Providence,F,Jr,37,10,10,20,0.5405,17,112,1,2,1,10,18,45,60,42.9
,Thomas Farrell,Army,D,Sr,37,6,14,20,0.5405,18,99,0,4,0,-18,43,0,0,
,Nolan Renwick,Maine,F,So,36,9,11,20,0.5556,16,71,0,5,0,2,17,370,279,57
,Zach Vinnell,Bowling Green,D,Sr,36,1,19,20,0.5556,10,76,0,0,0,-5,46,0,0,
,Ryan O'Neill,St. Thomas,F,Fr,36,3,17,20,0.5556,8,59,1,1,0,-4,3,0,0,
,Cy LeClerc,New Hampshire,F,Fr,35,13,7,20,0.5714,6,90,2,5,1,-13,13,363,291,55.5
,Riley Wallack,Long Island,F,Fr,35,11,9,20,0.5714,20,70,2,5,0,4,14,352,239,59.6
,Chase Bradley,Connecticut,F,So,35,10,10,20,0.5714,61,92,3,1,0,6,17,3,3,50
,Nick Bowman,Canisius,F,Gr,35,11,9,20,0.5714,27,67,3,3,0,1,9,97,113,46.2
,Chase Stevenson,New Hampshire,F,Sr,35,12,8,20,0.5714,28,83,4,1,0,-3,24,131,151,46.5
,Jon McDonald,Mass.-Lowell,D,Gr,35,3,17,20,0.5714,14,49,1,1,0,4,48,1,0,100
,Austin Heidemann,RPI,F,Jr,34,10,10,20,0.5882,6,85,2,4,0,-12,9,0,2,0
,Conner Hutchison,Sacred Heart,D,So,34,3,17,20,0.5882,6,57,0,2,0,-18,21,0,1,0
,Nick Bochen,Bentley,D,Jr,34,5,15,20,0.5882,14,73,0,1,0,-13,28,0,0,
,Lucas Vanroboys,Bentley,F,Sr,32,4,16,20,0.625,65,51,0,1,1,-9,17,329,258,56
,Nick DeSantis,Cornell,F,Fr,30,9,11,20,0.6667,12,40,1,3,0,9,4,0,0,
,Nick Leivermann,Notre Dame,D,Gr,29,6,14,20,0.6897,18,85,1,2,0,5,43,0,0,
,Ryan Finnegan,Lindenwood,F,Gr,29,6,14,20,0.6897,6,32,2,4,1,-8,8,4,6,40
,Riley Duran,Providence,F,So,29,8,12,20,0.6897,33,68,1,3,0,3,20,109,169,39.2
,Ben Almquist,Alaska-Anchorage,F,Jr,28,6,14,20,0.7143,8,64,0,2,0,-10,15,240,292,45.1
,Kyle Jeffers,Lindenwood,F,So,28,7,13,20,0.7143,26,49,1,2,0,-8,6,4,3,57.1
,Ryder Rolston,Notre Dame,F,Jr,27,7,13,20,0.7407,4,92,1,3,0,-4,12,0,1,0
,John Farinacci,Harvard,F,Sr,19,5,15,20,1.0526,2,42,0,3,0,7,11,206,170,54.8
299,Judd Caulfield,North Dakota,F,Sr,39,10,9,19,0.4872,12,57,1,3,1,8,17,7,14,33.3
,Jack Perbix,Western Michigan,F,Sr,39,6,13,19,0.4872,18,38,2,1,0,6,21,207,226,47.8
,"Jimmy Dowd, Jr.",Penn State,D,Jr,38,4,15,19,0.5,36,65,2,0,0,10,23,0,0,
,Alex Peterson,Holy Cross,F,Sr,38,5,14,19,0.5,37,85,1,1,1,-1,29,345,349,49.7
,Drew Bavaro,Notre Dame,D,So,37,6,13,19,0.5135,31,87,2,2,0,-9,41,0,0,
,Xander Lamppa,Penn State,F,Jr,37,6,13,19,0.5135,20,82,0,1,0,5,9,286,243,54.1
,Donavan Villeneuve-Houle,Maine,F,Jr,36,9,10,19,0.5278,16,84,2,2,1,1,23,1,2,33.3
,Isak Walther,Vermont,F,So,36,9,10,19,0.5278,24,86,3,4,0,-2,4,5,4,55.6
,Luke Loheit,Minnesota-Duluth,F,Sr,35,8,11,19,0.5429,53,64,1,3,0,-5,22,69,90,43.4
,Lukas Gustafsson,Boston College,D,Fr,35,3,16,19,0.5429,19,81,1,2,0,4,32,0,0,
,Anthony Callin,Clarkson,F,Gr,35,11,8,19,0.5429,8,70,1,5,0,-2,10,207,174,54.3
,Tyler Watkins,Union,F,Jr,35,9,10,19,0.5429,10,58,2,4,1,-10,13,2,8,20
,Matt Choupani,Northeastern,F,So,35,10,9,19,0.5429,25,54,1,1,0,17,23,3,2,60
,Colton Huard,New Hampshire,D,So,35,3,16,19,0.5429,6,64,0,3,0,-17,32,1,0,100
,Travis Mitchell,Cornell,D,Sr,34,6,13,19,0.5588,20,65,1,0,0,17,59,0,0,
,Ian Moore,Harvard,D,So,34,1,18,19,0.5588,12,52,1,0,0,20,36,0,0,
,Garrett Pyke,Alaska,D,Jr,34,4,15,19,0.5588,40,72,0,1,0,14,38,0,0,
,Brett Rylance,American Int'l,F,Fr,33,8,11,19,0.5758,8,35,2,0,0,12,16,146,171,46.1
,Ryan Taylor,Clarkson,F,Fr,33,8,11,19,0.5758,0,43,2,1,0,-5,9,4,2,66.7
,Nash Nienhuis,Michigan State,D,Jr,32,4,15,19,0.5938,31,54,2,2,0,1,21,0,0,
,Caleb Moretz,RIT,F,Sr,31,5,14,19,0.6129,14,65,0,2,0,4,17,246,216,53.2
,Brendan Gorman,Princeton,F,Fr,31,5,14,19,0.6129,6,54,1,1,0,-8,6,137,187,42.3
,Brian Chambers,Mass.-Lowell,F,Sr,28,8,11,19,0.6786,12,62,1,1,0,3,19,202,161,55.6
,Ryan Steele,Sacred Heart,F,Gr,26,10,9,19,0.7308,10,49,2,3,0,0,7,102,151,40.3
,Steven Agriogianis,Mercyhurst,F,Jr,23,4,15,19,0.8261,2,41,0,1,0,3,13,206,185,52.7
324,Max Kouznetsov,Canisius,F,Jr,42,6,12,18,0.4286,25,66,1,4,0,-11,14,104,110,48.6
,Alec Cicero,Holy Cross,F,Jr,40,4,14,18,0.45,30,74,0,1,0,-3,32,1,4,20
,Sam Stevens,Boston University,F,Sr,40,8,10,18,0.45,26,56,0,0,1,18,34,313,308,50.4
,Ryan Johnson,Minnesota,D,Sr,40,4,14,18,0.45,8,51,1,0,0,22,64,1,0,100
,Dylan Peterson,Boston University,F,Jr,39,5,13,18,0.4615,26,54,0,0,0,8,14,3,1,75
,Elijah Gonsalves,RIT,F,Sr,39,7,11,18,0.4615,55,97,2,0,0,6,12,0,0,
,Tim Washe,Western Michigan,F,Jr,39,7,11,18,0.4615,54,73,2,1,0,7,20,325,204,61.4
,Tanner Andrew,RIT,F,So,38,10,8,18,0.4737,39,90,4,1,0,4,19,9,11,45
,Devin Phillips,Holy Cross,F,Fr,38,7,11,18,0.4737,22,49,0,4,0,0,21,4,8,33.3
,Tanner Kelly,Michigan State,F,So,38,4,14,18,0.4737,25,64,1,0,0,3,13,33,24,57.9
,Alex Frye,Northern Michigan,F,Jr,38,6,12,18,0.4737,16,59,1,1,1,1,27,205,159,56.3
,Bradley Marek,Ferris State,F,So,37,8,10,18,0.4865,12,67,1,3,0,-13,28,352,233,60.2
,Michael Colella,Northern Michigan,F,So,37,7,11,18,0.4865,25,42,0,2,0,7,32,3,5,37.5
,Demetrios Koumontzis,Arizona State,F,Gr,37,7,11,18,0.4865,29,67,0,2,1,-8,47,96,99,49.2
,Hunter Sansbury,Sacred Heart,D,So,37,7,11,18,0.4865,23,57,1,0,0,3,58,0,0,
,Jake Pivonka,Omaha,F,Gr,37,10,8,18,0.4865,16,63,2,2,1,4,21,330,272,54.8
,Gavin Hain,North Dakota,F,Sr,36,11,7,18,0.5,45,71,0,2,0,-10,23,5,2,71.4
,Mickey Burns,Mercyhurst,F,Jr,36,11,7,18,0.5,22,79,2,1,0,0,8,20,26,43.5
,Ethan Frisch,North Dakota,D,Sr,36,7,11,18,0.5,14,68,2,5,0,-4,71,0,0,
,Jacob Guevin,Omaha,F,Fr,36,4,14,18,0.5,6,58,1,2,0,1,27,0,0,
,Tyler Kleven,North Dakota,D,Jr,35,8,10,18,0.5143,84,82,3,5,0,2,37,0,0,
,Nick Capone,Connecticut,F,Jr,35,9,9,18,0.5143,34,65,1,3,0,2,15,40,55,42.1
,Cameron Buhl,St. Lawrence,F,Sr,35,9,9,18,0.5143,18,101,0,6,0,-9,8,214,220,49.3
,Brett Callahan,American Int'l,D,Sr,35,2,16,18,0.5143,10,51,0,1,0,17,47,0,0,
,Glebs Prohorenkovs,Niagara,F,Fr,35,12,6,18,0.5143,28,55,3,1,1,10,29,290,234,55.3
,Andrei Buyalsky,Vermont,F,So,34,5,13,18,0.5294,6,79,1,1,0,-2,12,153,135,53.1
,Brett Thorne,Michigan Tech,D,Jr,34,3,15,18,0.5294,34,83,1,1,0,13,49,0,1,0
,Mitchell Martan,Bemidji State,F,Gr,33,8,10,18,0.5455,8,94,2,3,0,2,16,0,2,0
,Kyle Penney,Cornell,F,Jr,33,7,11,18,0.5455,4,45,1,1,0,9,14,45,60,42.9
,Jack Cronin,Princeton,F,So,32,12,6,18,0.5625,24,81,3,5,0,-2,12,5,5,50
,Tim Lovell,Arizona State,D,Jr,31,3,15,18,0.5806,41,34,0,1,0,-3,33,0,0,
355,Micah Miller,St. Cloud State,F,Gr,41,5,12,17,0.4146,18,83,1,0,1,4,24,7,11,38.9
,Patrick Guzzo,Ohio State,F,Jr,40,9,8,17,0.425,6,79,3,0,2,3,25,278,330,45.7
,Olivier Gauthier,Niagara,F,Jr,40,11,6,17,0.425,10,59,2,0,1,1,23,14,8,63.6
,Mark Senden,North Dakota,F,Gr,39,7,10,17,0.4359,22,67,1,0,1,0,15,115,110,51.1
,Jackson Hallum,Michigan,F,Fr,39,6,11,17,0.4359,45,53,0,1,0,11,23,0,2,0
,Josef Mysak,Niagara,D,Jr,39,3,14,17,0.4359,45,64,0,0,0,-2,37,0,0,
,Jack Works,Michigan Tech,F,So,39,8,9,17,0.4359,12,68,2,0,0,5,12,18,21,46.2
,Miroslav Mucha,Michigan State,F,Gr,38,7,10,17,0.4474,6,63,1,2,0,-3,12,2,6,25
,Christian Sarlo,Penn State,F,Jr,38,7,10,17,0.4474,29,72,2,1,1,9,8,1,1,50
,Matt Basgall,Michigan State,D,Fr,38,4,13,17,0.4474,14,70,0,2,0,-2,54,0,1,0
,Ashton Calder,Penn State,F,Gr,38,10,7,17,0.4474,27,102,0,3,0,-1,11,21,24,46.7
,Aaron Huglen,Minnesota,F,So,38,7,10,17,0.4474,18,86,0,1,0,7,18,272,290,48.4
,Owen Gallatin,Minnesota-Duluth,D,So,37,6,11,17,0.4595,27,62,3,1,0,-15,37,0,0,
,Taige Harding,Providence,D,So,37,4,13,17,0.4595,19,64,0,2,0,15,35,1,1,50
,Tristan Ashbrook,Michigan Tech,F,Sr,37,10,7,17,0.4595,14,84,2,0,0,3,9,99,103,49
,Jere Vaisanen,Bemidji State,F,So,36,7,10,17,0.4722,13,59,1,1,0,5,6,218,247,46.9
,Nick Hale,Holy Cross,D,Sr,35,7,10,17,0.4857,28,70,3,0,0,0,32,0,0,
,Isaac Howard,Minnesota-Duluth,F,Fr,35,6,11,17,0.4857,25,70,0,1,0,-13,4,0,0,
,Dawson Tritt,Lake Superior,F,So,35,9,8,17,0.4857,4,58,2,1,2,-4,23,29,33,46.8
,Jack Williams,Northeastern,F,Fr,35,6,11,17,0.4857,4,54,1,0,1,5,16,68,83,45
,Ryan Alexander,Arizona State,F,Fr,35,11,6,17,0.4857,20,43,2,1,0,1,14,222,213,51
,TJ Walsh,RPI,F,Jr,35,7,10,17,0.4857,4,57,1,4,0,-8,20,37,40,48.1
,Noah Kane,Long Island,F,Jr,34,8,9,17,0.5,14,71,1,3,2,1,11,33,48,40.7
,Isac Jonsson,Mass.-Lowell,D,So,34,5,12,17,0.5,6,61,2,1,0,9,31,0,0,
,Ryan Siedem,Harvard,D,Sr,34,1,16,17,0.5,21,39,0,0,0,12,39,0,1,0
,Jordan Di Cicco,Long Island,D,Jr,34,6,11,17,0.5,10,46,2,2,0,4,20,0,0,
,Ben Meehan,Mass.-Lowell,D,Jr,34,4,13,17,0.5,43,68,0,2,0,-1,39,0,0,
,Oskar Jellvik,Boston College,F,Fr,34,4,13,17,0.5,6,65,2,1,0,-6,5,0,0,
,Jack Malone,Cornell,F,Sr,34,8,9,17,0.5,6,66,1,2,0,4,16,106,125,45.9
,Nate Horn,Air Force,F,Jr,33,8,9,17,0.5152,8,59,1,3,0,-4,10,1,2,33.3
,Anton Rubtsov,Alaska,F,So,33,5,12,17,0.5152,22,83,0,2,0,5,3,0,0,
,Brandon Puricelli,Lake Superior,F,Sr,32,6,11,17,0.5313,14,57,1,3,0,-10,9,0,2,0
,Matt Rickard,American Int'l,D,Jr,32,2,15,17,0.5313,10,31,0,0,0,0,30,0,0,
,Jake Braccini,St. Thomas,F,Fr,32,6,11,17,0.5313,9,78,0,3,0,-15,10,0,1,0
,Austin Brimmer,Long Island,F,Fr,32,6,11,17,0.5313,27,35,0,3,0,-3,18,2,0,100
,Cole O'Hara,Massachusetts,F,Fr,32,4,13,17,0.5313,14,61,0,1,0,0,10,0,2,0
,Nolan Welsh,Long Island,F,Jr,32,5,12,17,0.5313,12,60,0,0,0,3,9,148,148,50
,Ian Carpentier,Yale,F,Jr,31,9,8,17,0.5484,20,63,1,4,0,-5,14,1,2,33.3
,Noah de la Durantaye,Princeton,D,So,31,4,13,17,0.5484,22,46,0,2,0,-8,40,0,2,0
,Braiden Dorfman,Dartmouth,F,So,30,7,10,17,0.5667,25,53,0,3,0,-15,13,0,0,
,Jack O'Leary,Cornell,F,Jr,29,6,11,17,0.5862,8,30,2,0,0,19,19,0,1,0
,Ryan Kirwan,Penn State,F,So,28,8,9,17,0.6071,4,110,0,2,0,21,5,1,1,50
,Josh Zary,Long Island,F,Fr,28,12,5,17,0.6071,0,39,2,5,0,-2,10,96,62,60.8
,Samu Salminen,Connecticut,F,Fr,27,9,8,17,0.6296,14,49,0,6,0,4,6,185,171,52
,Jordan Tonelli,Brown,F,Jr,23,7,10,17,0.7391,26,40,1,2,0,-3,17,160,204,44
400,Evan Stella,American Int'l,D,So,39,2,14,16,0.4103,35,29,1,0,0,20,38,0,0,
,Josh Zinger,Northern Michigan,D,Fr,38,3,13,16,0.4211,12,45,0,1,0,1,23,0,0,
,Cole Krygier,Michigan State,D,Gr,38,10,6,16,0.4211,60,70,1,0,2,2,39,0,0,
,Derek Daschke,Minnesota-Duluth,D,Sr,37,2,14,16,0.4324,6,78,2,0,0,-5,47,0,0,
,Jack Judson,Arizona State,D,Sr,37,5,11,16,0.4324,18,54,1,0,1,9,30,0,0,
,Erik Middendorf,Michigan State,F,Sr,37,7,9,16,0.4324,12,57,1,1,0,-10,20,3,3,50
,Tyler Ghirardosi,Holy Cross,F,Jr,37,8,8,16,0.4324,31,68,1,2,0,0,17,14,16,46.7
,Slava Demin,Merrimack,D,Gr,37,3,13,16,0.4324,18,68,0,0,0,12,37,0,0,
,Filip Forsmark,Merrimack,F,Sr,37,6,10,16,0.4324,18,44,1,2,0,4,14,0,0,
,Zach Bookman,Merrimack,D,Fr,36,4,12,16,0.4444,16,52,1,1,0,1,46,0,1,0
,Brenden MacLaren,Ferris State,F,Sr,36,4,12,16,0.4444,18,55,1,2,0,3,33,0,0,
,Ryan O'Reilly,Arizona State,F,Jr,36,8,8,16,0.4444,16,69,2,0,0,-1,11,21,29,42
,Will Zapernick,Vermont,F,Jr,36,6,10,16,0.4444,31,73,2,3,1,-18,28,54,85,38.8
,Jakub Sirota,Maine,D,Gr,36,6,10,16,0.4444,39,71,2,2,0,2,36,0,0,
,Dylan James,North Dakota,F,Fr,36,8,8,16,0.4444,6,54,0,0,1,4,9,1,1,50
,Davis Pennington,Omaha,D,So,36,1,15,16,0.4444,10,40,1,0,0,5,20,0,0,
,Damien Carfagna,New Hampshire,D,Fr,35,6,10,16,0.4571,2,84,2,1,0,-15,33,0,1,0
,Oscar Geschwind,American Int'l,F,So,35,8,8,16,0.4571,6,56,2,3,0,0,13,137,169,44.8
,Carson Bantle,Wisconsin,F,Jr,35,9,7,16,0.4571,14,106,1,6,0,-13,10,1,4,20
,Jed Pietila,Michigan Tech,D,Jr,35,1,15,16,0.4571,26,46,0,0,0,11,35,0,0,
,Mason Waite,St. Lawrence,D,So,35,3,13,16,0.4571,14,67,1,0,0,-5,39,0,0,
,T.J. Lloyd,Alaska,D,Sr,34,3,13,16,0.4706,10,63,0,1,0,14,21,0,0,
,Josh Nixon,Union,F,So,34,11,5,16,0.4706,45,61,1,3,0,-7,2,0,0,
,Cole Kodsi,Bentley,F,Jr,34,7,9,16,0.4706,12,101,0,2,0,2,27,5,13,27.8
,Ethan Manderville,Colgate,F,Sr,34,8,8,16,0.4706,22,52,1,7,0,-9,7,5,0,100
,Michael Sacco,Army,F,So,34,8,8,16,0.4706,30,78,0,1,2,-5,37,231,266,46.5
,Alex Gaffney,Harvard,F,So,33,7,9,16,0.4848,4,48,2,0,0,4,13,16,15,51.6
,Matt Gosiewski,Bentley,F,Sr,33,2,14,16,0.4848,10,52,0,1,0,-20,8,40,26,60.6
,Chad Hillebrand,Western Michigan,F,Jr,32,7,9,16,0.5,37,46,0,0,0,11,7,0,0,
,Jack Hughes,Northeastern,F,So,32,5,11,16,0.5,16,58,1,1,0,-14,22,154,178,46.4
,Ethan Scardina,Bowling Green,F,Jr,31,11,5,16,0.5161,14,63,1,6,1,-8,7,215,237,47.6
,Harrison Roy,Lake Superior,F,Jr,31,12,4,16,0.5161,10,57,2,7,0,-20,14,99,122,44.8
,Ty Naaykens,St. Lawrence,F,So,31,3,13,16,0.5161,6,43,0,2,0,3,6,14,15,48.3
,Jake Gagnon,RPI,F,Jr,31,6,10,16,0.5161,4,54,0,3,0,-8,10,0,5,0
,Matt Hubbarde,Dartmouth,F,So,30,5,11,16,0.5333,12,35,0,3,0,-13,17,150,203,42.5
,Zach Kaiser,Mass.-Lowell,F,Sr,30,8,8,16,0.5333,10,60,2,1,0,7,16,165,167,49.7
,Luke Krys,Brown,D,Sr,30,2,14,16,0.5333,49,73,0,1,0,-8,73,0,0,
,Jamie Rome,Western Michigan,F,Gr,30,9,7,16,0.5333,8,63,1,6,0,6,9,0,0,
,Luke Haymes,Dartmouth,F,Fr,30,11,5,16,0.5333,34,60,2,5,0,-18,19,86,98,46.7
,Jacques Bouquot,Vermont,F,Sr,29,6,10,16,0.5517,4,59,1,5,0,-4,18,6,11,35.3
,Connor Marritt,Alaska-Anchorage,F,Fr,28,7,9,16,0.5714,10,57,1,2,0,-7,25,14,12,53.8
,Daniel DiGrande,Canisius,F,Sr,27,12,4,16,0.5926,27,56,1,3,0,2,3,0,0,
,Jacob Truscott,Michigan,D,Jr,23,4,12,16,0.6957,12,33,2,0,0,8,28,1,0,100
,Jay Ahearn,Niagara,F,So,17,7,9,16,0.9412,16,41,0,3,0,-1,6,1,0,100
444,Iivari Rasanen,Quinnipiac,D,Jr,41,2,13,15,0.3659,12,27,0,0,0,25,40,0,0,
,Simon Labelle,Colgate,F,Fr,40,4,11,15,0.375,6,60,0,1,0,1,1,0,0,
,Michael Gildon,Ohio State,F,Jr,40,3,12,15,0.375,40,81,1,2,0,0,9,0,0,
,Jake Johnson,Quinnipiac,D,Gr,39,4,11,15,0.3846,32,44,1,1,0,31,37,0,0,
,Ondrej Pavel,Minnesota State,F,Jr,39,6,9,15,0.3846,34,94,1,0,0,5,30,387,244,61.3
,Bryan Yoon,Colorado College,D,Gr,38,1,14,15,0.3947,4,51,0,1,0,-19,43,0,0,
,Aidan Fulp,Western Michigan,D,Jr,38,2,13,15,0.3947,24,53,0,1,0,9,50,0,1,0
,Tyler Gratton,Penn State,F,Sr,38,7,8,15,0.3947,18,78,1,2,0,3,20,0,3,0
,Owen McLaughlin,North Dakota,F,Fr,37,2,13,15,0.4054,10,58,0,2,0,-9,5,197,195,50.3
,Chase Yoder,Providence,F,Jr,37,8,7,15,0.4054,14,70,1,0,2,3,22,307,256,54.5
,Hunter Strand,Notre Dame,F,So,37,5,10,15,0.4054,21,62,1,2,0,-11,15,255,227,52.9
,Danny Dzhaniyev,Penn State,F,So,37,7,8,15,0.4054,12,106,0,1,0,-2,8,46,38,54.8
,Blake Evennou,Ferris State,D,Sr,36,1,14,15,0.4167,18,59,0,0,0,-11,47,0,0,
,Parker Brown,Air Force,F,Jr,36,6,9,15,0.4167,21,65,1,1,1,-12,20,4,7,36.4
,Tyler Schleppe,Ferris State,F,Fr,36,9,6,15,0.4167,14,66,0,2,0,-10,17,3,4,42.9
,Jesse Lansdell,Notre Dame,F,Sr,36,6,9,15,0.4167,64,58,2,3,0,-6,33,1,1,50
,Eric Gotz,Vermont,D,Gr,36,2,13,15,0.4167,14,54,1,1,0,-9,33,0,0,
,PJ Fletcher,Miami,F,Jr,36,5,10,15,0.4167,22,72,0,0,1,-19,12,23,33,41.1
,Ben Wozney,Bowling Green,D,So,36,2,13,15,0.4167,14,44,0,0,0,-2,24,0,0,
,Tyler Paquette,Penn State,F,Jr,36,7,8,15,0.4167,8,82,3,1,0,-2,8,2,5,28.6
,Thomas Freel,Maine,F,Fr,36,2,13,15,0.4167,27,73,1,0,0,0,22,1,6,14.3
,Nolan Sullivan,Omaha,F,Sr,35,6,9,15,0.4286,31,66,1,0,0,0,19,322,235,57.8
,Lauri Sertti,RPI,D,Jr,35,4,11,15,0.4286,31,41,3,2,0,-6,30,0,0,
,Antonio Venuto,Ferris State,F,Jr,35,6,9,15,0.4286,14,63,1,1,1,-8,26,42,49,46.2
,Case McCarthy,Boston University,D,Sr,35,3,12,15,0.4286,14,51,1,0,0,16,71,0,2,0
,Joe Cassetti,Miami,F,Sr,34,10,5,15,0.4412,20,67,1,5,0,-10,25,285,325,46.7
,Jan Lasak,St. Lawrence,F,Fr,34,4,11,15,0.4412,2,49,3,2,0,-1,15,0,1,0
,Didrik Henbrant,Maine,F,Jr,34,7,8,15,0.4412,24,80,1,0,1,1,14,0,0,
,Cal Mell,Union,D,Fr,34,3,12,15,0.4412,8,30,0,2,0,-7,27,0,0,
,Erik Urbank,Canisius,F,Gr,34,6,9,15,0.4412,20,35,1,0,0,8,28,0,3,0
,Ondrej Psenicka,Cornell,F,So,34,8,7,15,0.4412,10,60,1,1,0,15,9,41,43,48.8
,Grady Hobbs,RIT,F,So,34,9,6,15,0.4412,30,79,1,2,0,-4,8,0,1,0
,Harrison Israels,Alaska,F,So,34,9,6,15,0.4412,12,69,1,3,1,8,22,379,338,52.9
,Stephen Castagna,Bentley,F,Fr,33,7,8,15,0.4545,20,68,1,2,0,-1,15,6,5,54.5
,Robbie Stucker,Vermont,D,Gr,33,3,12,15,0.4545,21,49,1,2,0,-9,25,0,0,
,Tyson Jugnauth,Wisconsin,D,Fr,32,5,10,15,0.4688,30,56,1,3,0,-20,20,0,0,
,David Chen,Yale,F,Fr,32,8,7,15,0.4688,10,53,1,1,0,-6,14,17,15,53.1
,David Jacobs,Princeton,F,Fr,32,5,10,15,0.4688,22,57,1,2,0,-11,9,0,2,0
,Harrison Scott,Bentley,F,So,32,8,7,15,0.4688,30,99,1,2,0,-10,37,260,215,54.7
,Max Dukovac,Miami,F,Fr,31,1,14,15,0.4839,27,39,0,1,0,-6,1,0,1,0
,Nick Seitz,Princeton,F,Jr,28,9,6,15,0.5357,17,76,2,1,1,-7,11,1,1,50
,Cooper Flinton,Dartmouth,F,Fr,27,6,9,15,0.5556,12,45,1,1,0,-5,25,0,2,0
,Cade DeStefani,Lindenwood,F,Fr,26,7,8,15,0.5769,42,54,1,1,0,-2,7,72,90,44.4
,Rylee St. Onge,Mercyhurst,F,Sr,24,8,7,15,0.625,8,62,0,1,0,1,17,2,4,33.3
,Ben Schoen,Penn State,F,So,24,3,12,15,0.625,16,32,1,1,0,5,7,65,74,46.8
,Anthony Romano,Clarkson,F,Sr,19,9,6,15,0.7895,8,44,2,1,0,6,7,79,99,44.4
490,Matt Shatsky,Holy Cross,D,So,41,1,13,14,0.3415,29,47,0,1,0,-7,35,0,1,0
,Nic Belpedio,Colgate,D,So,40,5,9,14,0.35,14,58,0,2,0,-6,38,0,1,0
,Scooter Brickey,Ohio State,D,Sr,40,3,11,14,0.35,30,96,1,1,0,10,57,2,1,66.7
,Reid Irwin,Colgate,D,So,39,1,13,14,0.359,45,67,0,0,0,1,43,0,0,
,Louis Jamernik V,North Dakota,F,Jr,39,3,11,14,0.359,22,57,2,0,0,-1,18,361,331,52.2
,Hugh Larkin,Western Michigan,F,Jr,38,6,8,14,0.3684,24,48,0,0,0,0,6,0,1,0
,Blake Humphrey,Sacred Heart,F,Fr,37,4,10,14,0.3784,10,64,1,1,0,1,9,54,52,50.9
,Ethan Edwards,Michigan,D,So,37,4,10,14,0.3784,69,58,0,1,0,3,54,0,0,
,Nicklas Andrews,Colorado College,D,Jr,37,2,12,14,0.3784,14,53,0,0,0,-16,45,0,0,
,Joel Maatta,Vermont,F,So,36,7,7,14,0.3889,18,64,0,1,0,-10,20,391,299,56.7
,Marshall Warren,Boston College,D,Sr,36,5,9,14,0.3889,12,80,2,1,0,0,35,0,0,
,Kaden Pickering,Bemidji State,F,Gr,36,5,9,14,0.3889,10,75,1,0,1,-6,24,0,0,
,Jack Quinn,Long Island,F,Jr,36,6,8,14,0.3889,6,56,1,0,0,5,13,1,3,25
