Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Bryan Huggins,Lake Superior,D,So,30,0,4,4,0.1333,6,20,0,0,0,-4,14,0,0,,,,,,,
,Joe Berg,Princeton,F,Sr,30,2,2,4,0.1333,6,18,0,0,0,-13,23,39,73,34.8,,,,,,
,Jacob Slipec,Omaha,F,So,30,2,2,4,0.1333,6,17,1,0,0,1,11,17,18,48.6,,,,,,
,Salvatore Guzzo,Harvard,F,Fr,29,0,4,4,0.1379,10,16,0,0,0,-10,10,1,1,50,,,,,,
,Logan Ritchie,St. Lawrence,F,Sr,28,1,3,4,0.1429,4,33,0,0,0,-13,11,96,114,45.7,,,,,,
,Logan Acheson,Bemidji State,D,So,28,2,2,4,0.1429,4,23,0,0,0,0,24,0,0,,,,,,,
,Pat Lawn,Bentley,D,So,28,0,4,4,0.1429,29,18,0,0,0,1,27,0,0,,,,,,,
,Liam Gorman,Massachusetts,F,Gr,28,1,3,4,0.1429,17,29,0,0,0,2,13,73,56,56.6,,,,,,
,Aron Jessli,Niagara,F,Fr,28,1,3,4,0.1429,0,28,1,0,0,-11,6,21,28,42.9,,,,,,
,Connor McGrath,Ferris State,F,So,28,1,3,4,0.1429,6,35,0,0,0,-11,12,125,171,42.2,,,,,,
,Colby Enns,Northern Michigan,D,Sr,28,1,3,4,0.1429,4,43,0,0,0,2,47,0,0,,,,,,,
,Connor Gregga,Minnesota State,F,Sr,28,2,2,4,0.1429,8,30,0,0,0,-4,13,25,22,53.2,,,,,,
,Joshua Karnish,Princeton,F,Fr,27,3,1,4,0.1481,28,30,0,0,0,-13,10,1,0,100,,,,,,
,Jakob Stender,Minnesota State,D,Fr,27,0,4,4,0.1481,4,14,0,0,0,1,21,1,4,20,,,,,,
,Jacob Bauer,Western Michigan,D,Sr,27,0,4,4,0.1481,8,20,0,0,0,0,18,0,0,,,,,,,
,Gunnar Thoreson,St. Lawrence,F,Fr,27,2,2,4,0.1481,2,22,1,0,0,5,16,2,0,100,,,,,,
,Kalen Szeto,Yale,F,So,27,2,2,4,0.1481,23,39,1,0,0,-9,6,3,3,50,,,,,,
,Xavier Jean-Louis,Alaska,D,So,26,2,2,4,0.1538,20,20,0,0,0,6,16,0,1,0,,,,,,
,Owen Mehlenbacher,Wisconsin,F,Fr,26,1,3,4,0.1538,8,41,0,0,0,4,5,122,102,54.5,,,,,,
,Nick Traggio,Brown,D,So,26,3,1,4,0.1538,12,21,0,0,0,2,28,0,0,,,,,,,
,Billy Norcross,Northeastern,F,Fr,26,0,4,4,0.1538,4,18,0,0,0,-1,0,0,0,,,,,,,
,Zane Demsey,Miami,D,So,26,1,3,4,0.1538,25,19,1,0,0,-2,23,0,0,,,,,,,
,Holden Doell,Ferris State,F,Fr,24,1,3,4,0.1667,12,27,0,0,0,-6,5,28,41,40.6,,,,,,
,Wyatt Schingoethe,Western Michigan,F,Jr,24,0,4,4,0.1667,2,27,0,0,0,4,4,1,0,100,,,,,,
,J.D. Metz,St. Thomas,F,Fr,24,2,2,4,0.1667,0,16,0,0,0,0,5,2,3,40,,,,,,
,Jake Black,Connecticut,F,So,24,2,2,4,0.1667,2,31,0,0,0,-2,3,0,0,,,,,,,
,Austin Fraser,Lindenwood,F,Fr,24,2,2,4,0.1667,30,18,1,0,0,-5,10,30,67,30.9,,,,,,
,Alex Gomez,Alaska-Anchorage,F,So,23,1,3,4,0.1739,6,18,1,0,0,-6,4,59,91,39.3,,,,,,
,Mark Cooper,Mass.-Lowell,D,So,23,1,3,4,0.1739,6,25,0,0,0,0,31,0,0,,,,,,,
,Brenden Olson,Minnesota State,F,Jr,23,3,1,4,0.1739,10,20,1,0,0,-4,1,0,0,,,,,,,
,Owen Desilets,Dartmouth,D,Fr,22,0,4,4,0.1818,4,15,0,0,0,1,7,0,0,,,,,,,
,Matt Allen,Stonehill,F,Gr,22,3,1,4,0.1818,25,19,0,0,0,-24,9,47,72,39.5,,,,,,
,Joe Messina,Union,D,Fr,22,1,3,4,0.1818,10,16,0,0,0,4,12,0,0,,,,,,,
,Adam Arvedson,Merrimack,D,Jr,21,1,3,4,0.1905,2,12,0,0,0,-1,12,0,0,,,,,,,
,Drew Vieten,Niagara,F,So,21,3,1,4,0.1905,21,21,0,0,1,7,26,119,96,55.3,,,,,,
,Tim Piechowski,St. Thomas,F,Jr,20,3,1,4,0.2,4,21,0,0,0,-7,5,96,102,48.5,,,,,,
,Anthony Calafiore,Maine,F,Fr,19,2,2,4,0.2105,0,17,1,0,0,-4,10,5,3,62.5,,,,,,
,Blake Dangos,Sacred Heart,D,So,19,1,3,4,0.2105,16,22,0,0,0,-4,15,0,0,,,,,,,
,Jeremie Payant,RPI,F,Fr,19,2,2,4,0.2105,10,22,0,0,0,-1,3,27,28,49.1,,,,,,
,Josh Niedermayer,Arizona State,D,Fr,19,0,4,4,0.2105,2,11,0,0,0,1,2,0,0,,,,,,,
,Luke van Why,Robert Morris,D,Fr,18,2,2,4,0.2222,8,31,0,1,0,4,26,0,0,,,,,,,
,Mateo Dixon,Vermont,F,Fr,18,2,2,4,0.2222,2,16,0,0,0,1,1,0,0,,,,,,,
,Michael Feenstra,Miami,D,So,18,0,4,4,0.2222,2,21,0,0,0,0,9,0,0,,,,,,,
,Kieran Ruscheinski,Lindenwood,D,So,17,1,3,4,0.2353,15,7,0,0,0,2,12,0,0,,,,,,,
,Nick Portz,St. Cloud State,F,Sr,17,2,2,4,0.2353,14,22,1,0,0,-2,4,0,2,0,,,,,,
,Brayden Nicholetts,Alaska,F,Jr,17,3,1,4,0.2353,10,20,0,0,0,2,6,0,0,,,,,,,
,Nicholas Niemo,Maine,F,Jr,17,2,2,4,0.2353,4,13,0,0,0,-1,2,0,4,0,,,,,,
,Michael Van Unen,Northern Michigan,D,Sr,17,1,3,4,0.2353,8,21,0,0,0,-3,48,0,0,,,,,,,
,Coltan Wilkie,Lindenwood,D,So,17,1,3,4,0.2353,24,18,0,0,0,-1,7,0,0,,,,,,,
,Reilly Funk,Northern Michigan,F,Jr,17,2,2,4,0.2353,10,25,0,0,0,-5,8,98,91,51.9,,,,,,
,Cole Craft,Lake Superior,F,Jr,17,2,2,4,0.2353,4,19,0,0,0,-1,2,0,0,,,,,,,
,Cole Kodsi,Union,F,Gr,16,3,1,4,0.25,8,25,0,0,1,-11,13,1,2,33.3,,,,,,
,Charles Banquier,Stonehill,D,Fr,16,2,2,4,0.25,28,14,0,1,1,-14,33,0,0,,,,,,,
,Jude Brower,Army,D,So,15,0,4,4,0.2667,7,19,0,0,0,-2,18,0,0,,,,,,,
,Luke Farthing,Canisius,D,Sr,15,0,4,4,0.2667,6,20,0,0,0,2,17,0,0,,,,,,,
,Chase Stevenson,Merrimack,F,Gr,15,4,0,4,0.2667,10,28,0,1,0,-8,8,124,115,51.9,,,,,,
,Jack Budd,Canisius,D,Fr,15,2,2,4,0.2667,6,16,0,0,0,-5,16,0,0,,,,,,,
,Theo Angesved,American Int'l,D,Fr,15,2,2,4,0.2667,2,34,0,1,0,-3,21,0,0,,,,,,,
,Hunter Jones,American Int'l,F,Fr,14,0,4,4,0.2857,4,14,0,0,0,1,4,0,0,,,,,,,
,Tony Malinowski,Minnesota State,D,Sr,13,0,4,4,0.3077,4,9,0,0,0,2,15,0,0,,,,,,,
,Aaron Grounds,Long Island,F,Gr,13,2,2,4,0.3077,18,21,0,0,0,-4,9,9,18,33.3,,,,,,
,Jack Blanchett,Lake Superior,D,Fr,12,2,2,4,0.3333,8,15,1,0,0,2,7,0,0,,,,,,,
,Matt Thomson,Bentley,F,Gr,12,2,2,4,0.3333,8,26,0,0,0,0,6,0,0,,,,,,,
,Casper Soderling,American Int'l,D,So,12,1,3,4,0.3333,2,12,0,0,0,-4,6,0,0,,,,,,,
,Cade DeStefani,Lindenwood,F,So,9,2,2,4,0.4444,6,15,1,1,0,1,2,0,1,0,,,,,,
,Garrett Brown,Denver,D,Fr,8,0,4,4,0.5,14,6,0,0,0,6,3,0,0,,,,,,,
,Altti Nykanen,RPI,F,Sr,7,1,3,4,0.5714,0,9,0,0,0,4,5,0,0,,,,,,,
,Brandon Lajoie,Alaska-Anchorage,F,So,7,0,4,4,0.5714,2,5,0,0,0,2,1,0,0,,,,,,,
1200,Brody Gagno,Holy Cross,D,Fr,38,0,3,3,0.0789,14,15,0,0,0,4,19,0,0,,,,,,,
,Carl Fish,Minnesota,D,Sr,38,0,3,3,0.0789,15,31,0,0,0,8,26,0,0,,,,,,,
,Tobias Abrahamsson,St. Thomas,D,Fr,37,0,3,3,0.0811,0,6,0,0,0,1,40,0,0,,,,,,,
,Carson Peters,St. Thomas,D,So,37,0,3,3,0.0811,22,32,0,0,0,0,44,0,1,0,,,,,,
,Blake Mesenburg,Miami,F,So,36,2,1,3,0.0833,16,41,1,0,0,-10,23,185,178,51,,,,,,
,Garrett Valk,Long Island,D,Fr,36,2,1,3,0.0833,14,32,0,0,0,1,27,0,0,,,,,,,
,Robby Newton,Colgate,F,So,36,2,1,3,0.0833,25,31,0,0,0,-7,18,116,163,41.6,,,,,,
,Garrett Pinoniemi,Minnesota,F,So,35,1,2,3,0.0857,2,15,0,0,0,-4,4,2,2,50,,,,,,
,Dustyn McFaul,Clarkson,D,Sr,35,3,0,3,0.0857,24,25,0,0,0,-8,55,0,0,,,,,,,
,Peter Muzyka,Long Island,D,So,35,0,3,3,0.0857,70,25,0,0,0,2,45,1,0,100,,,,,,
,Devon Carlstrom,Stonehill,D,Fr,35,0,3,3,0.0857,10,24,0,0,0,-30,47,0,0,,,,,,,
,Ludvig Persson,North Dakota,G,Sr,34,0,3,3,0.0882,0,0,0,0,0,0,0,0,0,,,,,,,
,Grant Anderson,Sacred Heart,D,Sr,34,0,3,3,0.0882,11,33,0,0,0,-5,30,0,0,,,,,,,
,Sasha Teleguine,Lake Superior,F,Fr,34,2,1,3,0.0882,29,40,0,0,0,-6,8,1,3,25,,,,,,
,Robby Drazner,Miami,D,Sr,33,2,1,3,0.0909,12,31,0,0,0,-12,28,0,1,0,,,,,,
,Viking Gustafsson Nyberg,Northern Michigan,D,Fr,33,2,1,3,0.0909,24,25,1,0,0,0,44,1,0,100,,,,,,
,Luca Münzenberger,Vermont,D,Jr,32,1,2,3,0.0938,51,29,0,0,0,2,22,0,0,,,,,,,
,Matthew Morden,Harvard,D,Fr,32,1,2,3,0.0938,12,33,0,0,0,-6,28,0,0,,,,,,,
,Warren Clark,St. Cloud State,D,Fr,31,0,3,3,0.0968,8,15,0,0,0,-6,13,0,0,,,,,,,
,Matt Davis,Denver,G,Jr,31,0,3,3,0.0968,0,0,0,0,0,0,0,0,0,,,,,,,
,Zackary Tonelli,Brown,F,So,30,1,2,3,0.1,6,19,0,0,0,-11,18,1,2,33.3,,,,,,
,Ryan Gordon,Ohio State,F,Fr,30,1,2,3,0.1,4,46,0,0,0,-3,15,86,105,45,,,,,,
,Will Arquiett,St. Lawrence,F,Jr,30,0,3,3,0.1,12,22,0,0,0,-5,16,0,0,,,,,,,
,Cole Gordon,Arizona State,F,Fr,30,3,0,3,0.1,23,31,0,0,1,4,7,128,112,53.3,,,,,,
,George Grannis,Clarkson,F,Jr,30,2,1,3,0.1,12,23,1,0,0,-4,8,0,1,0,,,,,,
,Charlie Strobel,Minnesota,F,So,29,2,1,3,0.1034,17,21,0,0,0,1,12,0,0,,,,,,,
,Kevin Scott,RIT,D,Fr,29,0,3,3,0.1034,19,23,0,0,0,3,8,0,0,,,,,,,
,Jarrett Fiske,Niagara,G,Gr,29,0,3,3,0.1034,0,0,0,0,0,0,0,0,0,,,,,,,
,Lachlan Getz,Michigan Tech,D,Fr,28,1,2,3,0.1071,8,30,0,0,0,-3,34,1,1,50,,,,,,
,Broten Sabo,Alaska,D,Fr,28,1,2,3,0.1071,10,27,0,0,0,7,12,0,0,,,,,,,
,Elan Bar-Lev-Wise,Yale,F,So,28,1,2,3,0.1071,30,21,0,0,1,0,11,114,147,43.7,,,,,,
,Sean Vlasich,Army,D,So,28,0,3,3,0.1071,6,23,0,0,0,-10,39,0,0,,,,,,,
,Lucas Kanta,Army,F,So,28,1,2,3,0.1071,8,42,0,0,0,-4,8,6,2,75,,,,,,
,Brenden Rons,Lindenwood,D,Gr,27,0,3,3,0.1111,18,21,0,0,0,-7,39,0,0,,,,,,,
,Mitchell Digby,Air Force,D,Jr,27,2,1,3,0.1111,11,23,0,1,0,-8,22,0,1,0,,,,,,
,Ryan Drkulec,Harvard,F,Sr,27,1,2,3,0.1111,6,14,0,0,0,-7,5,0,0,,,,,,,
,Mason Reiners,St. Cloud State,D,So,26,0,3,3,0.1154,4,17,0,0,0,6,23,0,0,,,,,,,
,Luke Johnson,Minnesota-Duluth,F,So,26,1,2,3,0.1154,12,13,0,0,0,-3,3,0,0,,,,,,,
,Carson Albrecht,North Dakota,F,Gr,26,2,1,3,0.1154,8,19,2,0,0,-1,9,1,0,100,,,,,,
,Mike Cataldo,Brown,F,Fr,26,2,1,3,0.1154,8,22,0,1,0,-11,12,92,87,51.4,,,,,,
,Jack Reimann,St. Cloud State,F,Fr,25,1,2,3,0.12,12,36,0,0,0,-5,6,29,59,33,,,,,,
,Mitch Deelstra,Northern Michigan,F,Gr,25,1,2,3,0.12,8,33,0,0,0,-2,8,25,20,55.6,,,,,,
,Kyler Kleven,Minnesota-Duluth,F,Jr,25,1,2,3,0.12,13,11,0,0,0,0,7,0,0,,,,,,,
,Max Wattvil,Merrimack,D,Fr,24,2,1,3,0.125,14,26,0,0,0,2,22,0,0,,,,,,,
,Ivan Zivlak,Merrimack,D,Jr,24,1,2,3,0.125,4,23,0,0,0,-13,34,0,0,,,,,,,
,Oliver Moberg,Clarkson,F,Fr,24,0,3,3,0.125,2,12,0,0,0,-5,17,97,116,45.5,,,,,,
,Clint Levens,Providence,F,Fr,24,0,3,3,0.125,31,28,0,0,0,-1,9,0,0,,,,,,,
,Davis Goukler,Alaska-Anchorage,D,So,24,1,2,3,0.125,6,30,0,0,0,13,41,0,0,,,,,,,
,Ryan Hopkins,Maine,D,Fr,24,1,2,3,0.125,8,20,0,0,0,0,15,0,0,,,,,,,
,Doug Grimes,Boston University,F,Fr,23,2,1,3,0.1304,2,20,0,0,0,3,7,0,0,,,,,,,
,Nolan Hayes,Northeastern,D,Fr,22,0,3,3,0.1364,0,13,0,0,0,-1,24,0,0,,,,,,,
,David Fessenden,Canisius,G,Gr,22,0,3,3,0.1364,8,0,0,0,0,0,0,0,0,,,,,,,
,Carson Buydens,Princeton,F,Fr,22,2,1,3,0.1364,12,27,0,0,0,-10,4,3,6,33.3,,,,,,
,Cole Crusberg-Roseen,Western Michigan,D,Fr,22,0,3,3,0.1364,10,37,0,0,0,6,6,0,0,,,,,,,
,Noah Ellis,Omaha,D,So,21,0,3,3,0.1429,6,11,0,0,0,-5,11,0,0,,,,,,,
,Joey Potter,Union,D,Fr,21,0,3,3,0.1429,4,28,0,0,0,-1,6,0,0,,,,,,,
,Owen Nolan,Army,D,So,21,0,3,3,0.1429,16,19,0,0,0,-2,12,0,0,,,,,,,
,Jayden Davis,Notre Dame,F,Fr,21,2,1,3,0.1429,19,12,1,0,0,-2,9,86,68,55.8,,,,,,
,Easton Zueger,Army,D,Fr,21,1,2,3,0.1429,4,14,0,0,0,-7,26,0,0,,,,,,,
,Tyler Williams,Lake Superior,F,Sr,21,3,0,3,0.1429,6,35,1,0,0,-9,1,0,1,0,,,,,,
,Conor Cole,Alaska-Anchorage,F,So,20,0,3,3,0.15,14,14,0,0,0,-7,5,44,44,50,,,,,,
,Conor Lovett,New Hampshire,F,Jr,20,1,2,3,0.15,0,9,1,0,0,0,5,34,18,65.4,,,,,,
,Riley Stuart,Colorado College,F,Fr,19,1,2,3,0.1579,11,13,0,0,0,-4,3,49,49,50,,,,,,
,Ryan Davies,Stonehill,D,So,19,1,2,3,0.1579,2,10,0,0,0,-18,30,0,0,,,,,,,
,Chase Cheslock,St. Thomas,D,Fr,19,1,2,3,0.1579,6,27,0,1,0,-3,17,0,0,,,,,,,
,Grayson Dietrich,American Int'l,F,So,19,2,1,3,0.1579,18,19,0,0,0,-1,4,0,1,0,,,,,,
,Nicolas Ardanaz,RPI,D,So,18,1,2,3,0.1667,6,11,0,0,0,-9,15,0,0,,,,,,,
,Robert Kincaid,Canisius,D,So,18,2,1,3,0.1667,4,20,0,0,0,-3,11,0,0,,,,,,,
,Andrew Centrella,Providence,D,Fr,18,0,3,3,0.1667,0,15,0,0,0,5,8,0,0,,,,,,,
,Thomas Manty,Brown,F,Jr,18,2,1,3,0.1667,4,21,0,1,0,-5,0,0,0,,,,,,,
,Dominic Schimizzi,Robert Morris,F,Fr,16,2,1,3,0.1875,10,23,1,0,0,-3,9,0,2,0,,,,,,
,Peter Kramer,Bentley,F,Fr,16,0,3,3,0.1875,13,14,0,0,0,-1,8,0,0,,,,,,,
,Brendan Clark,Brown,F,Jr,16,0,3,3,0.1875,14,15,0,0,0,-4,5,4,6,40,,,,,,
,David Posma,Niagara,D,So,15,1,2,3,0.2,2,13,0,0,0,-4,10,0,0,,,,,,,
,Sebastian Törnqvist,Massachusetts,D,Fr,14,0,3,3,0.2143,8,11,0,0,0,1,2,0,0,,,,,,,
,Adam Schankula,Bowling Green,F,Fr,14,1,2,3,0.2143,0,28,0,0,0,0,6,1,1,50,,,,,,
,Xan Gurney,Long Island,D,So,13,1,2,3,0.2308,36,6,0,0,0,4,6,0,0,,,,,,,
,Hudson Lambert,Canisius,D,Gr,13,1,2,3,0.2308,6,20,0,1,0,-5,29,0,0,,,,,,,
,Tony Achille,Arizona State,F,Fr,12,0,3,3,0.25,7,13,0,0,0,1,1,0,0,,,,,,,
,Michael Abgrall,Omaha,F,So,12,0,3,3,0.25,10,13,0,0,0,2,6,0,0,,,,,,,
,Cam Gendron,New Hampshire,F,Sr,10,1,2,3,0.3,2,9,0,1,0,2,2,2,1,66.7,,,,,,
,Austen Swankler,Michigan Tech,F,Jr,10,0,3,3,0.3,10,27,0,0,0,-4,5,35,41,46.1,,,,,,
,Dawson Good,Vermont,F,So,9,1,2,3,0.3333,2,8,0,0,0,3,3,2,0,100,,,,,,
,Zach Michaelis,Northern Michigan,F,So,9,0,3,3,0.3333,2,4,0,0,0,-1,2,0,0,,,,,,,
,Hunter Longhi,American Int'l,F,Fr,8,1,2,3,0.375,0,19,1,0,0,1,0,0,0,,,,,,,
,Devin Phillips,Holy Cross,F,So,5,1,2,3,0.6,2,10,0,1,0,1,5,0,1,0,,,,,,
1286,Jacob Fowler,Boston College,G,Fr,39,0,2,2,0.0513,0,0,0,0,0,0,0,0,0,,,,,,,
,Nic Petruolo,Holy Cross,D,Sr,37,0,2,2,0.0541,39,28,0,0,0,6,37,0,0,,,,,,,
,Kasper Vaharautio,Michigan Tech,D,So,37,0,2,2,0.0541,12,31,0,0,0,5,33,0,0,,,,,,,
,Elliott McDermott,Massachusetts,D,Sr,35,0,2,2,0.0571,14,27,0,0,0,1,18,0,0,,,,,,,
,Dylan Robbins,Sacred Heart,F,So,35,0,2,2,0.0571,16,17,0,0,0,-8,13,117,141,45.3,,,,,,
,Gabe Carriere,Vermont,G,Sr,34,0,2,2,0.0588,0,0,0,0,0,0,0,0,0,,,,,,,
,Stefan Owens,Mass.-Lowell,F,Jr,34,1,1,2,0.0588,2,29,0,0,0,-6,13,58,66,46.8,,,,,,
,Liam Lesakowski,Maine,D,Fr,34,0,2,2,0.0588,36,29,0,0,0,0,31,0,0,,,,,,,
,Karl Falk,St. Cloud State,D,Sr,33,0,2,2,0.0606,6,31,0,0,0,-7,21,0,0,,,,,,,
,John Mittelstadt,Minnesota,F,So,33,1,1,2,0.0606,6,23,0,0,0,0,4,10,17,37,,,,,,
,Lucas Matta,RPI,D,Fr,32,1,1,2,0.0625,12,13,0,0,0,-12,26,0,0,,,,,,,
,Chase Pletzke,Michigan,F,Gr,30,1,1,2,0.0667,0,14,0,0,0,3,11,0,1,0,,,,,,
,Carson Dyck,Penn State,F,Jr,30,0,2,2,0.0667,16,27,0,0,0,-7,24,92,112,45.1,,,,,,
,Gentry Shamburger,Boston College,F,Sr,30,1,1,2,0.0667,8,10,0,0,0,-4,4,0,1,0,,,,,,
,Jake Boltmann,Notre Dame,D,Jr,30,0,2,2,0.0667,22,32,0,0,0,-2,37,0,0,,,,,,,
,Michael Fisher,Northeastern,D,Fr,29,1,1,2,0.069,14,26,0,0,0,-9,23,0,0,,,,,,,
,Chikara Hanzawa,Sacred Heart,F,So,28,2,0,2,0.0714,6,27,0,0,0,-6,10,0,1,0,,,,,,
,Brenden MacLaren,Ferris State,F,Sr,27,0,2,2,0.0741,11,41,0,0,0,-15,29,2,1,66.7,,,,,,
,Sean Kilcullen,Mass.-Lowell,D,Fr,27,0,2,2,0.0741,25,25,0,0,0,-9,21,0,0,,,,,,,
,Jack Lyons,Canisius,D,Sr,26,1,1,2,0.0769,10,24,0,0,0,-5,26,1,1,50,,,,,,
,Rylee Hlusiak,Sacred Heart,F,Fr,25,0,2,2,0.08,10,21,0,0,0,-6,5,0,1,0,,,,,,
,Talon Sigurdson,Clarkson,F,Fr,25,1,1,2,0.08,10,17,0,0,0,-4,19,23,47,32.9,,,,,,
,Winter Wallace,Cornell,F,So,24,1,1,2,0.0833,12,15,0,0,0,-2,8,3,7,30,,,,,,
,Aaron Trotter,St. Thomas,G,Jr,24,0,2,2,0.0833,0,0,0,0,0,0,0,0,0,,,,,,,
,Nick VanTassell,Massachusetts,F,Fr,24,1,1,2,0.0833,19,15,1,0,0,-4,7,4,3,57.1,,,,,,
,Noah Wakeford,Brown,F,Jr,23,0,2,2,0.087,8,14,0,0,0,-3,10,4,9,30.8,,,,,,
,Oliver Flynn,Connecticut,F,Fr,23,1,1,2,0.087,6,18,0,0,0,-6,1,10,30,25,,,,,,
,Dylan Finlay,Alaska-Anchorage,D,So,23,1,1,2,0.087,4,20,0,0,0,-8,20,0,1,0,,,,,,
,Christian Gorscak,Niagara,F,Sr,23,1,1,2,0.087,4,10,0,0,0,-2,9,3,8,27.3,,,,,,
,Nick Marciano,Princeton,D,So,22,2,0,2,0.0909,6,16,0,0,0,-5,8,1,0,100,,,,,,
,Xavier Henry,Vermont,D,So,22,1,1,2,0.0909,22,11,0,0,0,0,13,0,0,,,,,,,
,Teddy Lagerbäck,Miami,F,Jr,21,1,1,2,0.0952,12,15,0,0,0,-5,6,0,0,,,,,,,
,Ben Schultheis,Ferris State,D,Sr,21,0,2,2,0.0952,6,20,0,0,0,-8,22,1,1,50,,,,,,
,Tyler DesRochers,Mercyhurst,D,Fr,21,0,2,2,0.0952,10,17,0,0,0,-9,20,0,0,,,,,,,
,Casey Aman,Penn State,D,Fr,20,1,1,2,0.1,2,12,0,0,0,2,16,1,0,100,,,,,,
,Cole Galata,Sacred Heart,F,Fr,20,0,2,2,0.1,4,10,0,0,0,-8,8,0,0,,,,,,,
,Stephen Willey,Army,F,So,20,1,1,2,0.1,0,22,0,0,0,-7,6,2,0,100,,,,,,
,Levi Stauber,Michigan Tech,F,Jr,20,1,1,2,0.1,4,14,0,0,0,1,6,32,47,40.5,,,,,,
,Nolan FitzPatrick,Stonehill,F,So,20,1,1,2,0.1,15,8,0,0,0,-7,5,4,7,36.4,,,,,,
,Will Svenddal,Augustana,F,So,19,0,2,2,0.1053,8,7,0,0,0,-4,12,1,0,100,,,,,,
,Dominic Vidoli,Omaha,D,Gr,19,1,1,2,0.1053,6,18,0,0,0,3,9,0,0,,,,,,,
,Tucker Ness,Arizona State,D,So,18,0,2,2,0.1111,60,8,0,0,0,1,14,0,0,,,,,,,
,Alex Krause,Dartmouth,F,So,18,1,1,2,0.1111,15,17,0,0,0,0,7,0,0,,,,,,,
,Girts Silkalns,Mass.-Lowell,F,Fr,18,0,2,2,0.1111,6,25,0,0,0,-3,7,0,0,,,,,,,
,William Troutwine,Holy Cross,D,Fr,18,0,2,2,0.1111,2,8,0,0,0,5,4,0,0,,,,,,,
,David Sacco,Merrimack,F,Fr,18,1,1,2,0.1111,23,15,0,0,0,2,4,0,1,0,,,,,,
,Dane Montgomery,North Dakota,F,Jr,16,1,1,2,0.125,0,9,1,0,0,1,1,1,0,100,,,,,,
,Parker Lindauer,Maine,F,So,16,1,1,2,0.125,23,11,0,0,0,1,3,8,8,50,,,,,,
,Jacob Marti,Air Force,F,Sr,15,1,1,2,0.1333,21,9,0,0,0,-3,4,2,2,50,,,,,,
,Christian Sanda,Massachusetts,F,Gr,15,0,2,2,0.1333,4,5,0,0,0,-4,1,0,0,,,,,,,
,Cade Alami,Arizona State,D,Sr,14,0,2,2,0.1429,16,10,0,0,0,-2,12,0,0,,,,,,,
,Evan Orr,Michigan Tech,D,So,14,1,1,2,0.1429,2,12,0,0,0,-1,5,0,0,,,,,,,
,Kolby Amici,Bentley,F,Fr,14,2,0,2,0.1429,6,11,0,0,0,-2,4,0,0,,,,,,,
,Will Richter,Yale,F,Fr,14,1,1,2,0.1429,0,11,0,0,0,-7,9,2,7,22.2,,,,,,
,Tyson Jugnauth,Wisconsin,D,So,13,0,2,2,0.1538,8,15,0,0,0,-2,10,0,0,,,,,,,
,Tanyon Bajzer,Miami,F,Fr,12,0,2,2,0.1667,0,6,0,0,0,-4,3,0,0,,,,,,,
,Trevor Smith,Army,F,So,12,1,1,2,0.1667,2,13,0,1,0,-13,1,0,1,0,,,,,,
,Brendan Dumas,Sacred Heart,F,Fr,12,2,0,2,0.1667,18,8,0,0,0,-2,2,0,0,,,,,,,
,Matthew Boczar,Robert Morris,F,Fr,11,1,1,2,0.1818,0,7,0,0,0,-3,4,3,6,33.3,,,,,,
,Adam Jeffery,RIT,F,So,11,1,1,2,0.1818,4,18,0,0,0,5,2,0,0,,,,,,,
,JoJo Tanaka-Campbell,Yale,F,So,11,1,1,2,0.1818,2,6,1,0,0,-4,3,1,1,50,,,,,,
,Brady Hunter,Merrimack,F,Fr,11,0,2,2,0.1818,2,7,0,0,0,-1,3,13,29,31,,,,,,
,Andrew Garby,Army,D,Jr,10,2,0,2,0.2,2,7,0,0,0,-3,10,0,0,,,,,,,
,Evan Miller,RIT,F,Jr,10,0,2,2,0.2,4,7,0,0,0,-1,4,13,12,52,,,,,,
,Joey Lamoreaux,Alaska-Anchorage,G,Gr,9,0,2,2,0.2222,2,0,0,0,0,0,0,0,0,,,,,,,
,Jakub Lewandowski,Bemidji State,F,Jr,9,1,1,2,0.2222,4,7,0,0,0,-3,4,0,0,,,,,,,
,Viktor Hurtig,Michigan State,D,So,9,1,1,2,0.2222,6,9,0,0,0,1,0,0,0,,,,,,,
,Mick Frechette,Boston University,D,Fr,7,0,2,2,0.2857,2,3,0,0,0,2,3,0,0,,,,,,,
,Michael Young,Princeton,F,Fr,7,1,1,2,0.2857,2,11,0,0,0,-1,2,0,0,,,,,,,
,Owen Baker,Michigan State,F,Fr,7,1,1,2,0.2857,15,8,0,0,0,0,2,8,13,38.1,,,,,,
,Griffin Jurecki,Michigan State,F,Fr,6,1,1,2,0.3333,0,8,0,0,0,0,1,0,0,,,,,,,
,Patriks Marcinkevics,Michigan Tech,F,Jr,5,1,1,2,0.4,4,5,0,0,0,-2,0,0,0,,,,,,,
,Cameron Ricotta,Mercyhurst,F,Fr,5,1,1,2,0.4,0,6,0,0,0,2,1,0,0,,,,,,,
,Frankie Carogioiello,Miami,F,So,4,2,0,2,0.5,0,5,1,0,0,0,0,1,0,100,,,,,,
1360,Blake Pietila,Michigan Tech,G,Gr,37,0,1,1,0.027,0,0,0,0,0,0,0,0,0,,,,,,,
,Jake Barczewski,Michigan,G,Gr,37,0,1,1,0.027,0,0,0,0,0,0,0,0,0,,,,,,,
