Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
19,Mac Gadowsky,Army,D,So,38,16,26,42,1.1053,6,99,2,4,0,5,43,0,0,
,Charlie Cerrato,Penn State,F,Fr,38,15,27,42,1.1053,58,94,2,2,0,16,25,388,290,57.2
,Ethan Leyh,Bentley,F,Gr,37,17,25,42,1.1351,29,137,1,7,0,11,28,436,336,56.5
22,Jeremy Wilmer,Quinnipiac,F,Sr,38,15,26,41,1.0789,4,65,4,5,0,-6,12,17,6,73.9
,Lucas Wahlin,St. Thomas,F,Jr,38,17,24,41,1.0789,50,141,4,3,2,15,32,385,425,47.5
,Jack Williams,Northeastern,F,Jr,37,16,25,41,1.1081,25,105,3,3,1,6,42,392,320,55.1
,Hudson Schandor,Connecticut,F,Gr,37,10,31,41,1.1081,12,72,2,3,1,21,19,299,306,49.4
26,Gunnarwolfe Fontaine,Ohio State,F,Gr,40,17,23,40,1,6,107,2,6,0,6,19,4,1,80
,Rhett Pitlick,Minnesota State,F,Sr,39,13,27,40,1.0256,14,96,5,3,0,32,18,0,1,0
,Cam Lund,Northeastern,F,Jr,37,18,22,40,1.0811,14,174,3,4,0,1,19,80,105,43.2
,Quinn Finley,Wisconsin,F,So,37,20,20,40,1.0811,31,139,1,8,0,-2,11,2,11,15.4
30,Connor Kurth,Minnesota,F,Jr,40,18,21,39,0.975,10,103,4,2,0,31,7,0,1,0
,Matthew Wood,Minnesota,F,Jr,39,17,22,39,1,16,123,2,3,0,19,13,35,26,57.4
,Ryan Kirwan,Arizona State,F,Gr,37,26,13,39,1.0541,6,178,5,8,0,6,14,1,2,33.3
,Jay Ahearn,Niagara,F,Sr,36,19,20,39,1.0833,23,120,4,3,1,6,21,2,3,40
,Trevor Hoskin,Niagara,F,Fr,36,12,27,39,1.0833,12,77,1,2,0,7,17,9,16,36
,Cole Knuble,Notre Dame,F,So,34,12,27,39,1.1471,12,108,3,2,0,6,16,193,198,49.4
36,Tim Washe,Western Michigan,F,Gr,42,16,22,38,0.9048,18,101,8,3,0,22,31,483,283,63.1
,Ryan Greene,Boston University,F,Jr,40,13,25,38,0.95,18,88,2,4,0,6,14,353,329,51.8
,Felix Trudeau,Sacred Heart,F,Jr,39,15,23,38,0.9744,64,130,3,7,0,1,13,37,48,43.5
,Mason Marcellus,Quinnipiac,F,So,38,10,28,38,1,28,67,1,0,1,6,17,53,67,44.2
,T.J. Hughes,Michigan,F,Jr,36,15,23,38,1.0556,12,116,1,9,0,5,17,380,343,52.6
,Aydar Suniev,Massachusetts,F,So,35,20,18,38,1.0857,41,121,4,5,0,12,12,0,3,0
,Lukas Sillinger,Arizona State,F,Gr,35,8,30,38,1.0857,12,55,0,1,0,8,21,1,5,16.7
,Artem Shlaine,Arizona State,F,Gr,31,17,21,38,1.2258,16,79,2,3,2,10,11,356,296,54.6
44,Ryland Mosley,Wisconsin,F,Gr,37,18,19,37,1,21,117,0,4,0,-2,11,12,11,52.2
,James Hagens,Boston College,F,Fr,37,11,26,37,1,24,99,4,2,0,21,7,185,219,45.8
,Bennett Schimek,Arizona State,F,Sr,35,15,22,37,1.0571,4,94,2,3,3,5,13,4,10,28.6
47,Owen Michaels,Western Michigan,F,So,42,18,18,36,0.8571,6,105,2,2,1,27,25,318,291,52.2
,Grant Slukynsky,Western Michigan,F,So,42,10,26,36,0.8571,2,110,2,1,0,19,18,245,252,49.3
,Cole Eiserman,Boston University,F,Fr,39,25,11,36,0.9231,27,107,5,10,0,7,14,0,1,0
,Travis Treloar,Quinnipiac,F,Gr,38,16,20,36,0.9474,4,100,4,9,0,3,12,262,207,55.9
,Dylan Hryckowian,Northeastern,F,So,36,17,19,36,1,26,102,4,3,1,4,14,5,8,38.5
,Tyler Fukakusa,RIT,F,So,35,9,27,36,1.0286,18,63,0,3,0,-11,16,420,327,56.2
53,Eric Pohlkamp,Denver,D,So,44,11,24,35,0.7955,22,151,1,3,0,31,60,0,0,
,Sam Harris,Denver,F,So,43,23,12,35,0.814,42,126,7,11,0,14,11,3,14,17.6
,Jack Musa,Massachusetts,F,So,40,18,17,35,0.875,4,99,3,3,0,18,25,55,29,65.5
,Ellis Rickwood,Clarkson,F,Jr,39,10,25,35,0.8974,22,81,0,6,0,16,16,430,318,57.5
,Andon Cerbone,Quinnipiac,F,So,38,15,20,35,0.9211,16,92,2,9,0,4,19,114,74,60.6
,Harrison Scott,Maine,F,Sr,38,18,17,35,0.9211,26,133,2,6,1,13,35,421,322,56.7
,Stiven Sardarian,Michigan Tech,F,Jr,35,11,24,35,1,51,93,3,2,0,3,15,1,7,12.5
60,Justin Janicke,Notre Dame,F,Sr,38,15,19,34,0.8947,29,71,1,8,2,-3,25,0,4,0
,Brett Chorske,Colgate,F,Sr,36,15,19,34,0.9444,23,85,2,2,0,-4,15,318,275,53.6
,Sam Stange,Omaha,F,Gr,36,16,18,34,0.9444,20,82,3,1,1,14,20,4,9,30.8
,Shane Ott,Niagara,F,Sr,35,9,25,34,0.9714,10,101,3,1,1,6,19,6,6,50
,Michael Hage,Michigan,F,Fr,33,13,21,34,1.0303,23,74,4,2,0,-9,13,169,203,45.4
65,Liam Valente,Western Michigan,F,Sr,42,14,19,33,0.7857,10,125,1,8,0,8,14,1,0,100
,Dans Locmelis,Massachusetts,F,So,40,8,25,33,0.825,8,79,1,3,0,16,16,371,322,53.5
,Davis Burnside,Ohio State,F,Jr,40,14,19,33,0.825,18,100,2,4,0,8,25,1,4,20
,Riley Thompson,Ohio State,F,Fr,40,17,16,33,0.825,32,123,3,6,1,12,34,327,408,44.5
,JJ Wiebusch,Penn State,F,Fr,40,14,19,33,0.825,14,83,2,5,0,13,8,1,4,20
,Oliver Moore,Minnesota,F,So,38,12,21,33,0.8684,6,108,1,2,0,13,9,355,319,52.7
,Noah Beck,Arizona State,D,Gr,37,5,28,33,0.8919,28,66,0,4,0,12,43,0,0,
,Ryan O'Hara,Bowling Green,F,Sr,36,11,22,33,0.9167,16,138,5,3,0,5,11,82,59,58.2
,Ryan Conmy,New Hampshire,F,So,34,15,18,33,0.9706,6,124,2,3,0,-1,9,0,0,
74,Sam Rinzel,Minnesota,D,So,40,10,22,32,0.8,12,95,2,3,0,20,41,0,0,
,Ryan Tattle,Connecticut,F,Jr,39,18,14,32,0.8205,22,118,4,3,3,10,23,318,280,53.2
,Matt DiMarsico,Penn State,F,So,39,17,15,32,0.8205,30,153,4,4,0,12,19,6,3,66.7
,Josh Groll,Minnesota State,F,Gr,38,14,18,32,0.8421,31,88,2,0,1,31,18,106,87,54.9
,Sacha Boisvert,North Dakota,F,Fr,37,18,14,32,0.8649,20,94,5,5,0,-4,15,135,162,45.5
,Gavin Morrissey,Wisconsin,F,Fr,37,9,23,32,0.8649,14,72,0,3,0,4,17,437,322,57.6
,Mick Thompson,Harvard,F,Fr,33,14,18,32,0.9697,2,80,2,3,2,-5,7,0,2,0
,Matthew Wilde,RIT,F,So,27,18,14,32,1.1852,24,95,2,5,0,-7,5,2,5,28.6
82,Lucas Mercuri,Massachusetts,F,Sr,40,10,21,31,0.775,24,81,0,2,0,14,48,383,330,53.7
,Danny Dzhaniyev,Penn State,F,Sr,40,12,19,31,0.775,4,119,0,4,0,-3,11,83,59,58.5
,Matt DeBoer,Holy Cross,F,Jr,40,11,20,31,0.775,46,108,2,4,0,3,17,4,13,23.5
,John Jaworski,Sacred Heart,F,Gr,39,13,18,31,0.7949,12,80,3,1,1,8,24,248,310,44.4
,Aiden Hansen-Bukata,Ohio State,D,Gr,38,2,29,31,0.8158,20,55,1,1,0,11,46,0,0,
,Glebs Prohorenkovs,Niagara,F,Jr,37,9,22,31,0.8378,16,71,3,1,0,15,51,410,327,55.6
,Ryan Walsh,Cornell,F,So,36,17,14,31,0.8611,21,96,2,3,0,14,18,419,330,55.9
,Karsen Dorwart,Michigan State,F,Jr,35,13,18,31,0.8857,12,104,3,5,0,20,8,300,315,48.8
,Devin Phillips,Holy Cross,F,Jr,34,11,20,31,0.9118,6,78,2,4,0,-1,28,6,17,26.1
91,Zach Nehring,Western Michigan,F,Fr,42,13,17,30,0.7143,29,82,2,2,0,18,25,1,2,33.3
,Boston Buckberger,Denver,D,So,41,9,21,30,0.7317,22,71,1,0,0,30,36,1,0,100
,Nick Bochen,Bentley,D,Gr,40,9,21,30,0.75,31,110,1,1,0,15,40,0,0,
,Simon Mack,Penn State,D,Sr,40,3,27,30,0.75,6,82,2,0,0,23,71,0,0,
,Shane Lachance,Boston University,F,So,40,12,18,30,0.75,28,125,3,7,0,0,24,108,99,52.2
,Taylor Makar,Maine,F,Sr,38,18,12,30,0.7895,47,100,6,2,2,24,14,13,16,44.8
,Aaron Schwartz,Quinnipiac,F,Fr,38,12,18,30,0.7895,2,89,1,6,0,-1,13,1,5,16.7
,Owen McLaughlin,North Dakota,F,Jr,38,5,25,30,0.7895,6,72,1,0,0,3,10,20,30,40
,Ryan Richardson,Clarkson,F,Sr,38,11,19,30,0.7895,16,86,2,4,0,15,18,38,56,40.4
,Matteo Giampa,Canisius,F,So,37,8,22,30,0.8108,10,82,1,1,0,-10,12,3,12,20
,Andre Gasseau,Boston College,F,Jr,36,15,15,30,0.8333,49,87,3,2,0,23,20,206,203,50.4
,Teddy Stiga,Boston College,F,Fr,36,14,16,30,0.8333,34,91,2,2,3,12,13,64,54,54.2
,Cooper Gay,St. Thomas,F,Jr,35,19,11,30,0.8571,14,158,1,7,1,6,16,21,27,43.8
,Kyle Smolen,Arizona State,F,So,35,12,18,30,0.8571,22,67,1,5,1,12,30,113,152,42.6
,Reese Laubach,Penn State,F,So,35,15,15,30,0.8571,59,95,3,2,1,9,16,143,167,46.1
,Dominic James,Minnesota-Duluth,F,Sr,35,14,16,30,0.8571,20,108,3,5,0,5,30,377,346,52.1
,Carter Rapalje,Long Island,F,So,34,17,13,30,0.8824,2,114,4,8,2,-2,18,3,6,33.3
,CJ Foley,Dartmouth,D,So,33,11,19,30,0.9091,10,65,1,1,1,16,39,0,0,
,Nikita Nikora,Dartmouth,F,So,33,4,26,30,0.9091,4,50,0,1,0,-8,26,7,7,50
110,Iiro Hakkarainen,Western Michigan,F,Fr,42,13,16,29,0.6905,21,77,4,0,0,21,26,3,10,23.1
,Samuel Sjolund,Western Michigan,D,Jr,42,4,25,29,0.6905,18,66,0,0,0,19,36,0,0,
,Kenny Connors,Massachusetts,F,Jr,40,10,19,29,0.725,6,101,4,2,0,4,33,313,300,51.1
,Clayton Cosentino,Air Force,F,Sr,40,9,20,29,0.725,23,104,3,2,0,-11,25,547,432,55.9
,Trey Taylor,Clarkson,D,Jr,39,9,20,29,0.7436,12,105,0,4,0,2,72,0,1,0
,Josh Nadeau,Maine,F,So,37,10,19,29,0.7838,14,114,3,3,1,12,21,8,6,57.1
,Caden Villegas,Union,F,Sr,36,7,22,29,0.8056,16,66,1,3,0,6,11,7,5,58.3
,Mack Oliphant,Holy Cross,D,Jr,36,3,26,29,0.8056,4,78,0,0,1,3,30,0,0,
,Colby MacArthur,Union,F,Jr,36,7,22,29,0.8056,18,50,0,5,0,11,19,198,201,49.6
,Ryan St. Louis,Brown,F,Jr,23,11,18,29,1.2609,2,48,6,0,0,0,12,3,2,60
120,Samu Salminen,Denver,F,Jr,44,10,18,28,0.6364,24,59,0,1,2,21,13,325,261,55.5
,Reid Pabich,Sacred Heart,F,Jr,39,13,15,28,0.7179,18,78,3,0,0,13,14,1,4,20
,Damien Carfagna,Ohio State,D,Jr,38,7,21,28,0.7368,6,86,1,2,1,16,68,0,0,
,Jake Livanavage,North Dakota,D,So,38,4,24,28,0.7368,12,59,1,1,0,0,68,0,0,
,Frank Djurasevic,Maine,D,Jr,38,7,21,28,0.7368,14,77,1,2,1,18,49,0,0,
,Brandon Buhr,Union,F,Jr,36,19,9,28,0.7778,25,94,5,4,0,1,16,3,9,25
,Ben Muthersbaugh,Union,F,Fr,36,13,15,28,0.7778,31,118,2,5,0,-3,13,3,2,60
,Nate Hanley,Union,F,Jr,35,10,18,28,0.8,4,79,1,0,0,-3,17,205,229,47.2
,Robert Cronin,New Hampshire,F,Sr,35,17,11,28,0.8,20,57,2,8,0,-5,6,186,191,49.3
,Austin Burnevik,St. Cloud State,F,Fr,35,13,15,28,0.8,8,110,2,6,0,-15,10,0,2,0
,Cy LeClerc,New Hampshire,F,Jr,33,8,20,28,0.8485,12,75,1,1,0,-10,11,242,212,53.3
,Casey Severo,Harvard,F,Jr,33,16,12,28,0.8485,4,63,4,8,0,10,12,337,338,49.9
,David Gagnon,Lindenwood,F,Sr,32,11,17,28,0.875,23,85,1,3,2,1,7,120,162,42.6
,Tyler Kopff,Brown,F,So,32,9,19,28,0.875,12,114,1,6,1,1,30,94,100,48.5
,Max Plante,Minnesota-Duluth,F,Fr,23,9,19,28,1.2174,16,73,1,3,0,5,15,5,10,33.3
135,Jack Harvey,Boston University,F,So,40,11,16,27,0.675,2,89,2,0,0,12,12,4,4,50
,Evan Murr,Minnesota State,D,So,39,7,20,27,0.6923,8,75,3,4,0,18,39,0,1,0
,Jack Ricketts,Quinnipiac,F,Gr,38,20,7,27,0.7105,47,89,5,4,1,22,39,67,46,59.3
,Blake Biondi,Notre Dame,F,Gr,38,12,15,27,0.7105,14,114,1,7,0,-12,19,8,15,34.8
,Nik Armstrong-Kingkade,Bentley,F,Gr,38,12,15,27,0.7105,16,90,2,2,2,7,20,0,0,
,Owen Beckner,Colorado College,F,Fr,37,7,20,27,0.7297,4,48,0,2,0,8,10,117,108,52
,Charlie Stramel,Michigan State,F,Jr,37,9,18,27,0.7297,26,85,4,1,1,13,23,381,356,51.7
,Mikey Adamson,Sacred Heart,D,Jr,37,12,15,27,0.7297,14,61,4,4,0,11,35,0,0,
,John Prokop,Union,D,Jr,36,8,19,27,0.75,20,87,2,3,0,12,25,0,0,
,Dalton Bancroft,Cornell,F,Jr,36,15,12,27,0.75,48,102,4,3,2,11,21,7,9,43.8
,Jack Stockfish,Holy Cross,F,So,36,15,12,27,0.75,30,75,4,3,0,0,24,393,300,56.7
,Max Koskipirtti,Michigan Tech,F,So,36,7,20,27,0.75,0,63,1,2,1,-2,15,336,361,48.2
,Joel Maatta,Vermont,F,Sr,35,9,18,27,0.7714,16,51,1,4,1,5,23,358,286,55.6
,Sean Chisholm,Dartmouth,F,Sr,33,15,12,27,0.8182,12,82,3,4,0,4,28,300,284,51.4
149,Joona Väisänen,Western Michigan,D,Fr,42,4,22,26,0.619,12,51,2,0,0,24,35,0,0,
,Max Montes,Ohio State,F,So,40,14,12,26,0.65,16,93,4,0,0,3,10,239,233,50.6
,Chris Hedden,Air Force,D,Jr,39,11,15,26,0.6667,52,148,1,3,1,-16,74,1,0,100
,Brody Lamb,Minnesota,F,Jr,39,17,9,26,0.6667,12,83,2,8,1,1,26,16,22,42.1
,Barron Woodring,Army,F,So,38,11,15,26,0.6842,12,77,2,5,1,-9,32,388,332,53.9
,Max Burkholder,Colorado College,D,So,37,6,20,26,0.7027,12,59,1,3,0,-2,40,0,0,
,Ty Gallagher,Colorado College,D,Gr,37,9,17,26,0.7027,12,110,0,2,1,7,62,0,0,
,Tyler Wallace,Niagara,F,So,37,14,12,26,0.7027,12,112,2,6,0,5,39,478,396,54.7
,Adam Eisele,Minnesota State,F,Jr,37,13,13,26,0.7027,49,87,6,4,0,23,20,337,278,54.8
,Matt Basgall,Michigan State,D,Jr,37,6,20,26,0.7027,8,89,1,3,0,9,45,0,1,0
,Danny Nelson,Notre Dame,F,So,36,13,13,26,0.7222,35,123,1,4,0,-4,12,471,352,57.2
,Aaron Pionk,Minnesota-Duluth,D,So,36,3,23,26,0.7222,12,75,1,1,0,1,31,0,0,
,Isaac Gordon,Michigan Tech,F,So,36,7,19,26,0.7222,8,116,2,2,0,-4,21,9,6,60
,Jayson Shaugabay,Minnesota-Duluth,F,Fr,36,12,14,26,0.7222,4,60,0,5,0,-3,9,14,15,48.3
,Cole Burtch,Ferris State,F,So,35,7,19,26,0.7429,34,67,1,0,1,0,10,194,238,44.9
,Charlie Russell,Maine,F,So,35,7,19,26,0.7429,24,66,2,1,0,11,17,18,19,48.6
,Max Scott,Brown,F,So,32,12,14,26,0.8125,21,82,1,3,0,-6,37,463,398,53.8
,Alex DiPaolo,Colgate,F,Sr,32,11,15,26,0.8125,12,73,1,5,0,-9,8,123,92,57.2
,Brendan Gorman,Princeton,F,Jr,30,12,14,26,0.8667,12,64,3,2,2,-7,20,285,341,45.5
,Noah Laba,Colorado College,F,Jr,29,10,16,26,0.8966,25,61,2,0,0,10,16,279,208,57.3
169,Michael Abgrall,Holy Cross,F,Sr,40,8,17,25,0.625,56,68,5,0,0,2,15,251,317,44.2
,Jack Hughes,Boston University,F,Sr,40,7,18,25,0.625,22,68,1,2,1,9,10,145,159,47.7
,Stephen Castagna,Bentley,F,Jr,40,5,20,25,0.625,19,96,1,3,0,7,21,30,51,37
,Tyler Borgula,Quinnipiac,F,Fr,38,12,13,25,0.6579,20,89,1,3,0,10,13,2,1,66.7
,Jack Ivey,Army,F,Fr,38,10,15,25,0.6579,6,104,2,4,0,4,14,16,19,45.7
,Daniel Russell,Michigan State,F,Jr,37,13,12,25,0.6757,27,102,7,3,1,17,13,8,8,50
,Tyson Gross,St. Cloud State,F,So,36,9,16,25,0.6944,37,81,1,4,0,-5,21,337,281,54.5
,Brady Risk,Omaha,F,Gr,36,13,12,25,0.6944,30,60,3,7,0,6,7,9,9,50
,Caiden Gault,Ferris State,F,Jr,36,15,10,25,0.6944,10,93,5,4,0,0,3,7,8,46.7
,Harrison Israels,Omaha,F,Gr,34,10,15,25,0.7353,14,65,1,3,1,12,11,272,225,54.7
,Ryan Johnson,Alaska-Anchorage,F,Fr,33,11,14,25,0.7576,6,107,0,7,0,-13,14,14,21,40
,Brian Nicholas,Brown,F,Fr,28,11,14,25,0.8929,10,70,2,4,0,-4,12,85,118,41.9
,Matthew Kursonis,Holy Cross,F,Fr,27,10,15,25,0.9259,14,75,3,6,0,1,18,199,152,56.7
182,Matt Copponi,Boston University,F,Gr,40,6,18,24,0.6,14,79,0,0,1,15,35,140,181,43.6
,Francesco Dell'Elce,Massachusetts,D,Fr,40,7,17,24,0.6,12,80,2,1,0,18,38,0,0,
,Luigi Benincasa,Minnesota State,F,Jr,39,6,18,24,0.6154,8,56,1,3,0,9,25,170,200,45.9
,Tom Willander,Boston University,D,So,39,2,22,24,0.6154,8,47,1,1,0,19,57,0,0,
,Abram Wiebe,North Dakota,D,So,38,4,20,24,0.6316,24,74,0,3,0,-2,58,0,0,
,Joshua Barnes,American Int'l,F,Jr,38,14,10,24,0.6316,6,85,1,3,0,-14,21,229,248,48
,Kirklan Irey,Bemidji State,F,Jr,38,11,13,24,0.6316,14,71,3,1,2,-4,20,4,5,44.4
,Nolan Renwick,Maine,F,Sr,38,9,15,24,0.6316,22,68,1,2,0,25,23,392,304,56.3
,Chris Pelosi,Quinnipiac,F,Fr,38,13,11,24,0.6316,10,86,3,2,1,12,20,240,225,51.6
,Joey Larson,Michigan State,F,Jr,37,10,14,24,0.6486,22,111,2,3,0,7,13,0,4,0
,Logan Will,Providence,F,Gr,37,8,16,24,0.6486,4,73,3,3,0,10,19,302,251,54.6
,Tommy Bergsland,Colgate,D,Sr,36,4,20,24,0.6667,10,51,1,1,1,9,54,0,0,
,Max Nagel,Colgate,F,Fr,36,6,18,24,0.6667,12,78,0,1,0,-4,12,2,2,50
,Tim Rego,Cornell,D,Sr,36,8,16,24,0.6667,18,53,2,1,0,15,29,1,1,50
,Michael Craig,Robert Morris,D,So,35,5,19,24,0.6857,6,52,0,1,0,-3,38,0,0,
,William Gilson,RPI,D,Sr,35,8,16,24,0.6857,26,95,1,1,0,6,46,0,0,
,Walter Zacher,Robert Morris,F,So,35,15,9,24,0.6857,21,109,2,3,0,3,4,8,13,38.1
,Ty Jackson,Arizona State,F,Gr,35,8,16,24,0.6857,18,54,2,3,0,2,16,167,213,43.9
,Sullivan Mack,Cornell,F,Sr,32,9,15,24,0.75,19,67,2,2,0,13,9,6,8,42.9
,Cooper Flinton,Dartmouth,F,Jr,32,11,13,24,0.75,8,55,1,4,2,5,35,2,11,15.4
202,Matteo Costantini,Western Michigan,F,Sr,40,8,15,23,0.575,20,91,1,5,0,10,16,227,205,52.5
,Tristan Sarsland,Clarkson,D,Jr,39,8,15,23,0.5897,16,96,2,1,1,14,71,0,1,0
,Brodie Ziemer,Minnesota,F,Fr,38,12,11,23,0.6053,21,89,2,1,0,6,10,3,7,30
,Eric Martin,Bemidji State,F,Gr,37,10,13,23,0.6216,8,106,1,3,0,-6,25,31,40,43.7
,Kyle Haskins,Canisius,F,Gr,37,11,12,23,0.6216,24,89,2,3,0,-12,34,220,301,42.2
,Elias Jansson,Michigan Tech,F,Fr,36,12,11,23,0.6389,4,82,2,6,0,0,7,2,14,12.5
,Josh Nixon,Union,F,Sr,36,14,9,23,0.6389,20,79,2,5,0,8,7,1,1,50
,Reilly Funk,Bemidji State,F,Sr,36,7,16,23,0.6389,21,77,1,2,0,1,15,183,238,43.5
,Liam Devlin,New Hampshire,F,Sr,35,9,14,23,0.6571,40,83,0,2,0,-6,8,1,2,33.3
,Hunter Bischoff,Augustana,F,So,35,10,13,23,0.6571,14,75,1,1,0,3,20,7,11,38.9
,Hudson Malinoski,Providence,F,So,35,11,12,23,0.6571,26,67,2,4,0,-7,10,192,165,53.8
,Brett Meerman,Augustana,F,So,35,7,16,23,0.6571,2,93,0,2,0,0,8,1,2,33.3
,Colin Kessler,Vermont,F,Fr,34,12,11,23,0.6765,39,105,1,5,0,-4,14,84,113,42.6
,Christian Catalano,RIT,F,So,33,7,16,23,0.697,73,121,2,1,0,-10,7,2,5,28.6
,Dimitry Kebreau,Alaska-Anchorage,F,Fr,31,8,15,23,0.7419,15,62,1,2,0,-5,9,20,25,44.4
,Matt Hubbarde,Alaska,F,Sr,30,13,10,23,0.7667,25,60,1,1,0,5,7,9,13,40.9
,Joe Miller,Harvard,F,Jr,28,5,18,23,0.8214,8,50,1,0,0,5,9,11,5,68.8
,Connor Milburn,Lake Superior,F,Jr,28,9,14,23,0.8214,14,57,0,3,0,-10,16,262,259,50.3
,Tanner Klimpke,Robert Morris,F,So,26,10,13,23,0.8846,6,58,1,2,1,12,19,10,8,55.6
221,Jimmy Clark,Minnesota,F,So,39,5,17,22,0.5641,0,79,1,1,0,15,22,239,277,46.3
,Joe Dunlap,Ohio State,F,Gr,39,8,14,22,0.5641,22,107,1,2,0,3,13,1,0,100
,Dylan James,North Dakota,F,Jr,38,14,8,22,0.5789,20,74,0,0,3,-4,40,3,5,37.5
,Max Dorrington,Sacred Heart,F,Gr,38,12,10,22,0.5789,47,67,3,3,0,4,21,337,282,54.4
,Jackson Jutting,Bemidji State,F,Gr,38,14,8,22,0.5789,4,97,3,7,0,-12,21,457,435,51.2
,Tanner Adams,Providence,F,So,37,11,11,22,0.5946,8,79,3,2,0,0,4,8,6,57.1
,Chase Foley,St. Thomas,D,Gr,37,3,19,22,0.5946,18,65,1,1,0,13,48,0,0,
,Brody Waters,Bowling Green,F,So,36,16,6,22,0.6111,20,100,3,10,0,5,9,3,1,75
,Chase Pietila,Michigan Tech,D,So,36,7,15,22,0.6111,52,68,1,3,0,1,32,0,0,
,Ben Doran,Bowling Green,F,So,36,10,12,22,0.6111,43,83,2,3,0,9,14,282,263,51.7
,Nik Hong,Army,F,So,36,11,11,22,0.6111,10,66,2,3,2,-9,28,318,290,52.3
,Nils Forselius,Army,F,Fr,35,7,15,22,0.6286,18,60,1,3,0,5,8,5,6,45.5
,Tyler Hotson,RPI,F,So,35,6,16,22,0.6286,47,60,0,1,0,3,14,5,7,41.7
,Cullen Potter,Arizona State,F,Fr,35,13,9,22,0.6286,6,118,1,2,0,-1,10,218,273,44.4
,Matthew Gleason,St. Thomas,F,Sr,35,11,11,22,0.6286,43,64,2,4,1,10,36,189,189,50
,Barrett Hall,St. Cloud State,F,So,34,7,15,22,0.6471,6,67,1,1,0,-10,11,6,11,35.3
,Cameron Garvey,Robert Morris,F,So,34,7,15,22,0.6471,6,89,0,3,0,12,36,327,343,48.8
,Michael Felsing,Robert Morris,F,Fr,34,7,15,22,0.6471,2,33,0,2,0,-12,7,32,57,36
,Timo Bakos,Lake Superior,F,Sr,34,10,12,22,0.6471,6,58,3,3,0,-9,28,180,172,51.1
,Zach Urdahl,Omaha,F,Sr,33,12,10,22,0.6667,6,94,2,1,0,4,15,3,2,60
,Max Strand,Vermont,F,Fr,33,8,14,22,0.6667,8,51,0,4,0,1,12,161,200,44.6
,Evan Werner,Michigan,F,So,33,11,11,22,0.6667,21,90,2,2,0,-12,17,0,2,0
,Vinny Borgesi,Northeastern,D,Jr,32,5,17,22,0.6875,16,71,2,0,0,1,51,13,4,76.5
,Hayden Stavroff,Dartmouth,F,Fr,31,10,12,22,0.7097,43,66,3,2,0,3,7,1,2,33.3
,Anthony Galante,Stonehill,F,So,31,13,9,22,0.7097,37,80,2,4,0,-4,19,20,14,58.8
,Ondrej Psenicka,Cornell,F,Sr,30,9,13,22,0.7333,10,56,1,3,0,9,19,15,13,53.6
,Cameron Berg,North Dakota,F,Sr,26,12,10,22,0.8462,16,66,2,7,0,-2,17,211,222,48.7
248,James Reeder,Denver,F,Fr,44,11,10,21,0.4773,2,59,3,5,0,17,15,2,3,40
,Austin Schwartz,Air Force,F,Sr,40,12,9,21,0.525,6,109,4,1,0,-3,62,11,24,31.4
,Ryan Lautenbach,Massachusetts,F,Sr,40,6,15,21,0.525,19,71,2,0,0,5,7,13,8,61.9
