Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
,Hunter Sansbury,Sacred Heart,D,Sr,39,6,15,21,0.5385,30,82,1,3,0,12,97,1,1,50
,Marcus Joughin,Sacred Heart,F,Jr,39,3,18,21,0.5385,14,58,0,0,0,-2,32,233,226,50.8
,Tabor Heaslip,Connecticut,F,Jr,39,8,13,21,0.5385,22,73,1,0,2,3,27,220,211,51
,Axel Kumlin,Notre Dame,D,Jr,38,6,15,21,0.5526,12,72,0,1,0,-5,38,0,0,
,Ryan O'Neill,St. Thomas,F,Jr,38,6,15,21,0.5526,20,58,0,3,0,-9,7,2,2,50
,Ben Ivey,Army,F,Fr,37,8,13,21,0.5676,10,65,0,0,0,5,23,131,177,42.5
,Bret Link,Colorado College,F,So,37,7,14,21,0.5676,24,88,2,2,0,5,12,15,27,35.7
,Zaccharya Wisdom,Colorado College,F,So,36,8,13,21,0.5833,12,81,2,0,0,3,11,2,7,22.2
,Verner Miettinen,St. Cloud State,F,So,36,8,13,21,0.5833,10,56,1,2,0,-5,12,296,247,54.5
,Ethan Edwards,Michigan,D,Sr,36,5,16,21,0.5833,40,91,1,4,0,-2,49,0,0,
,Paul Fischer,Notre Dame,D,So,36,2,19,21,0.5833,16,58,0,0,0,-19,61,1,0,100
,Felix Caron,RPI,F,Fr,35,6,15,21,0.6,62,53,1,3,0,-10,20,4,2,66.7
,Seamus Powell,Merrimack,D,So,35,5,16,21,0.6,2,68,0,2,0,-8,52,0,0,
,Kaleb Ergang,Ferris State,F,Sr,35,6,15,21,0.6,6,61,1,1,0,3,13,1,10,9.1
,Dustin Geregach,Mercyhurst,D,Sr,35,7,14,21,0.6,10,80,0,1,1,-15,38,0,0,
,Simon Jellus,Vermont,F,Sr,35,9,12,21,0.6,14,74,3,2,0,-2,6,45,47,48.9
,Payton Matsui,Augustana,F,Gr,34,8,13,21,0.6176,2,76,2,0,0,17,21,186,222,45.6
,Steven Agriogianis,Mercyhurst,F,Gr,34,8,13,21,0.6176,8,55,1,5,0,-22,13,296,333,47.1
,John Fusco,Dartmouth,D,Sr,32,11,10,21,0.6563,39,85,6,2,0,15,35,0,0,
,Broten Sabo,Alaska,D,So,32,8,13,21,0.6563,31,55,4,2,0,-4,28,0,0,
,Hank Cleaves,Dartmouth,F,Fr,32,5,16,21,0.6563,10,43,0,0,0,5,20,75,78,49
,Austin Brimmer,Long Island,F,Jr,32,9,12,21,0.6563,15,60,3,4,0,9,16,2,1,66.7
,Mickey Burns,Mercyhurst,F,Gr,32,10,11,21,0.6563,23,74,0,2,0,-6,13,32,32,50
,Logan Morrell,Michigan Tech,F,Fr,32,11,10,21,0.6563,29,71,4,4,0,5,16,299,210,58.7
275,Rieger Lorenz,Denver,F,Jr,44,6,14,20,0.4545,18,86,1,2,0,14,9,11,11,50
,Mike Koster,Minnesota,D,Gr,40,4,16,20,0.5,14,44,1,3,0,9,53,0,0,
,Dane Dowiak,Penn State,F,So,40,12,8,20,0.5,20,64,1,3,2,4,40,288,202,58.8
,Ryan Chesley,Minnesota,D,Jr,40,8,12,20,0.5,48,97,2,0,1,17,73,0,0,
,Brian Carrabes,Minnesota State,F,Sr,39,10,10,20,0.5128,8,92,2,1,0,12,7,2,5,28.6
,Lucas Olvestad,Massachusetts,D,Jr,38,4,16,20,0.5263,22,61,0,1,0,8,41,0,0,
,Owen Fowler,Maine,F,Sr,38,10,10,20,0.5263,16,87,1,1,2,5,34,44,71,38.3
,John Lundy,American Int'l,F,Jr,37,10,10,20,0.5405,10,84,0,6,0,-12,5,62,35,63.9
,Ben Schoen,Penn State,F,Sr,37,7,13,20,0.5405,27,48,0,4,0,-9,13,108,109,49.8
,John Mustard,Providence,F,Fr,37,7,13,20,0.5405,14,108,1,2,0,1,4,5,4,55.6
,Graham Gamache,Providence,F,So,37,10,10,20,0.5405,10,72,1,0,2,4,15,119,98,54.8
,Owen Cole,Mass.-Lowell,F,Sr,36,8,12,20,0.5556,6,73,1,3,0,1,27,261,276,48.6
,Jacob Guevin,Omaha,D,Jr,36,7,13,20,0.5556,10,86,1,2,0,4,31,1,0,100
,Garrett Schifsky,Michigan,F,So,36,11,9,20,0.5556,14,87,4,1,3,0,16,49,55,47.1
,Michael Neumeier,Colgate,D,Fr,35,8,12,20,0.5714,9,67,2,1,0,10,42,0,0,
,Nick Ring,New Hampshire,F,So,35,9,11,20,0.5714,4,52,1,7,0,-14,20,198,239,45.3
,Jakob Lee,RPI,F,Gr,35,13,7,20,0.5714,26,62,2,1,0,6,20,351,294,54.4
,Luke Mobley,Augustana,F,Sr,34,13,7,20,0.5882,14,70,2,5,1,6,21,376,362,50.9
,Colby Ambrosio,Miami,F,Gr,34,7,13,20,0.5882,45,65,0,2,0,-32,18,46,52,46.9
,Brandon Holt,Maine,D,Jr,34,4,16,20,0.5882,12,75,0,1,0,9,46,0,0,
,Cam Mitchell,Omaha,F,Jr,33,8,12,20,0.6061,10,39,1,0,2,7,19,236,265,47.1
,Zam Plante,Minnesota-Duluth,F,Fr,33,7,13,20,0.6061,0,97,0,2,0,1,10,213,177,54.6
,Dovar Tinling,RPI,F,Sr,32,10,10,20,0.625,18,53,1,2,0,-1,8,257,218,54.1
,Kyle Gaffney,Alaska,F,Jr,32,6,14,20,0.625,6,61,0,3,0,-6,27,252,248,50.4
,Eamon Powell,Boston College,D,Gr,32,4,16,20,0.625,12,43,1,0,0,20,42,0,0,
,Dario Beljo,American Int'l,F,So,30,11,9,20,0.6667,10,32,3,4,0,-2,16,73,112,39.5
,Jagger Tapper,RPI,F,Fr,29,8,12,20,0.6897,8,35,2,3,0,9,6,33,31,51.6
,Ronan O'Donnell,Yale,F,Fr,29,11,9,20,0.6897,31,68,3,2,0,-10,8,7,6,53.8
,Johnny Waldron,Miami,F,Jr,28,4,16,20,0.7143,8,46,0,3,0,-19,10,156,198,44.1
304,Kamil Bednarik,Boston University,F,Fr,40,2,17,19,0.475,28,46,0,0,1,1,29,269,279,49.1
,Jake Percival,Connecticut,F,Jr,39,9,10,19,0.4872,14,87,1,1,2,5,25,0,7,0
,Ryan Bottrill,Clarkson,F,Sr,39,8,11,19,0.4872,26,56,2,2,0,5,7,117,154,43.2
,Matthew Guerra,Sacred Heart,F,Gr,39,7,12,19,0.4872,37,73,0,0,0,8,24,131,148,47
,Timothy Heinke,Holy Cross,F,Jr,39,12,7,19,0.4872,24,103,1,3,0,1,21,1,8,11.1
,Brennan Ali,Notre Dame,F,So,38,7,12,19,0.5,18,59,1,1,0,-1,16,1,2,33.3
,Jere Vaisanen,Bemidji State,F,Sr,38,7,12,19,0.5,16,61,0,1,0,-7,14,241,233,50.8
,Aaron Huglen,Minnesota,F,Sr,38,5,14,19,0.5,10,48,0,1,0,4,21,274,244,52.9
,Kyle Kukkonen,Wisconsin,F,Jr,37,10,9,19,0.5135,22,101,2,3,0,-1,12,1,1,50
,Jake Braccini,St. Thomas,F,Jr,37,9,10,19,0.5135,16,87,1,2,0,3,30,138,181,43.3
,Gavin Best,Ferris State,F,Jr,36,10,9,19,0.5278,4,72,0,0,0,-3,11,9,14,39.1
,Klavs Veinbergs,Colorado College,F,So,36,9,10,19,0.5278,32,60,0,4,0,-8,13,308,214,59
,Brent Keefer,Army,F,So,36,7,12,19,0.5278,29,66,1,2,0,-5,9,56,67,45.5
,Anthony Menghini,Minnesota-Duluth,F,So,35,12,7,19,0.5429,15,107,2,3,0,6,8,1,2,33.3
,Dominic Elliott,Robert Morris,D,Fr,35,6,13,19,0.5429,18,55,1,2,0,-6,42,0,0,
,Maximilion Helgeson,Alaska-Anchorage,F,Sr,34,8,11,19,0.5588,16,78,1,1,0,-7,27,97,130,42.7
,Jack Seymour,Holy Cross,F,Jr,34,7,12,19,0.5588,34,67,1,2,0,7,21,8,10,44.4
,John Beaton,RPI,F,Gr,34,6,13,19,0.5588,0,58,2,3,0,-10,6,75,52,59.1
,Greg Lapointe,St. Lawrence,F,Sr,34,11,8,19,0.5588,18,99,2,2,0,-15,17,2,3,40
,Maxim Štrbák,Michigan State,D,So,33,3,16,19,0.5758,16,56,0,0,0,6,31,0,0,
,Tyler Ghirardosi,Sacred Heart,F,Gr,32,8,11,19,0.5938,12,50,1,2,0,4,30,1,2,33.3
,Grayden Slipec,Northern Michigan,F,Fr,32,10,9,19,0.5938,14,84,2,6,0,-15,23,15,33,31.3
,Jakub Altrichter,Northern Michigan,F,Fr,32,3,16,19,0.5938,4,80,1,0,0,-7,23,280,252,52.6
,Mirko Buttazzoni,Mass.-Lowell,F,Fr,32,5,14,19,0.5938,16,72,0,1,0,-3,15,17,18,48.6
,Sasha Teleguine,Lake Superior,F,So,32,14,5,19,0.5938,34,81,2,4,2,-4,11,0,4,0
,Jayden Perron,North Dakota,F,So,31,10,9,19,0.6129,7,79,2,6,0,-2,6,0,2,0
,Josh Zary,Long Island,F,Jr,29,12,7,19,0.6552,14,78,1,7,0,-1,9,289,192,60.1
331,Luke Mittelstadt,Minnesota,D,Jr,40,2,16,18,0.45,8,65,0,1,0,23,48,0,0,
,Nolan Cunningham,Air Force,D,So,40,5,13,18,0.45,26,84,0,3,0,-15,48,0,0,
,Talon Sigurdson,Clarkson,F,So,39,10,8,18,0.4615,21,66,1,0,0,11,26,20,40,33.3
,Brendan Gibbons,Air Force,F,So,39,9,9,18,0.4615,15,95,0,1,0,-14,22,7,2,77.8
,Carter Wilkie,North Dakota,F,Gr,38,9,9,18,0.4737,42,94,2,1,0,0,23,273,240,53.2
,Thomas Freel,Maine,F,Jr,38,11,7,18,0.4737,20,87,2,8,0,9,24,8,11,42.1
,Adam Flammang,Bemidji State,F,Jr,38,5,13,18,0.4737,27,87,3,0,0,-7,25,3,6,33.3
,Devin Kaplan,Boston University,F,Jr,38,10,8,18,0.4737,65,48,0,2,2,-8,9,2,4,33.3
,Mac Swanson,North Dakota,F,Fr,38,2,16,18,0.4737,2,26,0,1,0,0,11,0,1,0
,Ethan Gardula,Connecticut,F,Fr,37,8,10,18,0.4865,19,50,2,2,0,-2,8,2,5,28.6
,Nicklas Andrews,Michigan State,D,Gr,37,2,16,18,0.4865,14,48,0,0,0,28,50,0,0,
,Cristophe Tellier,Northeastern,F,Sr,36,5,13,18,0.5,36,52,0,0,0,-12,17,8,4,66.7
,Rylan Brown,Michigan Tech,D,Fr,36,3,15,18,0.5,14,56,1,2,0,-2,28,0,0,
,Will Elger,Providence,F,Fr,36,8,10,18,0.5,4,62,1,2,0,5,9,3,8,27.3
,Scout Truman,Mass.-Lowell,F,Jr,36,10,8,18,0.5,52,90,3,2,0,-3,22,1,8,11.1
,Ben Raymond,Colgate,F,Sr,36,9,9,18,0.5,21,60,2,0,2,-2,16,3,5,37.5
,Travis Shoudy,Ferris State,D,Jr,36,6,12,18,0.5,8,90,1,0,0,1,47,3,7,30
,Noah Hackett,Niagara,F,Jr,36,11,7,18,0.5,10,89,3,4,0,-1,14,11,9,55
,John Herrington,Lake Superior,F,So,36,4,14,18,0.5,18,95,0,3,0,-8,11,230,234,49.6
,Brett Bamber,American Int'l,D,Sr,35,6,12,18,0.5143,14,90,0,0,0,-19,49,1,1,50
,Elliott McDermott,RPI,D,Gr,35,3,15,18,0.5143,4,64,0,1,0,0,60,0,0,
,William Whitelaw,Michigan,F,Jr,35,11,7,18,0.5143,30,97,2,4,0,7,11,5,7,41.7
,Isa Parekh,Bemidji State,D,Fr,35,3,15,18,0.5143,18,37,1,2,0,-5,15,0,0,
,Chris Delaney,Mass.-Lowell,F,Fr,35,9,9,18,0.5143,16,59,0,2,0,-12,9,3,3,50
,Massimo Lombardi,Vermont,F,Jr,35,8,10,18,0.5143,8,61,1,1,0,-15,5,9,10,47.4
,Trent Wilson,Robert Morris,F,Fr,35,5,13,18,0.5143,18,56,2,0,0,-4,21,315,278,53.1
,Drew Montgomery,Colorado College,F,So,34,10,8,18,0.5294,18,50,4,1,0,9,11,33,49,40.2
,Nate Schweitzer,Lake Superior,D,Sr,34,3,15,18,0.5294,42,54,0,1,0,-9,28,1,0,100
,Timofei Spitserov,Vermont,F,Sr,33,12,6,18,0.5455,4,71,2,1,0,4,9,0,0,
,Henri Schreifels,Stonehill,F,Sr,33,6,12,18,0.5455,25,69,1,2,1,-3,20,157,195,44.6
,Brett Pfoh,Bowling Green,F,Jr,32,5,13,18,0.5625,16,70,1,0,0,6,16,7,9,43.8
,Timofei Khokhlachev,American Int'l,F,Jr,32,8,10,18,0.5625,50,47,2,1,0,5,16,4,5,44.4
,JR Perdion,Long Island,F,Fr,31,4,14,18,0.5806,10,50,0,1,0,8,14,79,112,41.4
,Ryan Mansfield,Bentley,F,So,31,8,10,18,0.5806,4,65,3,1,0,7,13,108,114,48.6
,Sebastian Törnqvist,Vermont,D,So,31,1,17,18,0.5806,46,58,0,1,0,-9,37,0,0,
,A.J. Hodges,Bentley,F,Gr,30,9,9,18,0.6,8,78,2,3,0,7,11,19,22,46.3
,William Dineen,Yale,F,Sr,30,6,12,18,0.6,24,59,0,2,0,-1,22,289,305,48.7
,Erik Påhlsson,Minnesota,F,Fr,30,3,15,18,0.6,6,64,1,0,1,7,9,105,206,33.8
,Tyler Schleppe,Ferris State,F,Jr,29,9,9,18,0.6207,8,64,2,2,0,-1,14,251,232,52
,Charlie Major,Cornell,F,Fr,28,5,13,18,0.6429,6,60,1,1,0,7,9,104,100,51
,Luke Haymes,Dartmouth,F,Jr,22,12,6,18,0.8182,14,60,2,1,0,-1,11,243,142,63.1
372,Jared Wright,Denver,F,Jr,44,9,8,17,0.3864,6,75,1,0,0,17,28,2,2,50
,Brian Kramer,Western Michigan,D,Gr,42,2,15,17,0.4048,16,70,0,1,0,28,42,0,1,0
,Davis Pennington,Quinnipiac,D,Sr,38,1,16,17,0.4474,20,72,0,0,0,7,29,0,0,
,Alex Murray,Niagara,D,Sr,37,3,14,17,0.4595,28,68,0,1,0,-2,40,0,0,
,Tiernan Shoudy,Michigan State,F,Jr,37,8,9,17,0.4595,24,69,0,0,0,11,20,259,224,53.6
,Joe Connor,Northeastern,F,Fr,37,7,10,17,0.4595,47,103,2,1,0,-10,23,3,7,30
,John Gelatt,Holy Cross,F,Sr,37,7,10,17,0.4595,10,71,1,2,0,10,33,94,124,43.1
,Christian Fitzgerald,Wisconsin,F,Sr,37,6,11,17,0.4595,24,79,1,1,0,-11,14,191,218,46.7
,Trey Funk,Canisius,F,So,37,8,9,17,0.4595,23,70,0,4,0,-19,15,267,355,42.9
,Tanner Kelly,Michigan State,F,Sr,37,8,9,17,0.4595,20,71,1,2,0,10,3,29,17,63
,Gleb Veremyev,Colorado College,F,Jr,37,9,8,17,0.4595,50,65,0,2,0,5,21,2,6,25
,Dalton Norris,Bowling Green,D,Jr,36,2,15,17,0.4722,17,53,0,2,0,0,32,1,0,100
,Ben Meehan,Mass.-Lowell,D,Gr,36,3,14,17,0.4722,29,57,1,0,0,-4,51,1,1,50
,Jackson Hallum,Michigan,F,Jr,36,8,9,17,0.4722,18,71,2,1,0,-3,21,6,10,37.5
,Trey Scott,Connecticut,D,Fr,36,3,14,17,0.4722,8,67,1,2,0,4,27,1,0,100
,Caden Cranston,Merrimack,F,Fr,35,7,10,17,0.4857,2,48,2,1,0,-13,17,10,14,41.7
,Ben Dexheimer,Wisconsin,D,Jr,35,1,16,17,0.4857,2,80,0,0,0,-16,58,0,0,
,Jack Brackett,RPI,F,Gr,35,6,11,17,0.4857,10,56,2,0,1,4,14,3,7,30
,Jack O'Leary,Cornell,F,Sr,35,8,9,17,0.4857,19,44,3,0,0,5,11,7,7,50
,Will Zapernick,Vermont,F,Gr,35,3,14,17,0.4857,10,55,0,0,1,-11,23,199,205,49.3
,Alex Gagne,New Hampshire,D,Sr,35,4,13,17,0.4857,46,83,1,1,0,0,62,0,1,0
,Mitch Deelstra,Robert Morris,F,Gr,35,12,5,17,0.4857,34,73,2,9,0,-15,13,49,96,33.8
,Marty Lavins,New Hampshire,F,So,35,8,9,17,0.4857,34,79,1,2,0,-2,31,174,169,50.7
,Alec Cicero,Canisius,F,Gr,34,8,9,17,0.5,33,41,1,3,0,-7,29,13,27,32.5
,Isak Walther,Vermont,F,Sr,33,6,11,17,0.5152,10,67,2,1,0,-2,16,3,3,50
,Dawson Tritt,Lake Superior,F,Sr,33,7,10,17,0.5152,33,57,0,2,0,-11,14,14,24,36.8
,Zach Bookman,Merrimack,D,Jr,33,3,14,17,0.5152,22,50,0,1,0,-5,29,0,0,
,Colton Friesen,Augustana,F,Jr,32,7,10,17,0.5313,6,43,0,2,0,2,6,81,108,42.9
,Chase Dafoe,Alaska,F,Sr,32,11,6,17,0.5313,39,64,1,5,1,-2,18,259,223,53.7
,Reid Irwin,Colgate,D,Sr,32,6,11,17,0.5313,8,54,0,2,0,0,64,0,0,
,Isaac Lambert,Long Island,F,Fr,31,7,10,17,0.5484,15,57,0,2,0,1,4,49,42,53.8
,Jake Manfre,Princeton,F,Fr,30,8,9,17,0.5667,12,54,2,3,0,-1,7,2,0,100
,Tyler Cristall,St. Lawrence,F,Jr,29,8,9,17,0.5862,12,74,0,3,0,-8,11,1,7,12.5
,Kaden Bohlsen,Minnesota State,F,Sr,28,12,5,17,0.6071,31,64,0,1,0,13,9,11,16,40.7
,Daniel Jenčko,Massachusetts,F,Fr,28,6,11,17,0.6071,10,52,1,2,0,9,8,0,3,0
,Conor Cole,Alaska-Anchorage,F,Jr,28,4,13,17,0.6071,12,27,0,3,0,-10,11,168,174,49.1
,Onni Leppänen,Long Island,F,Fr,21,7,10,17,0.8095,2,29,2,3,0,-1,2,8,4,66.7
,Chris Pappas,Long Island,F,Sr,21,4,13,17,0.8095,8,36,1,2,0,3,12,2,12,14.3
,David Chen,Yale,F,Jr,18,10,7,17,0.9444,23,48,0,2,0,-4,13,2,5,28.6
411,Kellan Hjartarson,Bentley,F,So,40,8,8,16,0.4,4,64,3,4,0,0,14,61,56,52.1
,Gavin McCarthy,Boston University,D,So,39,3,13,16,0.4103,51,49,1,0,1,3,77,0,0,
,Sam Stitz,Air Force,F,Fr,39,8,8,16,0.4103,8,63,1,2,0,2,11,3,2,60
,Jake Schmaltz,North Dakota,F,Sr,38,6,10,16,0.4211,26,49,1,2,0,2,19,361,291,55.4
,Victor Czerneckianair,Quinnipiac,F,Jr,38,7,9,16,0.4211,21,46,0,0,1,23,21,336,257,56.7
,Sully Scholle,Maine,F,So,38,3,13,16,0.4211,8,63,1,1,0,-5,12,0,4,0
,Joey Baez,Army,F,Sr,38,7,9,16,0.4211,14,82,1,0,0,-19,19,0,0,
,Hunter Strand,Notre Dame,F,Sr,38,8,8,16,0.4211,20,69,1,2,0,-7,25,260,250,51
,Ben Strinden,North Dakota,F,Jr,38,8,8,16,0.4211,14,66,1,0,1,5,17,33,29,53.2
,Shane Vansaghi,Michigan State,F,Fr,37,6,10,16,0.4324,30,55,2,2,0,10,4,16,17,48.5
,Noah Serdachny,American Int'l,F,Sr,37,4,12,16,0.4324,10,71,2,0,0,-10,14,72,81,47.1
,David Gucciardi,Michigan State,D,Sr,37,6,10,16,0.4324,42,88,0,0,1,21,39,0,0,
,Logan Sawyer,Providence,F,Fr,37,6,10,16,0.4324,10,106,2,2,0,7,4,5,3,62.5
,Nick Poisson,Providence,F,Gr,37,8,8,16,0.4324,16,69,2,0,1,3,14,12,18,40
,Kasper Magnussen,Bemidji State,F,So,37,7,9,16,0.4324,44,64,1,6,0,-13,14,0,1,0
,Jak Vaarwerk,Mass.-Lowell,F,So,36,5,11,16,0.4444,12,57,1,1,0,-1,25,296,305,49.3
,Jacob Truscott,Michigan,D,Gr,36,3,13,16,0.4444,27,59,0,3,0,-3,56,0,0,
,Patrick Guzzo,Ohio State,F,Gr,36,9,7,16,0.4444,8,60,2,0,0,8,30,308,314,49.5
,Ville Immonen,Bowling Green,F,Gr,36,6,10,16,0.4444,4,56,0,0,0,-1,12,264,244,52
,Cullen Ferguson,Union,D,Sr,36,4,12,16,0.4444,39,76,0,0,0,-6,47,0,0,
,Luka Sukovic,Clarkson,F,Fr,36,7,9,16,0.4444,16,51,3,1,1,7,14,119,127,48.4
,Ethan Scardina,Bowling Green,F,Gr,35,7,9,16,0.4571,31,77,0,1,0,-1,16,309,254,54.9
,Mason Waite,St. Lawrence,D,Sr,35,4,12,16,0.4571,6,69,1,2,1,-15,38,0,0,
,Dillan Bentley,Mass.-Lowell,F,Jr,34,9,7,16,0.4706,16,66,1,1,0,-5,16,208,206,50.2
,Branden Piku,Lake Superior,F,So,34,9,7,16,0.4706,24,71,2,1,0,-4,18,0,2,0
,Nick Pierre,Merrimack,F,Fr,34,5,11,16,0.4706,8,94,0,3,0,-8,9,8,9,47.1
,Tanner Andrew,RIT,F,Sr,34,7,9,16,0.4706,33,73,2,1,0,-14,18,6,28,17.6
,Matt Choupani,Miami,F,Gr,34,6,10,16,0.4706,28,49,1,2,0,-18,25,8,29,21.6
,Cam MacDonald,Dartmouth,F,Jr,33,6,10,16,0.4848,10,40,1,0,1,1,13,1,3,25
,Tate Taylor,Clarkson,D,Fr,33,3,13,16,0.4848,10,51,0,0,0,5,34,0,0,
,Alex Pineau,Brown,D,So,32,7,9,16,0.5,14,54,0,2,0,-3,84,0,0,
,Noah Houle,Lindenwood,D,Fr,32,4,12,16,0.5,26,57,0,0,0,7,23,1,1,50
,Simon Falk,Augustana,F,Sr,32,5,11,16,0.5,2,43,0,0,0,13,5,1,6,14.3
,Braiden Dorfman,Dartmouth,F,Sr,31,7,9,16,0.5161,22,48,0,1,0,9,12,7,3,70
,Isaiah Fox,Long Island,F,Sr,31,9,7,16,0.5161,54,71,3,1,0,0,13,25,24,51
,Gustav Stjernberg,Bowling Green,D,So,30,4,12,16,0.5333,35,89,1,2,0,7,42,0,0,
,Nace Langus,Augustana,F,Fr,29,6,10,16,0.5517,8,44,3,2,0,8,12,45,50,47.4
,Oskar Bakkevig,Bentley,F,Fr,28,10,6,16,0.5714,29,59,0,1,0,3,11,83,76,52.2
,Ben MacDonald,Harvard,F,So,27,5,11,16,0.5926,18,60,1,2,0,5,12,66,91,42
,Dylan Jackson,Arizona State,F,Gr,25,7,9,16,0.64,10,51,2,0,0,2,13,1,2,33.3
451,Kieran Cebrian,Denver,F,So,44,6,9,15,0.3409,16,48,1,0,0,12,16,386,339,53.2
,Jake Fisher,Denver,F,Fr,42,8,7,15,0.3571,12,56,0,1,0,8,12,77,106,42.1
,Cam Knuble,Western Michigan,F,Gr,41,5,10,15,0.3659,4,36,0,0,0,15,14,133,163,44.9
,Sam Duerr,Bentley,D,Sr,37,8,7,15,0.4054,12,80,4,1,0,8,33,0,0,
,Jackson Dorrington,Northeastern,D,Jr,37,2,13,15,0.4054,20,73,0,0,0,-2,73,0,0,
,Owen Gallatin,Minnesota-Duluth,D,Sr,36,4,11,15,0.4167,15,78,1,0,0,-8,48,0,0,
,Jake Schneider,Colgate,F,So,36,4,11,15,0.4167,14,71,1,0,1,10,23,16,34,32
,Jackson Kunz,North Dakota,F,Sr,36,7,8,15,0.4167,21,44,1,2,0,7,17,1,5,16.7
,Nick Remissong,Air Force,F,So,36,4,11,15,0.4167,14,55,2,0,0,-9,25,4,8,33.3
,Tyler Rollwagen,Omaha,F,Jr,36,3,12,15,0.4167,26,52,0,3,0,-15,12,115,131,46.7
,Ben Robertson,Cornell,D,So,36,2,13,15,0.4167,8,54,0,1,0,11,28,0,0,
,Caelan Fitzpatrick,Merrimack,F,Fr,35,6,9,15,0.4286,16,54,2,2,0,0,26,260,272,48.9
,Ryan Coughlin,Mercyhurst,F,Jr,35,5,10,15,0.4286,12,46,1,0,1,-14,19,112,200,35.9
,Max Smolinski,RPI,D,Jr,35,5,10,15,0.4286,6,74,0,1,0,-3,39,0,0,
,Lukas Gustafsson,Boston College,D,Jr,35,2,13,15,0.4286,14,48,0,1,0,16,42,0,0,
,Arlo Merritt,Bentley,F,Jr,35,8,7,15,0.4286,10,59,3,0,0,10,19,209,165,55.9
,Ty Daneault,Merrimack,F,So,35,6,9,15,0.4286,40,61,1,3,0,-7,16,3,5,37.5
,Joey DelGreco,Augustana,F,Fr,35,7,8,15,0.4286,20,56,2,4,1,3,20,119,171,41
,Aram Minnetian,Boston College,D,So,35,2,13,15,0.4286,16,43,1,0,0,20,50,0,0,
,Jimmy Glynn,Omaha,F,Gr,35,8,7,15,0.4286,14,59,1,4,0,-2,19,246,260,48.6
,Felikss Gavars,St. Lawrence,F,Jr,34,6,9,15,0.4412,25,82,0,2,0,-18,15,12,18,40
,Evan Orr,Stonehill,D,Jr,34,8,7,15,0.4412,18,74,5,4,0,-12,49,1,0,100
,Hayden Hennen,Augustana,D,So,34,3,12,15,0.4412,29,62,2,2,0,9,56,0,1,0
,Jax Wismer,Vermont,D,Fr,34,2,13,15,0.4412,22,51,0,1,0,-1,14,0,0,
,Tristan Allen,RIT,D,Fr,33,2,13,15,0.4545,45,33,0,2,0,-22,23,0,0,
,Alton McDermott,Canisius,F,Sr,33,7,8,15,0.4545,6,43,3,1,0,5,11,2,2,50
,Jake Gagnon,RPI,F,Gr,33,8,7,15,0.4545,12,68,1,1,0,-6,10,0,3,0
,Grant Porter,Canisius,F,Jr,33,10,5,15,0.4545,12,65,0,5,0,-7,13,129,144,47.3
,Niko Rexine,Colgate,F,So,33,5,10,15,0.4545,12,39,2,0,0,6,24,160,211,43.1
,Jonathan Castagna,Cornell,F,So,32,5,10,15,0.4688,20,61,0,1,0,2,20,290,204,58.7
,Artem Buzoverya,Bentley,F,Gr,32,6,9,15,0.4688,4,29,0,1,0,5,20,206,153,57.4
,Justin Mexico,American Int'l,F,Fr,32,3,12,15,0.4688,12,58,1,0,0,-3,18,131,171,43.4
,Jack Works,Michigan Tech,F,Sr,31,5,10,15,0.4839,20,73,0,1,0,2,11,66,76,46.5
,Oliver Tarr,Canisius,F,Jr,30,8,7,15,0.5,8,71,0,2,0,-6,18,0,5,0
,Jaxson Ezman,Princeton,F,Jr,30,7,8,15,0.5,28,53,2,1,0,-2,19,28,32,46.7
,Philippe Blais-Savoie,Colorado College,D,Fr,30,4,11,15,0.5,10,61,2,1,0,4,24,0,0,
,Michael Mastrodomenico,Notre Dame,D,Jr,30,4,11,15,0.5,18,55,1,0,0,-4,28,0,1,0
,Anthony Lucarelli,Long Island,F,Fr,29,7,8,15,0.5172,8,39,1,0,0,9,21,205,150,57.7
,Xavier Lapointe,RIT,D,Jr,27,5,10,15,0.5556,45,50,1,3,0,-5,14,0,0,
,Ryan Sullivan,Colgate,F,So,23,5,10,15,0.6522,20,44,1,1,0,1,13,117,122,49
,Micah Berger,Yale,F,Fr,21,5,10,15,0.7143,6,31,0,3,0,-9,10,11,6,64.7
492,Robby Drazner,Western Michigan,D,Gr,42,5,9,14,0.3333,6,33,0,0,0,18,33,0,0,
,Tristan Lemyre,Western Michigan,F,Sr,42,6,8,14,0.3333,16,62,2,0,0,2,15,3,4,42.9
,Owen Murray,Massachusetts,D,Jr,40,5,9,14,0.35,16,73,0,0,0,5,49,0,0,
,Kaden Shahan,Connecticut,F,Fr,39,9,5,14,0.359,4,98,0,1,0,-4,12,3,8,27.3
,Kai Janviriya,Connecticut,D,Fr,39,0,14,14,0.359,6,48,0,0,0,5,31,0,0,
,Zach Krajnik,Minnesota State,F,Sr,39,6,8,14,0.359,6,61,2,0,1,9,15,2,8,20
,Chase Cheslock,St. Thomas,D,So,38,1,13,14,0.3684,22,55,0,0,0,16,38,0,0,
,Caige Sterzer,St. Thomas,F,Gr,38,6,8,14,0.3684,33,36,0,0,0,1,13,66,70,48.5
,Garrett Dahm,Clarkson,F,Sr,38,6,8,14,0.3684,12,34,1,0,3,0,14,212,256,45.3
