Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
,Matt Crasa,Mass.-Lowell,F,Fr,35,12,9,21,0.6,12,63,4,3,0,6,11,1,0,100
,Ryan Steele,Sacred Heart,F,Sr,34,10,11,21,0.6176,29,71,4,4,0,-1,12,106,156,40.5
,Ashton Calder,North Dakota,F,Sr,34,11,10,21,0.6176,14,79,1,2,0,3,17,0,0,
,Gabriel Seger,Union,F,Jr,34,7,14,21,0.6176,21,54,0,3,0,-2,18,335,306,52.3
,Filip Engaras,New Hampshire,F,Sr,33,7,14,21,0.6364,16,73,1,2,0,-6,19,338,232,59.3
,Austin Alger,Canisius,F,Sr,33,11,10,21,0.6364,18,50,3,6,0,-2,10,6,15,28.6
,Albin Nilsson,Niagara,F,Jr,32,8,13,21,0.6563,16,59,3,2,0,-12,23,316,293,51.9
,Ondrej Psenicka,Cornell,F,Fr,32,12,9,21,0.6563,18,68,3,2,1,21,11,18,17,51.4
259,Zach Dubinsky,RPI,F,Jr,44,10,10,20,0.4545,24,71,1,2,1,-5,43,363,327,52.6
,Skyler Brind'Amour,Quinnipiac,F,Jr,41,3,17,20,0.4878,18,59,1,0,0,18,36,399,279,58.8
,Brendan Less,Quinnipiac,D,Sr,39,4,16,20,0.5128,12,49,0,1,0,31,29,0,0,
,Jordan Harris,Northeastern,D,Sr,39,5,15,20,0.5128,14,94,1,0,0,11,69,0,0,
,Judd Caulfield,North Dakota,F,Jr,39,11,9,20,0.5128,10,62,3,5,2,7,18,6,6,50
,Ryan Mahshie,RPI,F,Jr,38,7,13,20,0.5263,4,66,2,4,0,-6,20,0,0,
,Jack Randl,Omaha,F,Jr,38,9,11,20,0.5263,26,71,0,3,0,-3,30,1,8,11.1
,Grant Gabriele,Ohio State,D,Sr,37,5,15,20,0.5405,12,61,0,1,0,12,49,0,0,
,Josh Nixon,Lake Superior,F,Fr,37,8,12,20,0.5405,16,62,1,1,0,-3,8,0,1,0
,Jonathan Bendorf,Mercyhurst,F,Jr,36,6,14,20,0.5556,4,60,3,2,0,1,15,0,0,
,Erik Middendorf,Michigan State,F,Jr,36,12,8,20,0.5556,24,84,4,4,0,-20,16,2,7,22.2
,Trevor Kuntar,Boston College,F,So,36,9,11,20,0.5556,33,106,3,1,0,2,8,26,29,47.3
,Dylan Pitera,Bentley,F,Sr,35,7,13,20,0.5714,29,55,0,1,0,4,15,5,5,50
,Ben Brar,Merrimack,F,Jr,35,11,9,20,0.5714,20,76,1,6,0,3,20,1,2,33.3
,Spencer Cox,Long Island,D,Fr,34,7,13,20,0.5882,47,82,1,3,0,-9,65,0,0,
,Didrik Henbrant,Alaska,F,Jr,34,11,9,20,0.5882,37,94,1,0,1,-2,13,0,3,0
,Ryan Siedem,Harvard,D,Jr,34,3,17,20,0.5882,10,53,0,0,0,16,59,0,0,
,Reid Stefanson,Mass.-Lowell,F,Sr,34,8,12,20,0.5882,8,92,1,4,1,-1,23,162,158,50.6
,Tanner Palocsik,Dartmouth,D,Jr,32,4,16,20,0.625,10,72,0,1,0,-18,29,0,0,
,Jack Malone,Cornell,F,Jr,32,8,12,20,0.625,26,61,1,2,0,2,17,18,23,43.9
,Daniel Haider,Army,F,Sr,30,8,12,20,0.6667,6,75,0,2,0,8,3,0,2,0
,Dylan Anhorn,Union,D,Jr,29,7,13,20,0.6897,6,59,0,1,1,-1,29,0,0,
,Ty Jackson,Northeastern,F,So,28,6,14,20,0.7143,10,46,2,0,0,19,16,160,190,45.7
,Logan Jenuwine,Lake Superior,F,Fr,27,9,11,20,0.7407,4,48,1,0,0,6,6,4,5,44.4
283,Justin Addamo,RPI,F,Jr,42,14,5,19,0.4524,43,88,1,3,0,-9,13,72,67,51.8
,Dylan Duke,Michigan,F,Fr,41,10,9,19,0.4634,20,70,1,3,0,7,19,6,5,54.5
,Ryan Johnson,Minnesota,D,Jr,39,3,16,19,0.4872,14,71,0,0,0,5,45,0,0,
,Eric Martin,Bemidji State,F,So,39,3,16,19,0.4872,8,56,0,1,0,-8,17,6,5,54.5
,Riley Duran,Providence,F,Fr,38,10,9,19,0.5,18,69,2,0,0,9,19,5,8,38.5
,Cam Burke,Notre Dame,F,Sr,38,8,11,19,0.5,4,56,3,0,2,2,18,295,208,58.6
,Micah Miller,St. Cloud State,F,Sr,37,10,9,19,0.5135,6,94,2,0,4,18,17,14,14,50
,Louis Jamernik V,North Dakota,F,So,37,9,10,19,0.5135,32,50,3,1,1,0,17,240,190,55.8
,Brock Caufield,Wisconsin,F,Sr,37,7,12,19,0.5135,14,99,2,2,0,-15,28,368,358,50.7
,Gabriel Chicoine,Bowling Green,D,Sr,37,1,18,19,0.5135,24,52,0,1,0,0,28,1,0,100
,Jack Devine,Denver,F,Fr,36,3,16,19,0.5278,16,61,0,0,0,12,18,0,0,
,Kaden Pickering,St. Lawrence,F,Sr,36,6,13,19,0.5278,30,99,3,2,0,-2,33,5,16,23.8
,Ryan Cox,Niagara,F,Sr,36,11,8,19,0.5278,18,83,2,5,0,-8,14,316,264,54.5
,Jesse Lansdell,Notre Dame,F,Jr,36,8,11,19,0.5278,33,36,2,4,0,3,20,1,2,33.3
,Bradley Marek,Ferris State,F,Fr,36,10,9,19,0.5278,12,72,1,7,0,-12,44,327,265,55.2
,TJ Walsh,RPI,F,So,36,4,15,19,0.5278,4,64,0,2,0,-6,16,0,1,0
,Liam Robertson,Union,F,Jr,35,13,6,19,0.5429,18,55,5,8,0,-10,35,242,270,47.3
,Nick Anderson,Colgate,D,So,35,1,18,19,0.5429,23,45,0,0,0,-6,29,0,0,
,Matt Lombardozzi,Bentley,D,Sr,35,10,9,19,0.5429,62,54,1,8,0,-15,31,0,0,
,Parker Brown,Air Force,F,So,34,5,14,19,0.5588,21,54,1,1,0,3,14,4,9,30.8
,Zach Uens,Merrimack,D,Jr,34,2,17,19,0.5588,28,53,0,0,0,8,48,0,0,
,Wyatt Kaiser,Minnesota-Duluth,D,So,34,2,17,19,0.5588,46,51,1,0,0,-2,41,0,0,
,Garrett Pyke,Alaska,D,Jr,34,4,15,19,0.5588,46,54,0,2,0,2,36,0,0,
,Sam Brennan,Air Force,D,So,34,6,13,19,0.5588,38,57,1,2,0,-17,33,0,3,0
,Justin Misiak,Michigan Tech,F,Sr,33,5,14,19,0.5758,12,70,0,1,1,4,10,35,35,50
,Coale Norris,Bowling Green,F,Sr,33,10,9,19,0.5758,26,58,0,4,0,-6,11,15,28,34.9
,Donavan Villeneuve-Houle,Maine,F,So,32,10,9,19,0.5938,44,62,2,2,0,-2,11,0,2,0
,Griffin Lunn,Colgate,F,Sr,32,12,7,19,0.5938,14,68,0,3,0,3,24,0,0,
,Quinn Preston,Ohio State,F,Sr,31,7,12,19,0.6129,55,66,1,2,0,13,18,0,0,
,Antti Virtanen,Alaska,D,Sr,30,3,16,19,0.6333,28,47,1,1,0,6,42,0,1,0
,John Farinacci,Harvard,F,Jr,29,10,9,19,0.6552,12,88,4,0,0,12,13,235,239,49.6
,Kobe Walker,RIT,F,Sr,29,11,8,19,0.6552,12,53,2,3,2,1,17,5,6,45.5
,Harrison Roy,Lake Superior,F,So,29,7,12,19,0.6552,8,54,2,3,0,-1,16,144,207,41
,Dallas Tulik,Ferris State,F,Jr,29,7,12,19,0.6552,32,31,0,1,0,1,11,206,182,53.1
,Ian Murphy,Princeton,F,So,25,9,10,19,0.76,42,46,1,1,1,0,15,25,42,37.3
,Chaz Lucius,Minnesota,F,Fr,24,9,10,19,0.7917,23,64,1,1,0,5,9,4,5,44.4
,Chase Gresock,Miami,F,Fr,21,9,10,19,0.9048,6,83,0,2,0,-2,18,1,1,50
,Mitchell Lewandowski,Michigan State,F,Sr,21,7,12,19,0.9048,12,50,2,2,0,7,12,1,0,100
321,Joey Cipollone,Quinnipiac,F,Jr,41,10,8,18,0.439,8,71,3,3,0,15,10,1,1,50
,Dominic James,Minnesota-Duluth,F,Fr,39,6,12,18,0.4615,12,67,2,1,1,11,18,260,266,49.4
,Shai Buium,Denver,D,Fr,39,3,15,18,0.4615,12,65,1,0,0,20,24,0,0,
,Tyler Kirkup,Bemidji State,F,Sr,39,12,6,18,0.4615,39,61,1,2,2,-4,24,239,276,46.4
,Kohen Olischefski,Providence,F,Sr,38,8,10,18,0.4737,0,56,0,0,0,7,20,331,328,50.2
,Jamie Engelbert,Providence,F,Jr,38,7,11,18,0.4737,14,67,2,2,0,3,8,0,3,0
,Dan Willett,RIT,D,Gr,38,5,13,18,0.4737,24,73,3,2,0,-16,91,0,0,
,Justin Paul,St. Lawrence,F,So,37,8,10,18,0.4865,26,106,1,1,0,-16,25,84,107,44
,Kyler Kupka,St. Cloud State,F,Jr,37,5,13,18,0.4865,6,47,0,0,1,12,8,9,12,42.9
,Shane Ott,Niagara,F,Fr,36,8,10,18,0.5,8,74,1,4,0,-2,19,126,167,43
,Stanley Cooley,Colorado College,F,Fr,36,6,12,18,0.5,22,84,0,4,0,-11,26,233,289,44.6
,Reed Lebster,Massachusetts,F,Jr,36,9,9,18,0.5,23,71,0,3,0,4,8,11,16,40.7
,Matthew Guerra,Holy Cross,F,So,36,7,11,18,0.5,45,78,1,3,0,-11,21,255,234,52.1
,Spencer Meier,St. Cloud State,D,Sr,36,5,13,18,0.5,6,49,0,4,0,-3,44,0,0,
,Danny Dzhaniyev,Penn State,F,Fr,36,6,12,18,0.5,6,108,0,0,0,-2,2,75,76,49.7
,John Spetz,Connecticut,D,So,36,4,14,18,0.5,14,67,1,2,0,5,37,2,3,40
,Mitchell Digby,Air Force,D,Fr,36,6,12,18,0.5,33,73,0,3,0,-8,13,4,3,57.1
,Alex Ambrosio,Canisius,F,Sr,35,7,11,18,0.5143,24,43,1,0,2,4,35,266,202,56.8
,Thomas Farrell,Army,D,Jr,35,4,14,18,0.5143,48,70,1,0,0,-8,67,1,0,100
,Jack Ricketts,Holy Cross,F,So,35,10,8,18,0.5143,28,82,1,5,0,-2,22,5,9,35.7
,Logan Will,Colorado College,F,So,32,6,12,18,0.5625,16,76,0,2,0,-8,15,306,304,50.2
,Grant Silianoff,Notre Dame,F,So,32,5,13,18,0.5625,8,59,1,2,0,9,14,0,0,
,Kyle Betts,Cornell,F,Sr,32,6,12,18,0.5625,34,43,0,0,0,6,20,295,239,55.2
,Brenden Locke,Cornell,F,Sr,32,6,12,18,0.5625,16,38,1,1,0,1,17,219,187,53.9
,Braiden Dorfman,Dartmouth,F,Fr,31,8,10,18,0.5806,34,59,1,2,0,-7,8,1,1,50
,Cal Kiefiuk,Massachusetts,F,Jr,30,6,12,18,0.6,24,63,0,0,0,2,5,4,7,36.4
,Rhett Pitlick,Minnesota,F,Fr,30,5,13,18,0.6,12,33,0,0,0,20,7,0,0,
,Hudson Schandor,Connecticut,F,So,28,5,13,18,0.6429,12,62,2,0,0,4,9,118,115,50.6
,Mark Gallant,Dartmouth,F,Jr,28,11,7,18,0.6429,20,52,1,2,0,-9,12,1,6,14.3
,Luis Lindner,American Int'l,D,Fr,28,4,14,18,0.6429,8,49,1,0,0,19,35,0,0,
,Anton Rubtsov,Alaska,F,So,24,9,9,18,0.75,16,34,3,1,0,13,10,0,1,0
352,Jack McNeely,Minnesota State,D,Sr,44,2,15,17,0.3864,18,28,1,0,0,35,52,0,0,
,David Silye,Minnesota State,F,So,43,8,9,17,0.3953,18,65,2,1,0,19,16,313,188,62.5
,Owen Gallatin,Minnesota-Duluth,D,Fr,42,2,15,17,0.4048,22,58,0,1,0,18,36,0,0,
,Desi Burgart,Quinnipiac,F,Sr,42,8,9,17,0.4048,6,78,4,0,0,11,20,303,245,55.3
,Jacob Truscott,Michigan,D,So,40,2,15,17,0.425,31,49,0,0,0,28,44,0,0,
,Jakov Novak,Northeastern,F,Sr,39,8,9,17,0.4359,28,64,2,1,0,3,20,110,125,46.8
,Brett Thorne,Michigan Tech,D,So,37,5,12,17,0.4595,31,54,2,2,0,6,45,0,0,
,Matthew Kessel,Massachusetts,D,Jr,37,6,11,17,0.4595,22,73,1,2,0,9,35,0,0,
,Guus van Nes,Quinnipiac,F,Sr,37,6,11,17,0.4595,26,72,0,0,0,13,16,3,1,75
,John Jaworski,Sacred Heart,F,So,37,9,8,17,0.4595,13,63,2,4,0,-8,16,107,140,43.3
,Artem Shlaine,Connecticut,F,So,36,7,10,17,0.4722,6,68,0,1,0,2,13,276,224,55.2
,Anthony Del Gaizo,Massachusetts,F,Sr,36,7,10,17,0.4722,12,63,2,3,0,2,13,222,199,52.7
,Joey Baez,Army,F,Fr,35,7,10,17,0.4857,8,56,0,1,0,1,10,0,0,
,Eric Butte,Army,F,Sr,35,11,6,17,0.4857,10,89,1,9,0,-8,29,416,338,55.2
,Nick Austin,Mass.-Lowell,D,Sr,35,1,16,17,0.4857,16,54,1,1,0,3,20,0,0,
,Chris Harpur,Niagara,D,Sr,35,3,14,17,0.4857,39,65,0,1,0,-21,27,0,0,
,Lucas Thorne,Holy Cross,F,So,35,7,10,17,0.4857,6,60,1,2,0,-2,27,13,16,44.8
,Solag Bakich,Notre Dame,F,Jr,35,5,12,17,0.4857,32,56,0,0,0,12,43,84,102,45.2
,Liam MacDougall,Ferris State,F,Sr,35,6,11,17,0.4857,49,69,2,0,0,-4,19,26,56,31.7
,Mark Senden,North Dakota,F,Sr,34,5,12,17,0.5,16,61,2,1,0,1,32,41,57,41.8
,Jake Stevens,Long Island,D,Sr,34,4,13,17,0.5,19,55,1,2,0,-7,35,0,0,
,Collin Rutherford,Bentley,F,Sr,34,7,10,17,0.5,2,66,2,1,0,-6,12,10,20,33.3
,Jack Peart,St. Cloud State,D,Fr,32,2,15,17,0.5313,24,28,0,0,0,5,22,0,0,
,Luke Santerno,Clarkson,F,Gr,31,12,5,17,0.5484,18,64,4,5,0,4,15,33,27,55
,Justin Jallen,Brown,F,Sr,30,10,7,17,0.5667,6,82,2,4,0,-9,16,0,0,
,Ethan Phillips,Boston University,F,Jr,28,6,11,17,0.6071,12,54,1,1,0,4,10,9,4,69.2
,Tarek Baker,Wisconsin,F,Sr,27,5,12,17,0.6296,38,70,1,1,1,-4,18,218,220,49.8
,Matt Brown,Boston University,F,Jr,24,7,10,17,0.7083,4,65,0,3,0,-3,7,64,62,50.8
380,Andy Carroll,Minnesota State,D,Sr,43,3,13,16,0.3721,4,70,0,0,0,28,31,0,0,
,Jayden Lee,Quinnipiac,D,Jr,42,6,10,16,0.381,2,79,3,2,0,21,45,0,0,
,Jake Johnson,RPI,D,Sr,40,2,14,16,0.4,26,58,0,0,1,5,50,0,0,
,Adam Karashik,Notre Dame,D,Sr,40,1,15,16,0.4,26,63,0,0,0,15,99,0,0,
,Chase Blackmun,Notre Dame,D,Sr,40,2,14,16,0.4,22,50,2,1,0,2,24,0,0,
,Ethan Manderville,Colgate,F,Jr,39,4,12,16,0.4103,6,38,1,2,0,4,10,8,9,47.1
,Jack Hughes,Northeastern,F,Fr,39,7,9,16,0.4103,28,81,2,1,0,-2,30,269,309,46.5
,Cade Townend,Mercyhurst,D,Jr,39,7,9,16,0.4103,37,60,2,4,0,-6,62,1,0,100
,Pierce Crawford,Mercyhurst,F,Sr,38,7,9,16,0.4211,50,52,0,2,0,-4,31,224,259,46.4
,Justin Lee,Denver,D,Jr,38,3,13,16,0.4211,30,76,0,0,0,23,33,0,0,
,Jack Adams,Notre Dame,F,Sr,38,6,10,16,0.4211,8,46,1,0,0,6,7,5,4,55.6
,Aaron Huglen,Minnesota,F,Fr,37,7,9,16,0.4324,14,51,2,2,0,13,10,129,147,46.7
,Chaz Smedsrud,Union,F,Jr,37,5,11,16,0.4324,10,67,0,1,0,-3,29,71,94,43
,Tristan Ashbrook,Michigan Tech,F,Jr,37,11,5,16,0.4324,8,102,2,4,0,4,12,7,3,70
,Gustaf Westlund,Ohio State,F,Sr,37,8,8,16,0.4324,38,113,1,2,0,-5,15,292,275,51.5
,Arvid Caderoth,Michigan Tech,F,So,37,4,12,16,0.4324,27,60,1,2,0,-4,24,246,282,46.6
,Kamil Sadlocha,Ohio State,F,Jr,37,7,9,16,0.4324,25,58,1,0,0,7,19,2,0,100
,Kevin O'Neil,Connecticut,F,Sr,36,6,10,16,0.4444,16,77,2,0,0,7,7,63,106,37.3
,Gueorgui Feduolov,Mercyhurst,F,Jr,36,7,9,16,0.4444,8,53,1,4,0,-4,7,122,160,43.3
,Cole McWard,Ohio State,D,Fr,36,4,12,16,0.4444,2,69,0,0,0,13,40,0,0,
,Dennis Cesana,Michigan State,D,Sr,36,8,8,16,0.4444,14,72,0,3,0,-8,52,0,0,
,Jacob Nordqvist,Lake Superior,D,Sr,36,5,11,16,0.4444,24,52,0,2,0,2,52,0,0,
,Seamus Donohue,St. Cloud State,D,Sr,35,1,15,16,0.4571,30,51,0,0,0,1,42,0,0,
,David Melaragni,Canisius,D,Jr,35,2,14,16,0.4571,41,48,0,0,0,14,47,0,0,
,Andrius Kulbis-Marino,Sacred Heart,D,So,35,6,10,16,0.4571,17,72,1,0,0,3,39,0,0,
,Ricky Lyle,Army,F,So,35,8,8,16,0.4571,16,80,1,0,0,-2,40,0,1,0
,Vincent de Mey,Northern Michigan,F,Sr,35,6,10,16,0.4571,12,69,1,2,0,-7,22,1,0,100
,Zach Vinnell,Merrimack,D,Jr,35,4,12,16,0.4571,12,47,0,2,0,0,29,0,0,
,Philip Lagunov,Vermont,F,Sr,35,8,8,16,0.4571,10,68,1,4,0,-9,16,348,322,51.9
,Jackson Decker,Canisius,D,So,35,3,13,16,0.4571,28,50,0,2,0,4,34,0,0,
,Luke Rowe,Air Force,D,So,35,6,10,16,0.4571,54,85,1,3,0,-1,57,0,0,
,Red Savage,Miami,F,Fr,35,6,10,16,0.4571,43,59,1,0,1,-10,20,254,348,42.2
,Liam Devlin,New Hampshire,F,Fr,34,9,7,16,0.4706,35,81,2,2,0,0,15,0,0,
,Ross Armour,Bemidji State,F,Sr,34,8,8,16,0.4706,18,66,3,1,0,-5,16,249,218,53.3
,Tyler Watkins,Union,F,So,34,4,12,16,0.4706,4,51,0,2,0,-5,8,17,19,47.2
,Ty Gallagher,Boston University,D,Fr,34,5,11,16,0.4706,35,73,1,2,0,6,45,0,0,
,Alex Frye,Northern Michigan,F,Jr,33,10,6,16,0.4848,31,47,1,5,0,5,8,190,168,53.1
,David Jankowski,St. Lawrence,F,Sr,33,4,12,16,0.4848,16,83,2,0,0,0,15,339,440,43.5
,David Breazeale,Maine,D,Fr,33,2,14,16,0.4848,8,63,1,0,0,2,30,0,0,
,Travis Mitchell,Cornell,D,Jr,32,3,13,16,0.5,40,70,0,1,0,14,38,0,0,
,Spencer Kersten,Princeton,F,Jr,31,6,10,16,0.5161,14,62,1,0,1,-10,29,211,195,52
,Christiano Versich,St. Thomas,F,Jr,31,5,11,16,0.5161,8,48,0,2,0,-15,15,1,3,25
,Jordan Timmons,Long Island,F,Jr,29,8,8,16,0.5517,33,59,1,4,0,3,17,0,0,
,Dylan Peterson,Boston University,F,So,29,10,6,16,0.5517,18,51,2,2,1,3,13,0,0,
,Grant Hebert,Maine,F,Sr,29,7,9,16,0.5517,35,52,0,1,0,-2,7,42,42,50
,Matthew Gleason,Colorado College,F,So,28,6,10,16,0.5714,2,38,2,3,0,-12,9,2,1,66.7
,Colton Huard,New Hampshire,D,Fr,28,6,10,16,0.5714,6,45,1,2,0,-1,30,0,0,
,Anthony Callin,Clarkson,F,Sr,21,4,12,16,0.7619,2,36,0,1,0,4,7,100,96,51
428,Griffin Mendel,Quinnipiac,D,Sr,42,5,10,15,0.3571,14,71,0,1,0,18,36,0,0,
,Anthony Baxter,RPI,D,Sr,41,2,13,15,0.3659,40,47,1,0,0,-4,31,0,0,
,Hunter Strand,Notre Dame,F,Fr,40,8,7,15,0.375,8,57,0,2,0,10,10,167,164,50.5
,Luke Grainger,Western Michigan,F,So,39,8,7,15,0.3846,12,46,4,0,0,-2,12,149,161,48.1
,Josh McDougall,Mercyhurst,D,Sr,39,3,12,15,0.3846,2,52,0,1,0,-12,32,0,1,0
,Christian Berger,Penn State,D,So,38,2,13,15,0.3947,6,64,0,1,0,-3,56,0,0,
,Connor McMenamin,Penn State,F,Jr,38,5,10,15,0.3947,25,96,1,0,0,9,35,9,12,42.9
,Chris Jandric,North Dakota,D,Gr,38,1,14,15,0.3947,39,47,0,0,0,10,39,0,0,
,Will Zmolek,Bemidji State,D,Jr,38,5,10,15,0.3947,26,53,1,0,0,0,66,0,0,
,Pierson Brandon,Colgate,D,So,37,6,9,15,0.4054,18,60,0,0,0,1,78,1,1,50
,Tate Singleton,Ohio State,F,Jr,37,10,5,15,0.4054,28,73,0,0,0,-2,16,0,0,
,Jack Gorniak,Wisconsin,F,Sr,37,5,10,15,0.4054,14,88,1,2,0,-19,18,16,18,47.1
,Carter Turnbull,Connecticut,F,Sr,36,11,4,15,0.4167,22,100,1,2,0,2,6,70,70,50
,Josh Nodler,Michigan State,F,Jr,36,7,8,15,0.4167,4,59,0,4,0,-9,9,310,263,54.1
,Andrew DeCarlo,Air Force,F,Fr,36,4,11,15,0.4167,20,50,0,0,0,-1,18,241,227,51.5
,Lucas Mercuri,Massachusetts,F,Fr,36,6,9,15,0.4167,18,44,1,0,0,1,15,219,209,51.2
,Tyler Paquette,Penn State,F,So,36,11,4,15,0.4167,6,73,2,0,1,0,8,6,14,30
,Ethan Frisch,North Dakota,D,Jr,36,9,6,15,0.4167,16,64,3,6,0,0,60,0,0,
,Zac Herrmann,Niagara,D,Sr,36,5,10,15,0.4167,28,76,1,3,0,-19,40,0,1,0
,Chris Van Os-Shaw,American Int'l,F,Sr,36,7,8,15,0.4167,41,75,0,0,0,1,9,0,0,
,Luke Manning,St. Thomas,F,Jr,36,8,7,15,0.4167,12,62,0,3,0,-22,15,168,210,44.4
,Nolan Moyle,Michigan,F,Sr,36,7,8,15,0.4167,49,45,0,0,1,11,10,3,1,75
,Ian Moore,Harvard,D,Fr,35,2,13,15,0.4286,10,78,0,1,0,16,36,0,1,0
,Tim Theocharidis,Arizona State,D,Sr,35,4,11,15,0.4286,39,100,1,0,0,2,38,0,0,
,Jacques Bouquot,Vermont,F,Jr,35,6,9,15,0.4286,12,70,0,0,1,-2,16,0,2,0
,Connor Sodergren,Mass.-Lowell,F,Sr,35,7,8,15,0.4286,24,55,1,1,0,6,17,177,181,49.4
,John Keranen,Army,F,Jr,35,7,8,15,0.4286,24,75,2,4,1,-12,26,390,338,53.6
,Matthew Jennings,St. Thomas,F,Sr,35,4,11,15,0.4286,24,63,0,1,0,-26,30,181,279,39.3
,Jonny Evans,Connecticut,F,Sr,34,6,9,15,0.4412,14,96,4,0,0,-11,14,91,110,45.3
,Johnny Beecher,Michigan,F,Jr,34,6,9,15,0.4412,41,63,0,1,1,3,24,287,223,56.3
,Brett Abdelnour,Army,F,Jr,34,6,9,15,0.4412,21,48,1,4,0,-11,19,1,1,50
,Lucas Vanroboys,Bentley,F,Jr,34,5,10,15,0.4412,84,47,1,0,0,4,11,315,290,52.1
,Grant Cruikshank,Minnesota,F,Sr,33,7,8,15,0.4545,0,65,0,0,1,8,18,83,67,55.3
,Nicklas Andrews,Colorado College,D,So,33,4,11,15,0.4545,8,39,0,2,0,-8,24,0,0,
,Marshal Plunkett,Army,D,Sr,33,2,13,15,0.4545,6,42,1,0,0,-3,23,2,1,66.7
,Alex Gaffney,Harvard,F,Fr,32,7,8,15,0.4688,16,52,0,1,0,8,9,8,7,53.3
,Ben Poisson,Maine,F,Jr,32,9,6,15,0.4688,6,87,0,2,1,-4,8,43,51,45.7
,Cody Monds,Providence,F,Fr,32,5,10,15,0.4688,8,49,2,1,0,6,6,0,0,
,Walker Sommer,Niagara,F,Sr,29,8,7,15,0.5172,6,90,1,2,1,-5,11,0,0,
,Tristan Crozier,Brown,F,Sr,26,6,9,15,0.5769,23,32,1,1,3,-4,14,326,279,53.9
468,Benton Maass,Minnesota State,D,Sr,42,3,11,14,0.3333,14,68,1,0,0,20,44,0,0,
,Arnaud Vachon,Colgate,F,Jr,40,6,8,14,0.35,55,68,1,1,0,-10,36,12,14,46.2
,Jimmy Lambert,Michigan,F,Sr,39,6,8,14,0.359,42,69,1,0,1,9,19,161,194,45.4
,McKade Webster,Denver,F,So,39,6,8,14,0.359,19,50,4,0,1,13,16,138,153,47.4
,Michael Callahan,Providence,D,Sr,38,3,11,14,0.3684,16,68,0,1,0,6,36,0,0,
,Grady Hobbs,RIT,F,Fr,38,7,7,14,0.3684,14,73,0,0,0,0,15,0,0,
,Josh Kosack,Union,F,Sr,37,8,6,14,0.3784,12,66,1,3,0,-11,41,2,1,66.7
,Sam Craggs,Bowling Green,F,Sr,37,9,5,14,0.3784,80,66,1,3,1,-4,13,3,4,42.9
,Nick Bruce,RIT,F,Sr,36,6,8,14,0.3889,31,50,1,3,0,1,12,6,4,60
,Travis Treloar,Ohio State,F,So,36,7,7,14,0.3889,4,59,0,4,0,1,10,34,42,44.7
,Mike Koster,Minnesota,D,So,36,3,11,14,0.3889,10,51,0,1,0,15,31,0,0,
,Nash Nienhuis,Michigan State,D,So,36,3,11,14,0.3889,6,60,0,1,0,-7,33,0,0,
,Guillaume Richard,Providence,D,Fr,36,3,11,14,0.3889,26,61,0,1,0,18,37,0,0,
,Jake Willets,Lake Superior,D,Jr,35,6,8,14,0.4,32,54,0,2,0,-2,43,0,0,
,Dustin Manz R,Lake Superior,F,Jr,34,7,7,14,0.4118,10,56,0,1,0,-7,23,364,291,55.6
,Robbie Stucker,Vermont,D,Sr,34,4,10,14,0.4118,12,57,0,2,0,-24,34,0,0,
,Sean Dhooghe,Arizona State,F,Sr,34,4,10,14,0.4118,28,54,0,0,0,0,11,167,192,46.5
,Jayden Struble,Northeastern,D,Jr,34,3,11,14,0.4118,65,51,1,0,1,15,23,0,0,
,Ben Meehan,Mass.-Lowell,D,So,33,5,9,14,0.4242,54,66,3,2,0,8,23,0,1,0
,Julius Janhonen,American Int'l,F,So,33,6,8,14,0.4242,4,49,1,1,0,4,16,269,234,53.5
,Jack Jensen,Arizona State,F,Fr,32,6,8,14,0.4375,38,41,0,1,0,-5,11,51,44,53.7
,Brock Faber,Minnesota,D,So,32,2,12,14,0.4375,12,39,0,0,0,8,37,1,1,50
,Kyle Penney,Cornell,F,So,32,8,6,14,0.4375,8,59,0,0,0,3,23,25,36,41
,Ryan Miotto,Canisius,F,Jr,32,7,7,14,0.4375,12,51,0,1,1,4,14,258,231,52.8
,Stepan Pokorny,Ferris State,F,So,31,3,11,14,0.4516,16,60,2,1,1,-13,27,275,267,50.7
,Ian Pierce,Dartmouth,D,Fr,31,4,10,14,0.4516,25,44,0,2,0,-5,20,0,1,0
,Christopher Grando,Arizona State,F,Sr,30,6,8,14,0.4667,24,39,1,0,0,-6,9,11,9,55
,Tyler Coffey,Colorado College,F,So,29,10,4,14,0.4828,6,77,0,1,0,-9,9,0,0,
,Alec Broetzman,Michigan Tech,F,Sr,29,6,8,14,0.4828,25,70,2,3,0,5,14,12,19,38.7
,Carson Bantle,Wisconsin,F,So,27,8,6,14,0.5185,28,48,0,3,0,-3,12,3,1,75
,Aleksi Peltonen,St. Lawrence,F,Jr,27,4,10,14,0.5185,0,49,1,0,0,-2,15,2,1,66.7
,Noah Kane,Mercyhurst,F,So,26,5,9,14,0.5385,8,32,0,1,0,-6,10,32,40,44.4
,Jakub Sirota,Maine,D,Sr,26,4,10,14,0.5385,10,64,0,0,0,0,18,0,0,
,Case McCarthy,Boston University,D,Jr,26,5,9,14,0.5385,20,58,1,0,0,-2,35,0,0,
,Joseph Nardi,Northern Michigan,F,Sr,21,3,11,14,0.6667,2,37,1,2,0,-9,13,217,242,47.3
