Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%
38,Ronnie Attard,Western Michigan,D,Jr,39,13,23,36,0.9231,24,133,1,6,0,20,50,0,1,0
,Massimo Rizzo,Denver,F,Fr,39,12,24,36,0.9231,48,101,3,4,0,18,14,228,205,52.7
,Andre Ghantous,Northern Michigan,F,Jr,37,10,26,36,0.973,57,55,0,0,0,4,30,1,2,33.3
,Kevin Fitzgerald,St. Cloud State,F,Sr,37,17,19,36,0.973,22,90,1,7,1,12,8,395,367,51.8
,Matthew Coronato,Harvard,F,Fr,34,18,18,36,1.0588,14,131,3,4,1,11,11,94,82,53.4
43,Miroslav Mucha,Lake Superior,F,Sr,37,10,25,35,0.9459,8,63,1,4,1,5,18,1,5,16.7
,Nick Poisson,Providence,F,So,37,10,25,35,0.9459,22,107,2,6,0,8,10,29,30,49.2
45,Wyatt Bongiovanni,Quinnipiac,F,Sr,42,16,18,34,0.8095,45,151,5,4,1,27,17,462,330,58.3
,Cameron Wright,Denver,F,Gr,41,23,11,34,0.8293,12,132,2,9,0,19,6,2,1,66.7
,Ryan Sandelin,Minnesota State,F,Jr,41,21,13,34,0.8293,28,103,3,3,0,32,11,0,1,0
,Blake Bennett,American Int'l,F,Jr,37,20,14,34,0.9189,20,97,1,8,0,10,12,0,0,
,Georgii Merkulov,Ohio State,F,Fr,36,20,14,34,0.9444,10,55,7,3,0,18,15,258,211,55
50,Oliver Chau,Quinnipiac,F,Sr,42,13,20,33,0.7857,24,91,2,2,0,19,18,3,2,60
,Blake McLaughlin,Minnesota,F,Sr,39,13,20,33,0.8462,35,107,2,0,1,8,13,60,59,50.4
,Alex Campbell,Clarkson,F,So,37,16,17,33,0.8919,2,94,4,6,1,7,19,3,5,37.5
,Mathieu Gosselin,Clarkson,F,Jr,37,11,22,33,0.8919,37,59,2,1,0,13,17,284,240,54.2
,Scott Morrow,Massachusetts,D,Fr,37,13,20,33,0.8919,10,92,3,3,0,10,17,0,1,0
,Tyler Weiss,Omaha,F,Sr,36,8,25,33,0.9167,20,85,0,0,0,2,15,0,0,
,Jachym Kondelik,Connecticut,F,Sr,36,12,21,33,0.9167,16,88,3,4,0,11,21,401,383,51.1
,Matthew Knies,Minnesota,F,Fr,33,15,18,33,1,31,97,2,5,0,15,16,0,0,
,Nick Abruzzese,Harvard,F,Jr,28,9,24,33,1.1786,8,71,1,5,0,14,9,93,128,42.1
,Jack McBain,Boston College,F,Sr,24,19,14,33,1.375,14,81,4,6,1,13,11,220,242,47.6
60,Ethan de Jong,Quinnipiac,F,Sr,42,11,21,32,0.7619,24,100,0,1,0,23,25,1,2,33.3
,Michael Joyaux,Western Michigan,D,Sr,39,8,24,32,0.8205,25,89,0,4,0,-3,52,0,0,
,Colton Young,Colgate,F,Jr,38,15,17,32,0.8421,24,112,4,1,1,4,22,4,7,36.4
,Ryan Tverberg,Connecticut,F,So,36,14,18,32,0.8889,16,67,2,2,0,10,10,2,6,25
,Henry Thrun,Harvard,D,Jr,35,7,25,32,0.9143,10,83,1,3,0,9,50,0,0,
,Brannon McManus,Omaha,F,Sr,34,9,23,32,0.9412,4,55,4,3,0,-1,13,0,0,
,Owen Power,Michigan,D,So,33,3,29,32,0.9697,12,54,0,0,0,27,50,0,1,0
67,Jake Livingstone,Minnesota State,D,So,44,9,22,31,0.7045,32,79,3,5,1,27,46,0,0,
,Alex Young,Colgate,F,So,39,10,21,31,0.7949,51,108,0,5,0,-1,17,31,24,56.4
,Brandon Scanlin,Omaha,D,Jr,38,6,25,31,0.8158,31,67,1,5,0,-13,47,0,0,
,Neil Shea,Sacred Heart,F,So,37,11,20,31,0.8378,10,97,0,1,0,15,10,2,6,25
,Ryan Ufko,Massachusetts,D,Fr,37,5,26,31,0.8378,12,55,0,3,1,4,23,0,0,
,Justin Young,American Int'l,F,Gr,36,12,19,31,0.8611,16,61,1,3,0,18,20,0,3,0
,Zach Tsekos,Clarkson,F,Gr,35,15,16,31,0.8857,21,87,2,3,1,8,44,312,266,54
,Alex Laferriere,Harvard,F,So,35,14,17,31,0.8857,12,136,3,4,0,13,12,0,1,0
,Domenick Fensore,Boston University,D,Jr,35,5,26,31,0.8857,8,97,0,3,0,7,40,0,0,
,Billy Jerry,Long Island,F,Sr,34,14,17,31,0.9118,10,84,3,4,1,2,28,378,351,51.9
,Colin Bilek,Army,F,Sr,34,11,20,31,0.9118,37,145,2,4,1,-10,25,0,0,
,Marc McLaughlin,Boston College,F,Sr,33,21,10,31,0.9394,22,92,2,8,1,10,12,343,295,53.8
,Nick Perbix,St. Cloud State,D,Sr,31,6,25,31,1,14,66,0,1,0,3,38,0,0,
80,Ottoville Leppanen,RPI,F,Sr,42,9,21,30,0.7143,31,65,1,1,1,1,24,52,40,56.5
,Jackson LaCombe,Minnesota,D,Jr,39,3,27,30,0.7692,12,84,1,1,0,23,64,0,0,
,Carter Wilkie,RIT,F,Fr,38,13,17,30,0.7895,37,95,6,2,1,4,19,346,293,54.1
,Taylor Schneider,Bowling Green,F,Sr,37,8,22,30,0.8108,20,92,1,5,0,-2,18,425,441,49.1
,Jami Krannila,St. Cloud State,F,Jr,37,15,15,30,0.8108,40,87,3,5,1,6,14,158,205,43.5
,Wilmer Skoog,Boston University,F,Jr,35,15,15,30,0.8571,20,72,2,5,0,3,8,239,295,44.8
86,Kobe Roth,Minnesota-Duluth,F,Gr,42,16,13,29,0.6905,2,115,3,3,0,-3,8,0,0,
,Mackie Samoskevich,Michigan,F,Fr,40,10,19,29,0.725,12,89,2,4,0,10,11,9,5,64.3
,Kevin Wall,Penn State,F,Jr,38,16,13,29,0.7632,32,161,1,2,0,5,21,1,7,12.5
,Nick Blankenburg,Michigan,D,Sr,38,14,15,29,0.7632,22,106,3,6,0,17,47,0,2,0
,Brandon Estes,Union,D,Sr,37,7,22,29,0.7838,10,93,2,2,0,-7,44,1,0,100
,Ayrton Martino,Clarkson,F,Fr,37,7,22,29,0.7838,8,63,2,0,0,5,13,0,0,
,Sean Behrens,Denver,D,Fr,37,3,26,29,0.7838,12,62,0,2,0,9,45,0,0,
,Zak Galambos,American Int'l,D,Jr,36,5,24,29,0.8056,49,105,1,1,0,1,66,0,0,
,Chris Dodero,American Int'l,F,Gr,36,13,16,29,0.8056,6,68,2,5,3,6,22,51,44,53.7
,Will Gavin,Air Force,F,So,35,16,13,29,0.8286,73,121,4,2,0,-2,8,5,0,100
,Chris Theodore,American Int'l,F,Sr,35,10,19,29,0.8286,6,56,3,1,0,12,11,1,1,50
,Mason Lohrei,Ohio State,D,Fr,31,4,25,29,0.9355,20,55,0,1,0,16,41,0,0,
,Matt Stienburg,Cornell,F,Jr,28,13,16,29,1.0357,30,63,4,4,0,11,22,50,67,42.7
99,Blake Biondi,Minnesota-Duluth,F,So,42,17,11,28,0.6667,16,122,3,3,0,15,8,2,4,33.3
,Matt Verboon,Colgate,F,Jr,40,10,18,28,0.7,6,94,1,6,0,9,15,116,73,61.4
,Max Ellis,Notre Dame,F,Jr,39,16,12,28,0.7179,14,150,2,2,2,12,13,1,3,25
,Josh Passolt,Western Michigan,F,Sr,38,8,20,28,0.7368,20,92,1,2,2,-4,16,2,9,18.2
,Jake Stella,American Int'l,F,Jr,37,12,16,28,0.7568,12,53,3,6,0,10,21,232,248,48.3
,Zach Okabe,St. Cloud State,F,Jr,37,11,17,28,0.7568,14,81,2,6,0,1,10,2,3,40
,Reggie Lutz,Minnesota State,F,Sr,37,15,13,28,0.7568,16,108,5,7,0,11,12,0,0,
,Trevor Cosgrove,Northern Michigan,D,Sr,37,9,19,28,0.7568,26,111,1,2,0,5,27,0,0,
,Connor Ford,North Dakota,F,Sr,37,4,24,28,0.7568,8,61,0,0,0,2,26,587,353,62.4
,Tommy Parrottino,Michigan Tech,F,Sr,37,11,17,28,0.7568,8,69,3,5,0,12,9,1,1,50
,Anthony Romano,Clarkson,F,Jr,37,15,13,28,0.7568,18,97,2,5,0,7,17,18,26,40.9
,Derek Daschke,Miami,D,Sr,36,4,24,28,0.7778,8,74,1,1,0,-18,72,1,0,100
,Connor MacEachern,Penn State,F,Jr,36,14,14,28,0.7778,16,127,3,6,1,9,17,367,260,58.5
,Jake Wise,Ohio State,F,Sr,35,10,18,28,0.8,2,79,2,2,0,15,26,324,336,49.1
,Andre Lee,Mass.-Lowell,F,Jr,34,16,12,28,0.8235,50,87,4,3,0,12,27,1,0,100
,Steven Jandric,Merrimack,F,Sr,34,8,20,28,0.8235,10,63,0,3,0,-3,14,0,2,0
,Carl Berglund,Mass.-Lowell,F,Jr,33,9,19,28,0.8485,8,72,2,4,0,9,12,158,170,48.2
,Sean Farrell,Harvard,F,Fr,24,10,18,28,1.1667,11,72,2,4,0,6,10,9,14,39.1
117,Simon Kjellberg,RPI,D,Jr,43,8,19,27,0.6279,16,84,1,3,0,-5,30,0,0,
,Michael Lombardi,Quinnipiac,F,Sr,42,14,13,27,0.6429,10,94,4,1,0,30,17,3,1,75
,Josh McKechney,Colgate,F,Sr,40,14,13,27,0.675,21,71,4,4,0,8,22,394,373,51.4
,Sammy Walker,Minnesota,F,Sr,39,14,13,27,0.6923,20,90,4,1,0,14,25,230,217,51.5
,Spencer Stastney,Notre Dame,D,Sr,39,7,20,27,0.6923,8,58,1,2,2,18,69,0,0,
,Ryder Rolston,Notre Dame,F,So,38,10,17,27,0.7105,24,109,4,3,0,8,8,0,0,
,Parker Ford,Providence,F,Jr,38,13,14,27,0.7105,31,109,2,3,1,6,19,457,304,60.1
,Austin Heidemann,Mercyhurst,F,So,38,12,15,27,0.7105,18,97,0,2,0,-6,24,14,24,36.8
,Will Calverley,RIT,F,Sr,38,15,12,27,0.7105,12,101,1,6,0,2,36,391,406,49.1
,Ben Newhouse,Northern Michigan,D,Sr,37,5,22,27,0.7297,4,68,0,1,0,8,107,1,1,50
,Michael Colella,Northern Michigan,F,So,37,15,12,27,0.7297,10,69,1,5,0,1,10,6,2,75
,Drew Bavaro,Bentley,D,So,36,9,18,27,0.75,26,125,1,3,1,-11,30,0,0,
,Easton Brodzinski,St. Cloud State,F,Sr,36,12,15,27,0.75,72,88,1,4,0,2,9,15,13,53.6
,Jacob Bengtsson,Lake Superior,D,So,36,3,24,27,0.75,63,51,1,2,0,5,34,0,0,
,Braeden Tuck,Sacred Heart,F,Jr,35,12,15,27,0.7714,2,47,0,0,0,8,13,29,38,43.3
,Tyler Ward,New Hampshire,F,Sr,34,11,16,27,0.7941,4,100,0,5,0,-10,18,1,3,25
,Liam Walsh,Merrimack,F,Jr,34,10,17,27,0.7941,41,65,3,4,0,1,21,254,308,45.2
,Nick Leivermann,Notre Dame,D,Sr,34,6,21,27,0.7941,8,96,1,1,0,16,46,0,0,
,Filip Forsmark,Merrimack,F,Jr,33,11,16,27,0.8182,35,51,2,2,0,8,10,0,1,0
,Dante Sheriff,Mercyhurst,F,So,33,8,19,27,0.8182,43,96,0,3,0,5,13,32,24,57.1
,Carson Briere,Mercyhurst,F,So,31,13,14,27,0.871,20,54,1,4,0,4,17,162,237,40.6
,Sam Colangelo,Northeastern,F,So,29,12,15,27,0.931,18,63,4,3,0,8,12,0,2,0
,Josh Lopina,Massachusetts,F,So,27,12,15,27,1,8,62,4,6,0,21,17,418,276,60.2
140,Michael Pastujov,Michigan,F,Sr,42,11,15,26,0.619,6,67,4,1,1,15,18,1,2,33.3
,Koby Bender,Minnesota-Duluth,F,Sr,42,7,19,26,0.619,14,79,2,3,0,-2,23,2,3,40
,Landon Slaggert,Notre Dame,F,So,40,12,14,26,0.65,39,93,3,2,0,9,21,1,1,50
,Jason Polin,Western Michigan,F,Jr,39,16,10,26,0.6667,4,103,2,4,0,6,19,15,18,45.5
,Cole Gallant,Western Michigan,F,Sr,39,9,17,26,0.6667,2,64,2,4,0,15,18,0,2,0
,Bryce Brodzinski,Minnesota,F,Jr,39,12,14,26,0.6667,10,83,2,4,0,6,10,2,3,40
,Elias Rosén,Bemidji State,D,Jr,38,7,19,26,0.6842,18,83,4,5,0,0,27,0,1,0
,Akito Hirose,Minnesota State,D,So,38,2,24,26,0.6842,8,45,0,0,0,28,24,0,0,
,Brandon Kruse,Boston College,F,Sr,38,3,23,26,0.6842,18,54,0,0,0,-4,18,0,0,
,Ryan Kirwan,Penn State,F,Fr,36,13,13,26,0.7222,8,152,3,2,0,3,19,27,27,50
,Austen Swankler,Bowling Green,F,Fr,36,8,18,26,0.7222,14,106,2,3,0,-8,13,232,240,49.2
,Ryan Leibold,Holy Cross,F,Sr,35,10,16,26,0.7429,24,111,1,3,0,3,27,371,394,48.5
,Brian Rigali,American Int'l,F,Gr,32,12,14,26,0.8125,8,64,3,4,0,5,29,107,105,50.5
,Keaton Mastrodonato,Canisius,F,Jr,30,11,15,26,0.8667,20,84,3,1,2,6,25,1,1,50
,Jake Sanderson,North Dakota,D,So,23,8,18,26,1.1304,6,66,1,1,0,5,27,0,0,
155,Jakub Lacka,RPI,F,Sr,42,8,17,25,0.5952,16,68,1,3,1,0,17,2,4,33.3
,Quinn Olson,Minnesota-Duluth,F,Jr,42,6,19,25,0.5952,41,113,2,1,0,5,17,0,0,
,Graham Slaggert,Notre Dame,F,Sr,39,12,13,25,0.641,27,81,2,3,1,9,31,310,295,51.2
,Gunnarwolfe Fontaine,Northeastern,F,So,39,8,17,25,0.641,20,92,2,1,0,5,10,1,3,25
,Patrick Moynihan,Providence,F,Jr,38,11,14,25,0.6579,24,96,1,6,0,0,25,0,2,0
,Sam Morton,Minnesota State,F,Jr,38,9,16,25,0.6579,12,86,0,3,0,26,19,141,96,59.5
,Cam Thiesing,Ohio State,F,Fr,37,8,17,25,0.6757,53,120,2,0,0,21,16,3,11,21.4
,Brandon Koch,Air Force,D,Jr,36,3,22,25,0.6944,22,98,1,2,0,3,41,2,1,66.7
,Casey Dornbach,Harvard,F,Sr,34,8,17,25,0.7353,8,47,3,1,0,0,5,75,86,46.6
,Robert Mastrosimone,Boston University,F,Jr,34,11,14,25,0.7353,28,97,1,2,0,5,17,0,1,0
,Filip Fornåå Svensson,Alaska,F,Jr,34,9,16,25,0.7353,12,73,3,4,1,-2,34,0,6,0
,Lynden Breen,Maine,F,So,33,9,16,25,0.7576,10,105,0,3,0,-10,3,343,326,51.3
,Willie Reim,Air Force,F,Jr,32,11,14,25,0.7813,16,109,1,3,0,1,24,69,77,47.3
,Jack Jacome,Clarkson,F,Gr,32,2,23,25,0.7813,22,68,0,1,0,0,14,1,0,100
,Drew Helleson,Boston College,D,Jr,32,4,21,25,0.7813,30,62,2,2,0,-9,31,0,0,
,Alex Barber,Bowling Green,F,Sr,32,10,15,25,0.7813,32,94,3,4,1,-9,14,1,9,10
,Garrett Wait,Massachusetts,F,Sr,32,13,12,25,0.7813,12,54,1,5,0,16,11,8,9,47.1
,Tyler Welsh,Long Island,F,Sr,27,7,18,25,0.9259,26,42,1,4,0,-8,14,94,119,44.1
173,Trevor Janicke,Notre Dame,F,Jr,40,15,9,24,0.6,14,100,4,3,0,5,17,98,95,50.8
,Jake Schmaltz,North Dakota,F,Fr,39,8,16,24,0.6154,10,48,2,3,0,7,16,274,253,52
,Elijiah Barriga,American Int'l,F,Sr,37,9,15,24,0.6486,16,75,2,4,0,6,22,308,311,49.8
,Nikita Nesterenko,Boston College,F,So,37,7,17,24,0.6486,50,77,0,0,1,7,6,0,2,0
,Noah Cates,Minnesota-Duluth,F,Sr,37,11,13,24,0.6486,19,79,4,5,0,4,13,18,24,42.9
,Nolan Walker,St. Cloud State,F,Sr,37,11,13,24,0.6486,26,67,0,3,0,-9,13,314,272,53.6
,Clayton Cosentino,Air Force,F,Fr,36,7,17,24,0.6667,18,57,0,2,0,2,17,358,296,54.7
,Jesse Tucker,Michigan State,F,Fr,36,2,22,24,0.6667,12,66,0,0,0,-7,17,223,226,49.7
,Jack Becker,Arizona State,F,Gr,35,8,16,24,0.6857,12,73,1,4,2,-2,17,100,100,50
,Declan Carlile,Merrimack,D,Jr,35,7,17,24,0.6857,8,76,2,1,0,14,87,0,0,
,Jack St. Ivany,Boston College,D,Sr,35,4,20,24,0.6857,6,84,0,1,0,8,32,0,0,
,PJ Fletcher,Miami,F,So,35,8,16,24,0.6857,14,54,0,4,0,-3,13,15,30,33.3
,Jackson Pierson,New Hampshire,F,Sr,34,12,12,24,0.7059,8,94,4,2,1,-9,15,401,298,57.4
,Brady Risk,Alaska,F,So,31,10,14,24,0.7742,27,74,1,2,1,0,9,169,193,46.7
,Austin Magera,Sacred Heart,F,Sr,30,10,14,24,0.8,25,68,2,2,0,0,24,309,342,47.5
188,TJ Friedmann,Quinnipiac,D,Sr,41,10,13,23,0.561,14,62,1,0,0,21,18,170,141,54.7
,Ty Smilanic,Quinnipiac,F,So,41,13,10,23,0.561,34,84,3,4,0,16,9,0,1,0
,Veeti Miettinen,St. Cloud State,F,So,37,10,13,23,0.6216,0,114,3,5,0,1,17,1,1,50
,Cameron Berg,Omaha,F,Fr,37,8,15,23,0.6216,14,75,0,3,0,4,17,176,150,54
,Lucas Sowder,Minnesota State,F,Jr,37,7,16,23,0.6216,4,46,3,3,0,9,11,0,0,
,Nathan Burke,Bowling Green,F,Sr,37,16,7,23,0.6216,14,114,1,6,0,-10,12,0,11,0
,Ryan Naumovski,Niagara,F,Jr,36,7,16,23,0.6389,2,74,0,3,0,-13,14,11,20,35.5
,Matt Barry,Miami,F,Sr,36,8,15,23,0.6389,20,46,0,3,0,-20,14,143,166,46.3
,Colin Swoyer,Michigan Tech,D,Sr,36,5,18,23,0.6389,22,78,1,4,0,11,49,0,0,
,Rylee St. Onge,Mercyhurst,F,Jr,36,15,8,23,0.6389,37,102,4,3,0,1,9,2,3,40
,Justin Michaelian,Ferris State,F,Sr,35,8,15,23,0.6571,12,65,2,0,2,-10,10,0,3,0
,Vladislav Firstov,Connecticut,F,Jr,35,12,11,23,0.6571,18,70,1,1,0,10,8,1,1,50
,Logan Pietila,Michigan Tech,F,Jr,34,13,10,23,0.6765,2,78,4,2,2,11,16,156,208,42.9
,Lucas Condotta,Mass.-Lowell,F,Sr,33,10,13,23,0.697,25,86,1,2,3,4,22,374,291,56.2
,Alex Jefferies,Merrimack,F,So,33,10,13,23,0.697,10,94,3,5,0,-7,17,3,4,42.9
,Ben Copeland,Penn State,F,Sr,33,6,17,23,0.697,10,68,0,2,0,-11,8,197,251,44
,Lee Lapid,Canisius,F,Sr,33,11,12,23,0.697,29,78,1,3,0,6,21,277,311,47.1
,Cole Kodsi,Bentley,F,So,33,10,13,23,0.697,10,79,1,2,1,2,22,19,17,52.8
,Max Crozier,Providence,D,Jr,32,7,16,23,0.7188,16,87,0,5,0,9,32,0,0,
,Sam Malinski,Cornell,D,Jr,32,5,18,23,0.7188,26,81,1,2,0,20,41,0,0,
,Max Kouznetsov,Canisius,F,So,32,12,11,23,0.7188,20,60,2,5,0,6,16,147,141,51
,Matt Gosiewski,Bentley,F,Jr,32,7,16,23,0.7188,6,86,2,1,0,-9,14,202,204,49.8
,Sean Chisholm,Dartmouth,F,Fr,31,9,14,23,0.7419,27,81,1,0,0,1,33,294,362,44.8
,Chayse Primeau,Omaha,F,Sr,30,9,14,23,0.7667,18,50,3,2,0,1,8,245,262,48.3
,Ben Berard,Cornell,F,Jr,26,14,9,23,0.8846,6,87,3,5,0,11,10,0,0,
,Max Andreev,Cornell,F,Sr,22,9,14,23,1.0455,23,55,0,3,0,17,10,228,184,55.3
214,Ondrej Pavel,Minnesota State,F,So,44,12,10,22,0.5,24,92,3,1,0,19,21,231,179,56.3
,Casey Gilling,Minnesota-Duluth,F,Sr,40,8,14,22,0.55,14,99,1,3,0,-8,24,382,439,46.5
,Colby Ambrosio,Boston College,F,So,38,9,13,22,0.5789,8,99,1,1,0,7,8,87,116,42.9
,Ethan Somoza,Bemidji State,F,Sr,38,10,12,22,0.5789,8,110,0,4,0,-16,26,4,9,30.8
,Patrick Giles,Boston College,F,Sr,37,15,7,22,0.5946,26,85,2,1,2,3,23,222,220,50.2
,Ben Schoen,Penn State,F,Fr,37,6,16,22,0.5946,39,53,0,1,0,8,8,149,198,42.9
,Max Sasson,Western Michigan,F,Fr,37,9,13,22,0.5946,18,69,1,2,1,4,17,175,231,43.1
,Noah Beck,Clarkson,D,So,37,5,17,22,0.5946,24,49,1,2,0,8,31,0,0,
,Collin Graf,Union,F,Fr,37,11,11,22,0.5946,10,82,2,3,0,-2,10,41,41,50
,David Keefer,Northern Michigan,F,Sr,36,10,12,22,0.6111,18,47,4,3,0,1,16,122,141,46.4
,Mathieu De St. Phalle,Wisconsin,F,So,36,10,12,22,0.6111,8,72,2,4,0,-10,9,2,1,66.7
,Matthew Barbolini,Miami,F,So,35,10,12,22,0.6286,32,49,0,6,0,-13,30,23,22,51.1
,Nick Hale,Holy Cross,D,Jr,35,4,18,22,0.6286,20,65,1,1,0,-10,39,0,0,
,Ryan Brushett,Mass.-Lowell,F,Jr,35,8,14,22,0.6286,4,61,1,5,0,0,10,1,2,33.3
,Corson Ceulemans,Wisconsin,D,Fr,34,7,15,22,0.6471,33,102,1,4,0,-12,40,0,0,
,Tim Lovell,Arizona State,D,So,34,4,18,22,0.6471,28,35,1,1,0,-6,16,0,0,
,Nate Horn,Air Force,F,So,33,11,11,22,0.6667,19,46,3,5,0,1,10,2,4,33.3
,Hampus Eriksson,Northern Michigan,F,Sr,33,6,16,22,0.6667,18,41,2,1,1,7,17,295,298,49.7
,Jeremy Davidson,Michigan State,F,So,32,11,11,22,0.6875,24,81,2,4,0,-2,17,0,2,0
,Lukas Kaelble,Clarkson,D,Gr,32,7,15,22,0.6875,16,68,2,4,0,6,32,0,0,
,Mitchell Martan,Canisius,F,Sr,31,5,17,22,0.7097,31,79,2,1,0,9,17,11,8,57.9
,Corey Andonovski,Princeton,F,Sr,31,10,12,22,0.7097,34,76,0,6,0,-12,12,4,3,57.1
,Justin Hryckowian,Northeastern,F,Fr,27,7,15,22,0.8148,14,47,0,5,0,1,28,341,203,62.7
,Brandon Puricelli,Lake Superior,F,Jr,24,13,9,22,0.9167,10,56,3,5,0,-3,9,0,0,
,Jay O'Brien,Boston University,F,Jr,24,10,12,22,0.9167,38,84,1,4,0,2,11,206,188,52.3
,Sam Hentges,St. Cloud State,F,Sr,20,12,10,22,1.1,19,61,3,6,0,8,5,0,2,0
240,Ryan Barrow,Denver,F,Sr,41,8,13,21,0.5122,12,49,2,0,0,19,22,2,2,50
,Ty Glover,Western Michigan,F,So,39,8,13,21,0.5385,48,90,0,3,0,2,4,11,13,45.8
,Marshall Warren,Boston College,D,Jr,37,6,15,21,0.5676,12,106,1,1,0,-3,41,0,0,
,Logan Britt,Sacred Heart,D,Jr,37,3,18,21,0.5676,30,68,0,1,0,6,43,0,0,
,"Jimmy Dowd, Jr.",Penn State,D,So,37,3,18,21,0.5676,32,67,0,1,0,-10,37,0,0,
,Kevin Conley,Omaha,F,Sr,37,10,11,21,0.5676,77,79,0,6,0,-1,14,5,2,71.4
,Jake Hamacher,RIT,F,Sr,37,9,12,21,0.5676,19,72,2,5,0,-6,6,0,0,
,Marc Gatcomb,Connecticut,F,Sr,36,8,13,21,0.5833,14,94,0,0,0,6,17,0,5,0
,Anthony Firriolo,Army,D,Jr,35,9,12,21,0.6,26,80,0,4,0,-15,54,0,0,
,Matteo Costantini,North Dakota,F,Fr,35,8,13,21,0.6,4,47,1,1,0,12,9,43,43,50
,Hunter McKown,Colorado College,F,So,35,13,8,21,0.6,29,85,3,3,0,-10,10,105,132,44.3
