Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,Season,Pos_Group,PtGm_pct,G_pct,A_pct,Shots_pct,PPG_pct,SHG_pct,+/-_pct,Blk_pct,FO_pct,Elite
Carter Wilkie,RIT,F,Fr,38.0,13.0,17.0,30.0,0.7895,37.0,95.0,6.0,2.0,1.0,4.0,19.0,346.0,293.0,54.1,2021-22,F,89.82161594963274,92.2875131164743,91.39559286463799,91.55299055613851,73.29485834207765,91.97271773347325,75.97061909758656,81.89926547743967,78.7548138639281,False
Taylor Schneider,Bowling Green,F,Sr,37.0,8.0,22.0,30.0,0.8108,20.0,92.0,1.0,5.0,0.0,-2.0,18.0,425.0,441.0,49.1,2021-22,F,90.92339979013641,74.34417628541448,96.27492130115425,89.97901364113326,94.38614900314796,43.12696747114376,41.2906610703043,78.43651626442812,55.96919127086007,True
Jami Krannila,St. Cloud State,F,Jr,37.0,15.0,15.0,30.0,0.8108,40.0,87.0,3.0,5.0,1.0,6.0,14.0,158.0,205.0,43.5,2021-22,F,90.92339979013641,95.17313746065058,87.46065057712487,87.72298006295908,94.38614900314796,91.97271773347325,82.10912906610703,62.01469045120671,37.22721437740693,True
Wilmer Skoog,Boston University,F,Jr,35.0,15.0,15.0,30.0,0.8571,20.0,72.0,2.0,5.0,0.0,3.0,8.0,239.0,295.0,44.8,2021-22,F,92.5498426023085,95.17313746065058,87.46065057712487,79.85309548793285,94.38614900314796,43.12696747114376,71.8258132214061,34.67995802728227,41.7201540436457,True
Kobe Roth,Minnesota-Duluth,F,Gr,42.0,16.0,13.0,29.0,0.6905,2.0,115.0,3.0,3.0,0.0,-3.0,8.0,0.0,0.0,,2021-22,F,84.05036726128017,96.48478488982161,82.21406086044072,97.58656873032528,82.05666316894019,43.12696747114376,35.30954879328437,34.67995802728227,,False
Mackie Samoskevich,Michigan,F,Fr,40.0,10.0,19.0,29.0,0.725,12.0,89.0,2.0,4.0,0.0,10.0,11.0,9.0,5.0,64.3,2021-22,F,86.46379853095489,82.9485834207765,93.96642182581321,88.82476390346274,89.24449108079749,43.12696747114376,90.45120671563484,49.422875131164744,91.65596919127086,False
Kevin Wall,Penn State,F,Jr,38.0,16.0,13.0,29.0,0.7632,32.0,161.0,1.0,2.0,0.0,5.0,21.0,1.0,7.0,12.5,2021-22,F,88.66736621196223,96.48478488982161,82.21406086044072,99.94753410283316,73.29485834207765,43.12696747114376,79.32843651626443,86.14900314795383,10.783055198973042,False
Nick Blankenburg,Michigan,D,Sr,38.0,14.0,15.0,29.0,0.7632,22.0,106.0,3.0,6.0,0.0,17.0,47.0,0.0,2.0,0.0,2021-22,D,95.97701149425288,99.61685823754789,88.98467432950191,99.13793103448276,99.61685823754789,48.75478927203065,94.73180076628353,83.65384615384616,25.728155339805824,True
Brandon Estes,Union,D,Sr,37.0,7.0,22.0,29.0,0.7838,10.0,93.0,2.0,2.0,0.0,-7.0,44.0,1.0,0.0,100.0,2021-22,D,96.83908045977012,95.6896551724138,96.36015325670499,97.31800766283524,90.42145593869732,48.75478927203065,19.444444444444446,79.23076923076923,86.40776699029125,True
Ayrton Martino,Clarkson,F,Fr,37.0,7.0,22.0,29.0,0.7838,8.0,63.0,2.0,0.0,0.0,5.0,13.0,0.0,0.0,,2021-22,F,89.61175236096537,68.73032528856243,96.27492130115425,70.82896117523609,26.705141657922347,43.12696747114376,79.32843651626443,57.869884575026234,,False
Sean Behrens,Denver,D,Fr,37.0,3.0,26.0,29.0,0.7838,12.0,62.0,0.0,2.0,0.0,9.0,45.0,0.0,0.0,,2021-22,D,96.83908045977012,74.61685823754789,99.23371647509579,84.48275862068965,90.42145593869732,48.75478927203065,85.91954022988506,80.76923076923077,,True
Zak Galambos,American Int'l,D,Jr,36.0,5.0,24.0,29.0,0.8056,49.0,105.0,1.0,1.0,0.0,1.0,66.0,0.0,0.0,,2021-22,D,97.31800766283524,89.17624521072797,97.70114942528735,98.85057471264368,78.35249042145594,48.75478927203065,60.05747126436781,96.53846153846153,,True
Chris Dodero,American Int'l,F,Gr,36.0,13.0,16.0,29.0,0.8056,6.0,68.0,2.0,5.0,3.0,6.0,22.0,51.0,44.0,53.7,2021-22,F,90.6610703043022,92.2875131164743,89.34942287513117,76.0230849947534,94.38614900314796,99.73767051416579,82.10912906610703,87.93284365162644,77.34274711168165,True
Will Gavin,Air Force,F,So,35.0,16.0,13.0,29.0,0.8286,73.0,121.0,4.0,2.0,0.0,-2.0,8.0,5.0,0.0,100.0,2021-22,F,91.76285414480587,96.48478488982161,82.21406086044072,97.90136411332634,73.29485834207765,43.12696747114376,41.2906610703043,34.67995802728227,98.01026957637997,True
Chris Theodore,American Int'l,F,Sr,35.0,10.0,19.0,29.0,0.8286,6.0,56.0,3.0,1.0,0.0,12.0,11.0,1.0,1.0,50.0,2021-22,F,91.76285414480587,82.9485834207765,93.96642182581321,64.21825813221406,60.8604407135362,43.12696747114376,93.07450157397692,49.422875131164744,61.81001283697047,True
Mason Lohrei,Ohio State,D,Fr,31.0,4.0,25.0,29.0,0.9355,20.0,55.0,0.0,1.0,0.0,16.0,41.0,0.0,0.0,,2021-22,D,99.23371647509579,83.33333333333334,98.5632183908046,78.83141762452107,78.35249042145594,48.75478927203065,93.67816091954023,74.90384615384616,,True
Matt Stienburg,Cornell,F,Jr,28.0,13.0,16.0,29.0,1.0357,30.0,63.0,4.0,4.0,0.0,11.0,22.0,50.0,67.0,42.7,2021-22,F,96.74711437565581,92.2875131164743,89.34942287513117,70.82896117523609,89.24449108079749,43.12696747114376,91.86778593913955,87.93284365162644,33.504492939666235,True
Blake Biondi,Minnesota-Duluth,F,So,42.0,17.0,11.0,28.0,0.6667,16.0,122.0,3.0,3.0,0.0,15.0,8.0,2.0,4.0,33.3,2021-22,F,82.5813221406086,97.27177334732424,75.1311647429171,98.00629590766002,82.05666316894019,43.12696747114376,95.48793284365162,34.67995802728227,20.410783055198973,False
Matt Verboon,Colgate,F,Jr,40.0,10.0,18.0,28.0,0.7,6.0,94.0,1.0,6.0,0.0,9.0,15.0,116.0,73.0,61.4,2021-22,F,84.78488982161595,82.9485834207765,92.9171038824764,90.97586568730324,97.2193074501574,43.12696747114376,88.61490031479539,65.73976915005247,89.98716302952504,False
Max Ellis,Notre Dame,F,Jr,39.0,16.0,12.0,28.0,0.7179,14.0,150.0,2.0,2.0,2.0,12.0,13.0,1.0,3.0,25.0,2021-22,F,85.93913955928646,96.48478488982161,78.54144805876182,99.47534102833158,73.29485834207765,98.63588667366213,93.07450157397692,57.869884575026234,14.441591784338895,False
Josh Passolt,Western Michigan,F,Sr,38.0,8.0,20.0,28.0,0.7368,20.0,92.0,1.0,2.0,2.0,-4.0,16.0,2.0,9.0,18.2,2021-22,F,86.98845750262329,74.34417628541448,94.91080797481636,89.97901364113326,73.29485834207765,98.63588667366213,30.220356768100736,69.62224554039874,12.130937098844672,False
Jake Stella,American Int'l,F,Jr,37.0,12.0,16.0,28.0,0.7568,12.0,53.0,3.0,6.0,0.0,10.0,21.0,232.0,248.0,48.3,2021-22,F,87.8803777544596,90.0314795383001,89.34942287513117,60.65057712486883,97.2193074501574,43.12696747114376,90.45120671563484,86.14900314795383,54.107830551989736,False
Zach Okabe,St. Cloud State,F,Jr,37.0,11.0,17.0,28.0,0.7568,14.0,81.0,2.0,6.0,0.0,1.0,10.0,2.0,3.0,40.0,2021-22,F,87.8803777544596,86.98845750262329,91.39559286463799,84.83735571878279,97.2193074501574,43.12696747114376,62.48688352570829,44.700944386149004,28.305519897304237,False
Reggie Lutz,Minnesota State,F,Sr,37.0,15.0,13.0,28.0,0.7568,16.0,108.0,5.0,7.0,0.0,11.0,12.0,0.0,0.0,,2021-22,F,87.8803777544596,95.17313746065058,82.21406086044072,95.80272822665268,98.53095487932843,43.12696747114376,91.86778593913955,53.46274921301154,,False
Trevor Cosgrove,Northern Michigan,D,Sr,37.0,9.0,19.0,28.0,0.7568,26.0,111.0,1.0,2.0,0.0,5.0,27.0,0.0,0.0,,2021-22,D,95.78544061302682,98.08429118773945,94.6360153256705,99.52107279693486,90.42145593869732,48.75478927203065,76.34099616858238,46.44230769230769,,True
Connor Ford,North Dakota,F,Sr,37.0,4.0,24.0,28.0,0.7568,8.0,61.0,0.0,0.0,0.0,2.0,26.0,587.0,353.0,62.4,2021-22,F,87.8803777544596,48.7408184679958,97.53410283315844,68.78279118572928,26.705141657922347,43.12696747114376,67.89087093389297,92.86463798530956,90.62901155327343,False
Tommy Parrottino,Michigan Tech,F,Sr,37.0,11.0,17.0,28.0,0.7568,8.0,69.0,3.0,5.0,0.0,12.0,9.0,1.0,1.0,50.0,2021-22,F,87.8803777544596,86.98845750262329,91.39559286463799,77.28226652675761,94.38614900314796,43.12696747114376,93.07450157397692,39.664218258132216,61.81001283697047,False
Anthony Romano,Clarkson,F,Jr,37.0,15.0,13.0,28.0,0.7568,18.0,97.0,2.0,5.0,0.0,7.0,17.0,18.0,26.0,40.9,2021-22,F,87.8803777544596,95.17313746065058,82.21406086044072,92.49737670514165,94.38614900314796,43.12696747114376,84.73242392444911,73.9769150052466,30.166880616174584,False
Derek Daschke,Miami,D,Sr,36.0,4.0,24.0,28.0,0.7778,8.0,74.0,1.0,1.0,0.0,-18.0,72.0,1.0,0.0,100.0,2021-22,D,96.36015325670499,83.33333333333334,97.70114942528735,92.52873563218391,78.35249042145594,48.75478927203065,2.586206896551724,98.26923076923076,86.40776699029125,True
Connor MacEachern,Penn State,F,Jr,36.0,14.0,14.0,28.0,0.7778,16.0,127.0,3.0,6.0,1.0,9.0,17.0,367.0,260.0,58.5,2021-22,F,89.08709338929695,93.75655823714585,85.25708289611752,98.37355718782791,97.2193074501574,91.97271773347325,88.61490031479539,73.9769150052466,87.22721437740694,False
Jake Wise,Ohio State,F,Sr,35.0,10.0,18.0,28.0,0.8,2.0,79.0,2.0,2.0,0.0,15.0,26.0,324.0,336.0,49.1,2021-22,F,90.45120671563484,82.9485834207765,92.9171038824764,83.73557187827912,73.29485834207765,43.12696747114376,95.48793284365162,92.86463798530956,55.96919127086007,True
Andre Lee,Mass.-Lowell,F,Jr,34.0,16.0,12.0,28.0,0.8235,50.0,87.0,4.0,3.0,0.0,12.0,27.0,1.0,0.0,100.0,2021-22,F,91.55299055613851,96.48478488982161,78.54144805876182,87.72298006295908,82.05666316894019,43.12696747114376,93.07450157397692,93.96642182581321,98.01026957637997,True
Steven Jandric,Merrimack,F,Sr,34.0,8.0,20.0,28.0,0.8235,10.0,63.0,0.0,3.0,0.0,-3.0,14.0,0.0,2.0,0.0,2021-22,F,91.55299055613851,74.34417628541448,94.91080797481636,70.82896117523609,82.05666316894019,43.12696747114376,35.30954879328437,62.01469045120671,5.134788189987163,True
Carl Berglund,Mass.-Lowell,F,Jr,33.0,9.0,19.0,28.0,0.8485,8.0,72.0,2.0,4.0,0.0,9.0,12.0,158.0,170.0,48.2,2021-22,F,92.44491080797481,78.85624344176286,93.96642182581321,79.85309548793285,89.24449108079749,43.12696747114376,88.61490031479539,53.46274921301154,53.78690629011553,True
Sean Farrell,Harvard,F,Fr,24.0,10.0,18.0,28.0,1.1667,11.0,72.0,2.0,4.0,0.0,6.0,10.0,9.0,14.0,39.1,2021-22,F,98.53095487932843,82.9485834207765,92.9171038824764,79.85309548793285,89.24449108079749,43.12696747114376,82.10912906610703,44.700944386149004,27.086007702182286,True
Simon Kjellberg,RPI,D,Jr,43.0,8.0,19.0,27.0,0.6279,16.0,84.0,1.0,3.0,0.0,-5.0,30.0,0.0,0.0,,2021-22,D,91.76245210727969,97.22222222222221,94.6360153256705,96.16858237547893,95.78544061302682,48.75478927203065,25.57471264367816,53.26923076923077,,True
Michael Lombardi,Quinnipiac,F,Sr,42.0,14.0,13.0,27.0,0.6429,10.0,94.0,4.0,1.0,0.0,30.0,17.0,3.0,1.0,75.0,2021-22,F,80.27282266526757,93.75655823714585,82.21406086044072,90.97586568730324,60.8604407135362,43.12696747114376,99.63273871983212,73.9769150052466,95.1219512195122,False
Josh McKechney,Colgate,F,Sr,40.0,14.0,13.0,27.0,0.675,21.0,71.0,4.0,4.0,0.0,8.0,22.0,394.0,373.0,51.4,2021-22,F,83.2109129066107,93.75655823714585,82.21406086044072,79.01364113326338,89.24449108079749,43.12696747114376,86.6211962224554,87.93284365162644,70.47496790757381,False
Sammy Walker,Minnesota,F,Sr,39.0,14.0,13.0,27.0,0.6923,20.0,90.0,4.0,1.0,0.0,14.0,25.0,230.0,217.0,51.5,2021-22,F,84.15529905561385,93.75655823714585,82.21406086044072,89.24449108079749,60.8604407135362,43.12696747114376,94.80587618048268,91.97271773347325,70.98844672657253,False
Spencer Stastney,Notre Dame,D,Sr,39.0,7.0,20.0,27.0,0.6923,8.0,58.0,1.0,2.0,2.0,18.0,69.0,0.0,0.0,,2021-22,D,94.25287356321839,95.6896551724138,95.21072796934867,81.03448275862068,90.42145593869732,100.0,95.3065134099617,97.6923076923077,,True
Ryder Rolston,Notre Dame,F,So,38.0,10.0,17.0,27.0,0.7105,24.0,109.0,4.0,3.0,0.0,8.0,8.0,0.0,0.0,,2021-22,F,85.46694648478488,82.9485834207765,91.39559286463799,96.16998950682057,82.05666316894019,43.12696747114376,86.6211962224554,34.67995802728227,,False
Parker Ford,Providence,F,Jr,38.0,13.0,14.0,27.0,0.7105,31.0,109.0,2.0,3.0,1.0,6.0,19.0,457.0,304.0,60.1,2021-22,F,85.46694648478488,92.2875131164743,85.25708289611752,96.16998950682057,82.05666316894019,91.97271773347325,82.10912906610703,81.89926547743967,89.66623876765082,False
Austin Heidemann,Mercyhurst,F,So,38.0,12.0,15.0,27.0,0.7105,18.0,97.0,0.0,2.0,0.0,-6.0,24.0,14.0,24.0,36.8,2021-22,F,85.46694648478488,90.0314795383001,87.46065057712487,92.49737670514165,73.29485834207765,43.12696747114376,22.560335781741866,90.71353620146905,24.5186136071887,False
Will Calverley,RIT,F,Sr,38.0,15.0,12.0,27.0,0.7105,12.0,101.0,1.0,6.0,0.0,2.0,36.0,391.0,406.0,49.1,2021-22,F,85.46694648478488,95.17313746065058,78.54144805876182,93.96642182581321,97.2193074501574,43.12696747114376,67.89087093389297,98.84575026232949,55.96919127086007,False
Ben Newhouse,Northern Michigan,D,Sr,37.0,5.0,22.0,27.0,0.7297,4.0,68.0,0.0,1.0,0.0,8.0,107.0,1.0,1.0,50.0,2021-22,D,95.21072796934867,89.17624521072797,96.36015325670499,89.08045977011494,78.35249042145594,48.75478927203065,83.42911877394637,100.0,60.679611650485434,True
Michael Colella,Northern Michigan,F,So,37.0,15.0,12.0,27.0,0.7297,10.0,69.0,1.0,5.0,0.0,1.0,10.0,6.0,2.0,75.0,2021-22,F,86.56873032528857,95.17313746065058,78.54144805876182,77.28226652675761,94.38614900314796,43.12696747114376,62.48688352570829,44.700944386149004,95.1219512195122,False
Drew Bavaro,Bentley,D,So,36.0,9.0,18.0,27.0,0.75,26.0,125.0,1.0,3.0,1.0,-11.0,30.0,0.0,0.0,,2021-22,D,95.49808429118774,98.08429118773945,93.39080459770115,99.80842911877394,95.78544061302682,98.65900383141762,10.24904214559387,53.26923076923077,,True
Easton Brodzinski,St. Cloud State,F,Sr,36.0,12.0,15.0,27.0,0.75,72.0,88.0,1.0,4.0,0.0,2.0,9.0,15.0,13.0,53.6,2021-22,F,87.46065057712487,90.0314795383001,87.46065057712487,88.30010493179434,89.24449108079749,43.12696747114376,67.89087093389297,39.664218258132216,77.02182284980744,False
Jacob Bengtsson,Lake Superior,D,So,36.0,3.0,24.0,27.0,0.75,63.0,51.0,1.0,2.0,0.0,5.0,34.0,0.0,0.0,,2021-22,D,95.49808429118774,74.61685823754789,97.70114942528735,72.98850574712644,90.42145593869732,48.75478927203065,76.34099616858238,62.69230769230769,,True
Braeden Tuck,Sacred Heart,F,Jr,35.0,12.0,15.0,27.0,0.7714,2.0,47.0,0.0,0.0,0.0,8.0,13.0,29.0,38.0,43.3,2021-22,F,88.87722980062959,90.0314795383001,87.46065057712487,53.305351521511014,26.705141657922347,43.12696747114376,86.6211962224554,57.869884575026234,36.777920410783054,False
Tyler Ward,New Hampshire,F,Sr,34.0,11.0,16.0,27.0,0.7941,4.0,100.0,0.0,5.0,0.0,-10.0,18.0,1.0,3.0,25.0,2021-22,F,90.08394543546694,86.98845750262329,89.34942287513117,93.54669464847849,94.38614900314796,43.12696747114376,9.968520461699896,78.43651626442812,14.441591784338895,True
Liam Walsh,Merrimack,F,Jr,34.0,10.0,17.0,27.0,0.7941,41.0,65.0,3.0,4.0,0.0,1.0,21.0,254.0,308.0,45.2,2021-22,F,90.08394543546694,82.9485834207765,91.39559286463799,72.92759706190975,89.24449108079749,43.12696747114376,62.48688352570829,86.14900314795383,42.87548138639281,True
Nick Leivermann,Notre Dame,D,Sr,34.0,6.0,21.0,27.0,0.7941,8.0,96.0,1.0,1.0,0.0,16.0,46.0,0.0,0.0,,2021-22,D,97.12643678160919,93.00766283524904,95.6896551724138,97.70114942528735,78.35249042145594,48.75478927203065,93.67816091954023,82.40384615384615,,True
Filip Forsmark,Merrimack,F,Jr,33.0,11.0,16.0,27.0,0.8182,35.0,51.0,2.0,2.0,0.0,8.0,10.0,0.0,1.0,0.0,2021-22,F,91.34312696747115,86.98845750262329,89.34942287513117,58.55194123819517,73.29485834207765,43.12696747114376,86.6211962224554,44.700944386149004,5.134788189987163,True
Dante Sheriff,Mercyhurst,F,So,33.0,8.0,19.0,27.0,0.8182,43.0,96.0,0.0,3.0,0.0,5.0,13.0,32.0,24.0,57.1,2021-22,F,91.34312696747115,74.34417628541448,93.96642182581321,91.9202518363064,82.05666316894019,43.12696747114376,79.32843651626443,57.869884575026234,86.00770218228499,True
Carson Briere,Mercyhurst,F,So,31.0,13.0,14.0,27.0,0.871,20.0,54.0,1.0,4.0,0.0,4.0,17.0,162.0,237.0,40.6,2021-22,F,92.86463798530956,92.2875131164743,85.25708289611752,61.75236096537251,89.24449108079749,43.12696747114376,75.97061909758656,73.9769150052466,29.653401797175867,True
Sam Colangelo,Northeastern,F,So,29.0,12.0,15.0,27.0,0.931,18.0,63.0,4.0,3.0,0.0,8.0,12.0,0.0,2.0,0.0,2021-22,F,94.9632738719832,90.0314795383001,87.46065057712487,70.82896117523609,82.05666316894019,43.12696747114376,86.6211962224554,53.46274921301154,5.134788189987163,True
Josh Lopina,Massachusetts,F,So,27.0,12.0,15.0,27.0,1.0,8.0,62.0,4.0,6.0,0.0,21.0,17.0,418.0,276.0,60.2,2021-22,F,96.06505771248688,90.0314795383001,87.46065057712487,69.72717733473243,97.2193074501574,43.12696747114376,98.21615949632738,73.9769150052466,89.85879332477535,True
Michael Pastujov,Michigan,F,Sr,42.0,11.0,15.0,26.0,0.619,6.0,67.0,4.0,1.0,1.0,15.0,18.0,1.0,2.0,33.3,2021-22,F,78.43651626442812,86.98845750262329,87.46065057712487,75.02623294858341,60.8604407135362,91.97271773347325,95.48793284365162,78.43651626442812,20.410783055198973,False
Koby Bender,Minnesota-Duluth,F,Sr,42.0,7.0,19.0,26.0,0.619,14.0,79.0,2.0,3.0,0.0,-2.0,23.0,2.0,3.0,40.0,2021-22,F,78.43651626442812,68.73032528856243,93.96642182581321,83.73557187827912,82.05666316894019,43.12696747114376,41.2906610703043,89.29695697796433,28.305519897304237,False
Landon Slaggert,Notre Dame,F,So,40.0,12.0,14.0,26.0,0.65,39.0,93.0,3.0,2.0,0.0,9.0,21.0,1.0,1.0,50.0,2021-22,F,80.90241343126966,90.0314795383001,85.25708289611752,90.45120671563484,73.29485834207765,43.12696747114376,88.61490031479539,86.14900314795383,61.81001283697047,False
Jason Polin,Western Michigan,F,Jr,39.0,16.0,10.0,26.0,0.6667,4.0,103.0,2.0,4.0,0.0,6.0,19.0,15.0,18.0,45.5,2021-22,F,82.5813221406086,96.48478488982161,71.30115424973768,94.59601259181531,89.24449108079749,43.12696747114376,82.10912906610703,81.89926547743967,43.838254172015404,False
Cole Gallant,Western Michigan,F,Sr,39.0,9.0,17.0,26.0,0.6667,2.0,64.0,2.0,4.0,0.0,15.0,18.0,0.0,2.0,0.0,2021-22,F,82.5813221406086,78.85624344176286,91.39559286463799,71.93074501573977,89.24449108079749,43.12696747114376,95.48793284365162,78.43651626442812,5.134788189987163,False
Bryce Brodzinski,Minnesota,F,Jr,39.0,12.0,14.0,26.0,0.6667,10.0,83.0,2.0,4.0,0.0,6.0,10.0,2.0,3.0,40.0,2021-22,F,82.5813221406086,90.0314795383001,85.25708289611752,85.93913955928646,89.24449108079749,43.12696747114376,82.10912906610703,44.700944386149004,28.305519897304237,False
Elias Rosén,Bemidji State,D,Jr,38.0,7.0,19.0,26.0,0.6842,18.0,83.0,4.0,5.0,0.0,0.0,27.0,0.0,1.0,0.0,2021-22,D,93.19923371647509,95.6896551724138,94.6360153256705,95.6896551724138,98.9463601532567,48.75478927203065,53.16091954022989,46.44230769230769,25.728155339805824,True
Akito Hirose,Minnesota State,D,So,38.0,2.0,24.0,26.0,0.6842,8.0,45.0,0.0,0.0,0.0,28.0,24.0,0.0,0.0,,2021-22,D,93.19923371647509,62.16475095785441,97.70114942528735,63.69731800766284,35.24904214559387,48.75478927203065,99.04214559386973,41.15384615384615,,True
Brandon Kruse,Boston College,F,Sr,38.0,3.0,23.0,26.0,0.6842,18.0,54.0,0.0,0.0,0.0,-4.0,18.0,0.0,0.0,,2021-22,F,83.5781741867786,40.45120671563483,96.90451206715635,61.75236096537251,26.705141657922347,43.12696747114376,30.220356768100736,78.43651626442812,,False
Ryan Kirwan,Penn State,F,Fr,36.0,13.0,13.0,26.0,0.7222,8.0,152.0,3.0,2.0,0.0,3.0,19.0,27.0,27.0,50.0,2021-22,F,86.30640083945435,92.2875131164743,82.21406086044072,99.73767051416579,73.29485834207765,43.12696747114376,71.8258132214061,81.89926547743967,61.81001283697047,False
Austen Swankler,Bowling Green,F,Fr,36.0,8.0,18.0,26.0,0.7222,14.0,106.0,2.0,3.0,0.0,-8.0,13.0,232.0,240.0,49.2,2021-22,F,86.30640083945435,74.34417628541448,92.9171038824764,95.27806925498426,82.05666316894019,43.12696747114376,16.1594963273872,57.869884575026234,56.290115532734276,False
Ryan Leibold,Holy Cross,F,Sr,35.0,10.0,16.0,26.0,0.7429,24.0,111.0,1.0,3.0,0.0,3.0,27.0,371.0,394.0,48.5,2021-22,F,87.30325288562435,82.9485834207765,89.34942287513117,96.64218258132215,82.05666316894019,43.12696747114376,71.8258132214061,93.96642182581321,54.557124518613605,False
Brian Rigali,American Int'l,F,Gr,32.0,12.0,14.0,26.0,0.8125,8.0,64.0,3.0,4.0,0.0,5.0,29.0,107.0,105.0,50.5,2021-22,F,91.08079748163694,90.0314795383001,85.25708289611752,71.93074501573977,89.24449108079749,43.12696747114376,79.32843651626443,95.64533053515215,66.49550706033376,True
Keaton Mastrodonato,Canisius,F,Jr,30.0,11.0,15.0,26.0,0.8667,20.0,84.0,3.0,1.0,2.0,6.0,25.0,1.0,1.0,50.0,2021-22,F,92.75970619097586,86.98845750262329,87.46065057712487,86.51626442812173,60.8604407135362,98.63588667366213,82.10912906610703,91.97271773347325,61.81001283697047,True
Jake Sanderson,North Dakota,D,So,23.0,8.0,18.0,26.0,1.1304,6.0,66.0,1.0,1.0,0.0,5.0,27.0,0.0,0.0,,2021-22,D,100.0,97.22222222222221,93.39080459770115,87.4521072796935,78.35249042145594,48.75478927203065,76.34099616858238,46.44230769230769,,True
Jakub Lacka,RPI,F,Sr,42.0,8.0,17.0,25.0,0.5952,16.0,68.0,1.0,3.0,1.0,0.0,17.0,2.0,4.0,33.3,2021-22,F,76.6526757607555,74.34417628541448,91.39559286463799,76.0230849947534,82.05666316894019,91.97271773347325,54.98426023084995,73.9769150052466,20.410783055198973,False
Quinn Olson,Minnesota-Duluth,F,Jr,42.0,6.0,19.0,25.0,0.5952,41.0,113.0,2.0,1.0,0.0,5.0,17.0,0.0,0.0,,2021-22,F,76.6526757607555,62.48688352570829,93.96642182581321,97.00944386149003,60.8604407135362,43.12696747114376,79.32843651626443,73.9769150052466,,False
Graham Slaggert,Notre Dame,F,Sr,39.0,12.0,13.0,25.0,0.641,27.0,81.0,2.0,3.0,1.0,9.0,31.0,310.0,295.0,51.2,2021-22,F,80.01049317943337,90.0314795383001,82.21406086044072,84.83735571878279,82.05666316894019,91.97271773347325,88.61490031479539,97.00944386149003,69.83311938382542,False
Gunnarwolfe Fontaine,Northeastern,F,So,39.0,8.0,17.0,25.0,0.641,20.0,92.0,2.0,1.0,0.0,5.0,10.0,1.0,3.0,25.0,2021-22,F,80.01049317943337,74.34417628541448,91.39559286463799,89.97901364113326,60.8604407135362,43.12696747114376,79.32843651626443,44.700944386149004,14.441591784338895,False
Patrick Moynihan,Providence,F,Jr,38.0,11.0,14.0,25.0,0.6579,24.0,96.0,1.0,6.0,0.0,0.0,25.0,0.0,2.0,0.0,2021-22,F,81.89926547743967,86.98845750262329,85.25708289611752,91.9202518363064,97.2193074501574,43.12696747114376,54.98426023084995,91.97271773347325,5.134788189987163,False
Sam Morton,Minnesota State,F,Jr,38.0,9.0,16.0,25.0,0.6579,12.0,86.0,0.0,3.0,0.0,26.0,19.0,141.0,96.0,59.5,2021-22,F,81.89926547743967,78.85624344176286,89.34942287513117,87.30325288562435,82.05666316894019,43.12696747114376,99.16054564533053,81.89926547743967,88.57509627727856,False
Cam Thiesing,Ohio State,F,Fr,37.0,8.0,17.0,25.0,0.6757,53.0,120.0,2.0,0.0,0.0,21.0,16.0,3.0,11.0,21.4,2021-22,F,83.31584470094438,74.34417628541448,91.39559286463799,97.79643231899266,26.705141657922347,43.12696747114376,98.21615949632738,69.62224554039874,12.70860077021823,False
Brandon Koch,Air Force,D,Jr,36.0,3.0,22.0,25.0,0.6944,22.0,98.0,1.0,2.0,0.0,3.0,41.0,2.0,1.0,66.7,2021-22,D,94.44444444444444,74.61685823754789,96.36015325670499,98.27586206896551,90.42145593869732,48.75478927203065,68.29501915708812,74.90384615384616,69.41747572815534,True
Casey Dornbach,Harvard,F,Sr,34.0,8.0,17.0,25.0,0.7353,8.0,47.0,3.0,1.0,0.0,0.0,5.0,75.0,86.0,46.6,2021-22,F,86.77859391395593,74.34417628541448,91.39559286463799,53.305351521511014,60.8604407135362,43.12696747114376,54.98426023084995,20.98635886673662,47.2400513478819,False
